listing_id,lat,lon,Isabella Stewart Gardner Museum,Fenway Park,MFA Boston,Harvard Square,Boston Harbor,Boston Common,Bunker Hill Monument,Faneuil Hall Marketplace,Arnold Arboretum,Skywalk Observatory
14262627,42.3673495,-71.0362121,5.42,4.96,5.14,6.75,0.33,3.2,3.73,2.5,7.9,4.28
12699603,42.3842866,-71.0020837,7.44,6.98,7.17,7.71,2.69,5.22,6.04,4.52,9.93,6.31
7489883,42.3794828,-71.0328046,6.29,5.84,6.02,6.1,1.25,4.08,4.43,3.38,8.78,5.16
3802530,42.3834548,-71.0180038,6.57,6.11,6.3,6.86,1.81,4.35,5.19,3.65,9.06,5.44
14075290,42.3686559,-71.0355256,5.43,4.97,5.15,6.65,0.41,3.21,3.74,2.51,7.91,4.29
1066767,42.3825893,-71.0334029,6.52,6.06,6.25,5.88,1.48,4.3,4.22,3.6,9,5.39
4638356,42.3786683,-71.034939,6.23,5.77,5.96,6.03,1.15,4.02,4.36,3.31,8.72,5.1
12436115,42.3655982,-71.03444,5.29,4.84,5.02,5.93,0.34,3.08,3.61,2.38,7.78,4.16
8716849,42.3673495,-71.0362121,5.42,4.96,5.14,6.75,0.33,3.2,3.73,2.5,7.9,4.28
3917027,42.3834548,-71.0180038,6.57,6.11,6.3,6.86,1.81,4.35,5.19,3.65,9.06,5.44
10945407,42.3889378,-71.0064225,7.31,6.86,7.04,7.31,2.55,5.1,5.64,4.4,9.8,6.18
8340599,42.3711331,-71.0326514,5.64,5.19,5.37,6.55,0.64,3.43,3.96,2.73,8.13,4.51
14255219,42.3673495,-71.0362121,5.42,4.96,5.14,6.75,0.33,3.2,3.73,2.5,7.9,4.28
14533011,42.386916,-71.011401,7.03,6.58,6.76,7.32,2.27,4.82,5.66,4.12,9.52,5.9
4080000,42.3834548,-71.0180038,6.57,6.11,6.3,6.86,1.81,4.35,5.19,3.65,9.06,5.44
14844149,42.3834548,-71.0180038,6.57,6.11,6.3,6.86,1.81,4.35,5.19,3.65,9.06,5.44
7880828,42.3786683,-71.034939,6.23,5.77,5.96,6.03,1.15,4.02,4.36,3.31,8.72,5.1
13064781,42.3754638,-71.0535291,4.25,3.8,4,3.8,4.1,1.95,0.55,1.57,6.75,3.12
1541166,42.3833275,-71.0789656,4.05,3.51,3.88,2.28,4.69,3.01,1.38,2.6,6.7,3.54
8454985,42.3770394,-71.0510255,4.42,3.97,4.16,3.9,4.27,2.12,0.72,1.74,6.92,3.29
14769652,42.3811084,-71.0623562,4.13,3.59,3.96,3.19,4.9,2.3,0.47,1.88,6.89,3.31
77681,42.3786256,-71.062904,3.99,3.45,3.82,3.25,4.95,2.08,0.25,1.66,6.75,3.17
4112178,42.3812021,-71.0691512,4.16,3.62,4,3.07,4.78,2.29,0.66,1.9,6.92,3.34
5684598,42.3754638,-71.0535291,4.25,3.8,4,3.8,4.1,1.95,0.55,1.57,6.75,3.12
7109689,42.3770242,-71.0624689,3.88,3.34,3.72,3.33,4.03,1.91,0.17,1.5,6.64,3.06
14924831,42.3825719,-71.0681426,4.3,3.76,4.13,2.9,4.61,2.42,0.7,2.04,7.06,3.48
29765,42.3775111,-71.0662329,3.83,3.3,3.67,3.21,4.92,1.96,0.35,1.58,6.6,3.02
14660635,42.3754638,-71.0535291,4.25,3.8,4,3.8,4.1,1.95,0.55,1.57,6.75,3.12
5813992,42.3784708,-71.0681239,3.92,3.38,3.75,3.06,4.77,2.04,0.49,1.66,6.68,3.1
3749523,42.3734909,-71.0644137,3.73,3.19,3.57,3.18,3.77,1.63,0.31,1.25,6.49,2.8
1587540,42.3773709,-71.0628535,3.87,3.33,3.71,3.32,4.08,1.96,0.19,1.55,6.63,3.05
10253899,42.380432,-71.0680002,4.09,3.55,3.92,3.01,4.71,2.21,0.59,1.83,6.85,3.27
45987,42.3749107,-71.0617183,3.92,3.39,3.75,3.37,3.85,1.73,0.11,1.32,6.53,2.87
7009774,42.3829325,-71.0687786,4.26,3.72,4.09,2.86,4.57,2.48,0.75,2.09,7.02,3.44
14136509,42.3800984,-71.0624265,4.04,3.51,3.88,3.28,4.99,2.21,0.38,1.79,6.81,3.23
5174821,42.3812021,-71.0691512,4.16,3.62,4,3.07,4.78,2.29,0.66,1.9,6.92,3.34
12432535,42.3796619,-71.0640786,4.02,3.48,3.86,3.13,4.84,2.15,0.37,1.77,6.79,3.21
8613870,42.3609865,-71.0992701,2.15,1.61,1.98,1.39,5.15,2.12,2.63,2.5,4.67,1.64
13414159,42.3770394,-71.0510255,4.42,3.97,4.16,3.9,4.27,2.12,0.72,1.74,6.92,3.29
2798599,42.3752042,-71.059123,4.06,3.61,3.8,3.56,3.9,1.79,0.13,1.38,6.59,2.93
12825412,42.3762971,-71.0581737,4.14,3.61,3.97,3.59,4.07,1.95,0.17,1.54,6.75,3.09
14594810,42.380432,-71.0680002,4.09,3.55,3.92,3.01,4.71,2.21,0.59,1.83,6.85,3.27
1421610,42.3760893,-71.0600228,4.02,3.48,3.84,3.47,3.94,1.83,0.04,1.41,6.63,2.97
619142,42.3773709,-71.0628535,3.87,3.33,3.71,3.32,4.08,1.96,0.19,1.55,6.63,3.05
93505,42.3773709,-71.0628535,3.87,3.33,3.71,3.32,4.08,1.96,0.19,1.55,6.63,3.05
3721095,42.3800984,-71.0624265,4.04,3.51,3.88,3.28,4.99,2.21,0.38,1.79,6.81,3.23
44205,42.3775111,-71.0662329,3.83,3.3,3.67,3.21,4.92,1.96,0.35,1.58,6.6,3.02
4402259,42.3782555,-71.0638944,3.89,3.35,3.73,3.26,4.97,2.02,0.24,1.64,6.65,3.08
1223050,42.3752042,-71.059123,4.06,3.61,3.8,3.56,3.9,1.79,0.13,1.38,6.59,2.93
189965,42.3749107,-71.0617183,3.92,3.39,3.75,3.37,3.85,1.73,0.11,1.32,6.53,2.87
6268805,42.3775901,-71.0609986,3.99,3.46,3.83,3.38,4.05,1.94,0.12,1.53,6.76,3.08
14834305,42.3838953,-71.0776527,4.14,3.6,3.97,2.37,4.67,2.98,1.36,2.58,6.79,3.63
14296152,42.3838953,-71.0776527,4.14,3.6,3.97,2.37,4.67,2.98,1.36,2.58,6.79,3.63
13951579,42.3796619,-71.0640786,4.02,3.48,3.86,3.13,4.84,2.15,0.37,1.77,6.79,3.21
13163259,42.3750003,-71.0648064,3.69,3.16,3.53,3.14,3.94,1.8,0.3,1.42,6.46,2.88
11837857,42.3796619,-71.0640786,4.02,3.48,3.86,3.13,4.84,2.15,0.37,1.77,6.79,3.21
9822600,42.3734909,-71.0644137,3.73,3.19,3.57,3.18,3.77,1.63,0.31,1.25,6.49,2.8
11395461,42.3736759,-71.0638218,3.77,3.24,3.61,3.22,3.79,1.64,0.27,1.26,6.45,2.82
14013663,42.3752042,-71.059123,4.06,3.61,3.8,3.56,3.9,1.79,0.13,1.38,6.59,2.93
5726250,42.3786256,-71.062904,3.99,3.45,3.82,3.25,4.95,2.08,0.25,1.66,6.75,3.17
5628808,42.377393,-71.0655548,3.82,3.28,3.66,3.27,4.97,1.95,0.41,1.56,6.58,3
5481243,42.3754638,-71.0535291,4.25,3.8,4,3.8,4.1,1.95,0.55,1.57,6.75,3.12
13083342,42.3807453,-71.0638371,4.12,3.58,3.95,3.17,4.88,2.24,0.47,1.86,6.88,3.3
13655073,42.3753621,-71.0628286,3.85,3.31,3.68,3.3,3.89,1.78,0.17,1.36,6.58,2.92
2810123,42.3786256,-71.062904,3.99,3.45,3.82,3.25,4.95,2.08,0.25,1.66,6.75,3.17
14858782,42.3838953,-71.0776527,4.14,3.6,3.97,2.37,4.67,2.98,1.36,2.58,6.79,3.63
13032590,42.3829027,-71.0772727,4.1,3.56,3.93,2.33,4.54,2.8,1.17,2.39,6.75,3.59
2660908,42.3818227,-71.064933,4.23,3.69,4.07,3.07,4.78,2.36,0.58,1.98,6.99,3.42
9132081,42.3790601,-71.068747,3.97,3.43,3.8,3.01,4.72,2.09,0.54,1.71,6.73,3.15
14292385,42.3752042,-71.059123,4.06,3.61,3.8,3.56,3.9,1.79,0.13,1.38,6.59,2.93
2167993,42.3770394,-71.0510255,4.42,3.97,4.16,3.9,4.27,2.12,0.72,1.74,6.92,3.29
14013583,42.3752042,-71.059123,4.06,3.61,3.8,3.56,3.9,1.79,0.13,1.38,6.59,2.93
13063952,42.3829027,-71.0772727,4.1,3.56,3.93,2.33,4.54,2.8,1.17,2.39,6.75,3.59
6886946,42.3796619,-71.0640786,4.02,3.48,3.86,3.13,4.84,2.15,0.37,1.77,6.79,3.21
6378076,42.3811084,-71.0623562,4.13,3.59,3.96,3.19,4.9,2.3,0.47,1.88,6.89,3.31
14537320,42.3790601,-71.068747,3.97,3.43,3.8,3.01,4.72,2.09,0.54,1.71,6.73,3.15
6690605,42.3773709,-71.0628535,3.87,3.33,3.71,3.32,4.08,1.96,0.19,1.55,6.63,3.05
5592866,42.3796619,-71.0640786,4.02,3.48,3.86,3.13,4.84,2.15,0.37,1.77,6.79,3.21
8442940,42.3778475,-71.0643019,3.86,3.32,3.69,3.31,5,1.98,0.27,1.6,6.62,3.04
708802,42.3786256,-71.062904,3.99,3.45,3.82,3.25,4.95,2.08,0.25,1.66,6.75,3.17
1658983,42.3770242,-71.0624689,3.88,3.34,3.72,3.33,4.03,1.91,0.17,1.5,6.64,3.06
6000531,42.3790601,-71.068747,3.97,3.43,3.8,3.01,4.72,2.09,0.54,1.71,6.73,3.15
13586128,42.3754584,-71.0585822,4.11,3.65,3.85,3.58,3.95,1.83,0.15,1.42,6.64,2.98
9900315,42.3740221,-71.0600607,3.93,3.47,3.67,3.49,3.77,1.65,0.21,1.24,6.46,2.8
11521541,42.3812021,-71.0691512,4.16,3.62,4,3.07,4.78,2.29,0.66,1.9,6.92,3.34
13045194,42.3729778,-71.0609508,3.84,3.38,3.58,3.41,3.68,1.56,0.27,1.15,6.37,2.71
8189821,42.3746477,-71.0613161,3.98,3.41,3.72,3.4,3.82,1.7,0.13,1.29,6.51,2.85
1445064,42.3800984,-71.0624265,4.04,3.51,3.88,3.28,4.99,2.21,0.38,1.79,6.81,3.23
13585624,42.3754584,-71.0585822,4.11,3.65,3.85,3.58,3.95,1.83,0.15,1.42,6.64,2.98
14191723,42.3773709,-71.0628535,3.87,3.33,3.71,3.32,4.08,1.96,0.19,1.55,6.63,3.05
6627802,42.3744086,-71.0523141,4.33,3.88,4.07,3.88,3.47,2.03,0.62,1.65,6.83,3.2
5076880,42.3790601,-71.068747,3.97,3.43,3.8,3.01,4.72,2.09,0.54,1.71,6.73,3.15
12356962,42.377158,-71.069383,3.75,3.21,3.58,3.07,4.82,2.02,0.64,1.64,6.51,2.93
12372052,42.3829027,-71.0772727,4.1,3.56,3.93,2.33,4.54,2.8,1.17,2.39,6.75,3.59
13830152,42.3829027,-71.0772727,4.1,3.56,3.93,2.33,4.54,2.8,1.17,2.39,6.75,3.59
5719606,42.3752042,-71.059123,4.06,3.61,3.8,3.56,3.9,1.79,0.13,1.38,6.59,2.93
182613,42.3796619,-71.0640786,4.02,3.48,3.86,3.13,4.84,2.15,0.37,1.77,6.79,3.21
5620496,42.3785428,-71.0658563,3.95,3.41,3.78,3.21,4.93,2.07,0.38,1.69,6.71,3.13
82637,42.3786256,-71.062904,3.99,3.45,3.82,3.25,4.95,2.08,0.25,1.66,6.75,3.17
3820516,42.3775111,-71.0662329,3.83,3.3,3.67,3.21,4.92,1.96,0.35,1.58,6.6,3.02
14501620,42.3754638,-71.0535291,4.25,3.8,4,3.8,4.1,1.95,0.55,1.57,6.75,3.12
13371105,42.3857024,-71.0878325,3.86,3.32,3.7,2.09,5.17,3.04,1.84,2.97,6.51,3.35
14632658,42.3811084,-71.0623562,4.13,3.59,3.96,3.19,4.9,2.3,0.47,1.88,6.89,3.31
7321217,42.3796619,-71.0640786,4.02,3.48,3.86,3.13,4.84,2.15,0.37,1.77,6.79,3.21
1102623,42.3741936,-71.0609422,3.95,3.49,3.69,3.43,3.79,1.67,0.18,1.26,6.48,2.82
7472068,42.3796619,-71.0640786,4.02,3.48,3.86,3.13,4.84,2.15,0.37,1.77,6.79,3.21
7053454,42.3810704,-71.0641674,4.15,3.61,3.99,3.16,4.87,2.28,0.5,1.89,6.91,3.33
1755376,42.3642286,-71.0691358,2.91,2.37,2.66,2.92,3.64,0.83,1.52,1,5.48,1.78
4917583,42.3642286,-71.0691358,2.91,2.37,2.66,2.92,3.64,0.83,1.52,1,5.48,1.78
12130434,42.3639657,-71.0683361,2.95,2.41,2.7,2.96,3.6,0.79,1.47,0.95,5.52,1.82
10118573,42.3642286,-71.0691358,2.91,2.37,2.66,2.92,3.64,0.83,1.52,1,5.48,1.78
979759,42.3642286,-71.0691358,2.91,2.37,2.66,2.92,3.64,0.83,1.52,1,5.48,1.78
14423483,42.3635338,-71.0640789,3.05,2.6,2.79,3.33,3.3,0.77,1.18,0.66,5.6,1.92
14404992,42.3642286,-71.0691358,2.91,2.37,2.66,2.92,3.64,0.83,1.52,1,5.48,1.78
8696236,42.365919,-71.0669081,3.13,2.58,2.88,3.14,3.51,0.88,1.33,0.87,5.7,2
8814479,42.3625944,-71.0638691,2.89,2.44,2.64,3.14,3.31,0.62,1.22,0.67,5.45,1.76
8191739,42.3639657,-71.0683361,2.95,2.41,2.7,2.96,3.6,0.79,1.47,0.95,5.52,1.82
965554,42.3642286,-71.0691358,2.91,2.37,2.66,2.92,3.64,0.83,1.52,1,5.48,1.78
8814039,42.3625944,-71.0638691,2.89,2.44,2.64,3.14,3.31,0.62,1.22,0.67,5.45,1.76
8813451,42.3625944,-71.0638691,2.89,2.44,2.64,3.14,3.31,0.62,1.22,0.67,5.45,1.76
14908177,42.3595125,-71.06937,2.59,2.02,2.33,2.87,3.63,0.53,1.71,0.98,5.16,1.46
1358531,42.3639657,-71.0683361,2.95,2.41,2.7,2.96,3.6,0.79,1.47,0.95,5.52,1.82
4602191,42.3639657,-71.0683361,2.95,2.41,2.7,2.96,3.6,0.79,1.47,0.95,5.52,1.82
7596262,42.3642286,-71.0691358,2.91,2.37,2.66,2.92,3.64,0.83,1.52,1,5.48,1.78
8191517,42.3639657,-71.0683361,2.95,2.41,2.7,2.96,3.6,0.79,1.47,0.95,5.52,1.82
12088322,42.3642286,-71.0691358,2.91,2.37,2.66,2.92,3.64,0.83,1.52,1,5.48,1.78
13545648,42.3635338,-71.0640789,3.05,2.6,2.79,3.33,3.3,0.77,1.18,0.66,5.6,1.92
10119075,42.3642286,-71.0691358,2.91,2.37,2.66,2.92,3.64,0.83,1.52,1,5.48,1.78
4467841,42.3639657,-71.0683361,2.95,2.41,2.7,2.96,3.6,0.79,1.47,0.95,5.52,1.82
3931204,42.3635338,-71.0640789,3.05,2.6,2.79,3.33,3.3,0.77,1.18,0.66,5.6,1.92
10118716,42.3642286,-71.0691358,2.91,2.37,2.66,2.92,3.64,0.83,1.52,1,5.48,1.78
9644312,42.3611022,-71.0706365,2.63,2.07,2.38,2.74,3.58,0.59,1.67,0.93,5.21,1.5
10118946,42.3642286,-71.0691358,2.91,2.37,2.66,2.92,3.64,0.83,1.52,1,5.48,1.78
10118379,42.3642286,-71.0691358,2.91,2.37,2.66,2.92,3.64,0.83,1.52,1,5.48,1.78
7857318,42.3639657,-71.0683361,2.95,2.41,2.7,2.96,3.6,0.79,1.47,0.95,5.52,1.82
10118091,42.3642286,-71.0691358,2.91,2.37,2.66,2.92,3.64,0.83,1.52,1,5.48,1.78
10052037,42.3639657,-71.0683361,2.95,2.41,2.7,2.96,3.6,0.79,1.47,0.95,5.52,1.82
10152056,42.3642286,-71.0691358,2.91,2.37,2.66,2.92,3.64,0.83,1.52,1,5.48,1.78
10119193,42.3642286,-71.0691358,2.91,2.37,2.66,2.92,3.64,0.83,1.52,1,5.48,1.78
10051649,42.3639657,-71.0683361,2.95,2.41,2.7,2.96,3.6,0.79,1.47,0.95,5.52,1.82
25418,42.3642286,-71.0691358,2.91,2.37,2.66,2.92,3.64,0.83,1.52,1,5.48,1.78
10051842,42.3639657,-71.0683361,2.95,2.41,2.7,2.96,3.6,0.79,1.47,0.95,5.52,1.82
7855702,42.3642286,-71.0691358,2.91,2.37,2.66,2.92,3.64,0.83,1.52,1,5.48,1.78
11967208,42.3625944,-71.0638691,2.89,2.44,2.64,3.14,3.31,0.62,1.22,0.67,5.45,1.76
4610745,42.3590276,-71.0700049,2.51,1.94,2.26,2.86,3.69,0.46,1.78,1.04,5.08,1.38
23668,42.3639657,-71.0683361,2.95,2.41,2.7,2.96,3.6,0.79,1.47,0.95,5.52,1.82
10119327,42.3642286,-71.0691358,2.91,2.37,2.66,2.92,3.64,0.83,1.52,1,5.48,1.78
10327517,42.3639657,-71.0683361,2.95,2.41,2.7,2.96,3.6,0.79,1.47,0.95,5.52,1.82
6015995,42.3642286,-71.0691358,2.91,2.37,2.66,2.92,3.64,0.83,1.52,1,5.48,1.78
7308623,42.3610657,-71.0694476,2.68,2.12,2.43,2.79,3.52,0.63,1.61,0.87,5.25,1.55
4489920,42.3642286,-71.0691358,2.91,2.37,2.66,2.92,3.64,0.83,1.52,1,5.48,1.78
2769450,42.3639657,-71.0683361,2.95,2.41,2.7,2.96,3.6,0.79,1.47,0.95,5.52,1.82
14467554,42.3642286,-71.0691358,2.91,2.37,2.66,2.92,3.64,0.83,1.52,1,5.48,1.78
1867881,42.3642286,-71.0691358,2.91,2.37,2.66,2.92,3.64,0.83,1.52,1,5.48,1.78
1131634,42.3635338,-71.0640789,3.05,2.6,2.79,3.33,3.3,0.77,1.18,0.66,5.6,1.92
67774,42.344418,-71.1134861,1.16,0.94,1.46,2.44,6.01,2.61,4.15,3.35,3.06,1.87
8309711,42.3603213,-71.0669154,2.76,2.18,2.51,2.97,3.45,0.49,1.53,0.8,5.33,1.63
5659866,42.3580158,-71.0685149,2.47,1.91,2.21,3.01,3.55,0.32,1.76,0.95,5.03,1.34
1303261,42.3590276,-71.0700049,2.51,1.94,2.26,2.86,3.69,0.46,1.78,1.04,5.08,1.38
6432655,42.3603319,-71.0663751,2.74,2.29,2.48,3,3.42,0.46,1.5,0.77,5.29,1.61
13249829,42.3602889,-71.0686874,2.67,2.09,2.42,2.88,3.54,0.58,1.62,0.89,5.24,1.54
4900659,42.3601989,-71.0659742,2.71,2.25,2.45,3.03,3.41,0.43,1.49,0.76,5.26,1.58
7928656,42.3598897,-71.0677643,2.66,2.11,2.4,2.95,3.52,0.49,1.61,0.87,5.21,1.53
9386847,42.359268,-71.0650471,2.6,2.14,2.34,3.1,3.36,0.32,1.51,0.77,5.15,1.47
6444148,42.3602977,-71.0682455,2.69,2.11,2.44,2.9,3.51,0.55,1.6,0.87,5.26,1.56
10311094,42.3530681,-71.0812804,1.62,1.07,1.49,2.7,4.18,0.87,2.59,1.58,4.37,0.56
9596153,42.3611022,-71.0706365,2.63,2.07,2.38,2.74,3.58,0.59,1.67,0.93,5.21,1.5
14025410,42.3595125,-71.06937,2.59,2.02,2.33,2.87,3.63,0.53,1.71,0.98,5.16,1.46
3377871,42.359726,-71.0644172,2.66,2.21,2.4,3.14,3.36,0.38,1.5,0.72,5.21,1.53
59776,42.3571625,-71.0718944,2.33,1.72,2.09,3.01,3.72,0.42,1.98,1.12,4.9,1.2
6488924,42.3602889,-71.0686874,2.67,2.09,2.42,2.88,3.54,0.58,1.62,0.89,5.24,1.54
9232355,42.359268,-71.0650471,2.6,2.14,2.34,3.1,3.36,0.32,1.51,0.77,5.15,1.47
11202183,42.3588359,-71.0687076,2.53,1.97,2.27,2.95,3.61,0.38,1.73,1,5.08,1.4
4718577,42.3611022,-71.0706365,2.63,2.07,2.38,2.74,3.58,0.59,1.67,0.93,5.21,1.5
12648403,42.3611022,-71.0706365,2.63,2.07,2.38,2.74,3.58,0.59,1.67,0.93,5.21,1.5
13778731,42.3571625,-71.0718944,2.33,1.72,2.09,3.01,3.72,0.42,1.98,1.12,4.9,1.2
2126053,42.3573724,-71.0705465,2.38,1.79,2.15,2.96,3.65,0.35,1.89,1.05,4.95,1.25
5690640,42.3580158,-71.0685149,2.47,1.91,2.21,3.01,3.55,0.32,1.76,0.95,5.03,1.34
2823378,42.359726,-71.0644172,2.66,2.21,2.4,3.14,3.36,0.38,1.5,0.72,5.21,1.53
13810937,42.3610657,-71.0694476,2.68,2.12,2.43,2.79,3.52,0.63,1.61,0.87,5.25,1.55
7633883,42.3611022,-71.0706365,2.63,2.07,2.38,2.74,3.58,0.59,1.67,0.93,5.21,1.5
8732121,42.3603341,-71.0636278,2.74,2.29,2.48,3.14,3.28,0.46,1.4,0.63,5.29,1.61
2423613,42.359726,-71.0644172,2.66,2.21,2.4,3.14,3.36,0.38,1.5,0.72,5.21,1.53
13728510,42.3598897,-71.0677643,2.66,2.11,2.4,2.95,3.52,0.49,1.61,0.87,5.21,1.53
12493396,42.3602889,-71.0686874,2.67,2.09,2.42,2.88,3.54,0.58,1.62,0.89,5.24,1.54
8052494,42.3593079,-71.0668368,2.69,2.24,2.43,3.01,3.45,0.42,1.6,0.86,5.25,1.56
7092874,42.3571057,-71.0694747,2.36,1.8,2.11,3,3.6,0.31,1.85,1,4.93,1.23
13433475,42.3590276,-71.0700049,2.51,1.94,2.26,2.86,3.69,0.46,1.78,1.04,5.08,1.38
2947662,42.3601989,-71.0659742,2.71,2.25,2.45,3.03,3.41,0.43,1.49,0.76,5.26,1.58
7911936,42.3603341,-71.0636278,2.74,2.29,2.48,3.14,3.28,0.46,1.4,0.63,5.29,1.61
2754975,42.344418,-71.1134861,1.16,0.94,1.46,2.44,6.01,2.61,4.15,3.35,3.06,1.87
13521992,42.3593079,-71.0668368,2.69,2.24,2.43,3.01,3.45,0.42,1.6,0.86,5.25,1.56
13138055,42.3593079,-71.0668368,2.69,2.24,2.43,3.01,3.45,0.42,1.6,0.86,5.25,1.56
7713815,42.3603341,-71.0636278,2.74,2.29,2.48,3.14,3.28,0.46,1.4,0.63,5.29,1.61
8747720,42.3611022,-71.0706365,2.63,2.07,2.38,2.74,3.58,0.59,1.67,0.93,5.21,1.5
4995033,42.3603213,-71.0669154,2.76,2.18,2.51,2.97,3.45,0.49,1.53,0.8,5.33,1.63
9107357,42.3588359,-71.0687076,2.53,1.97,2.27,2.95,3.61,0.38,1.73,1,5.08,1.4
5064995,42.3603319,-71.0663751,2.74,2.29,2.48,3,3.42,0.46,1.5,0.77,5.29,1.61
6600417,42.3573724,-71.0705465,2.38,1.79,2.15,2.96,3.65,0.35,1.89,1.05,4.95,1.25
10434883,42.3580916,-71.0699764,2.43,1.87,2.18,2.92,3.67,0.38,1.86,1.07,5,1.3
13121821,42.3603341,-71.0636278,2.74,2.29,2.48,3.14,3.28,0.46,1.4,0.63,5.29,1.61
9844242,42.3603319,-71.0663751,2.74,2.29,2.48,3,3.42,0.46,1.5,0.77,5.29,1.61
13295184,42.3590276,-71.0700049,2.51,1.94,2.26,2.86,3.69,0.46,1.78,1.04,5.08,1.38
6763785,42.3601989,-71.0659742,2.71,2.25,2.45,3.03,3.41,0.43,1.49,0.76,5.26,1.58
586994,42.344418,-71.1134861,1.16,0.94,1.46,2.44,6.01,2.61,4.15,3.35,3.06,1.87
915272,42.3580158,-71.0685149,2.47,1.91,2.21,3.01,3.55,0.32,1.76,0.95,5.03,1.34
3520353,42.3603341,-71.0636278,2.74,2.29,2.48,3.14,3.28,0.46,1.4,0.63,5.29,1.61
4978467,42.3595125,-71.06937,2.59,2.02,2.33,2.87,3.63,0.53,1.71,0.98,5.16,1.46
14742722,42.3580158,-71.0685149,2.47,1.91,2.21,3.01,3.55,0.32,1.76,0.95,5.03,1.34
7614517,42.3610923,-71.0682424,2.74,2.18,2.49,2.85,3.46,0.6,1.54,0.81,5.31,1.61
12356,42.344418,-71.1134861,1.16,0.94,1.46,2.44,6.01,2.61,4.15,3.35,3.06,1.87
12726343,42.3593079,-71.0668368,2.69,2.24,2.43,3.01,3.45,0.42,1.6,0.86,5.25,1.56
4632511,42.3603129,-71.0640457,2.72,2.27,2.46,3.12,3.3,0.44,1.42,0.65,5.27,1.59
8384444,42.3590276,-71.0700049,2.51,1.94,2.26,2.86,3.69,0.46,1.78,1.04,5.08,1.38
6778788,42.3595125,-71.06937,2.59,2.02,2.33,2.87,3.63,0.53,1.71,0.98,5.16,1.46
2682662,42.3611022,-71.0706365,2.63,2.07,2.38,2.74,3.58,0.59,1.67,0.93,5.21,1.5
14035936,42.3602889,-71.0686874,2.67,2.09,2.42,2.88,3.54,0.58,1.62,0.89,5.24,1.54
10611598,42.3610657,-71.0694476,2.68,2.12,2.43,2.79,3.52,0.63,1.61,0.87,5.25,1.55
8090623,42.3588359,-71.0687076,2.53,1.97,2.27,2.95,3.61,0.38,1.73,1,5.08,1.4
13300621,42.3590276,-71.0700049,2.51,1.94,2.26,2.86,3.69,0.46,1.78,1.04,5.08,1.38
14873017,42.3603319,-71.0663751,2.74,2.29,2.48,3,3.42,0.46,1.5,0.77,5.29,1.61
8614167,42.3580916,-71.0699764,2.43,1.87,2.18,2.92,3.67,0.38,1.86,1.07,5,1.3
14758045,42.3593079,-71.0668368,2.69,2.24,2.43,3.01,3.45,0.42,1.6,0.86,5.25,1.56
11120777,42.3611022,-71.0706365,2.63,2.07,2.38,2.74,3.58,0.59,1.67,0.93,5.21,1.5
9235198,42.3597506,-71.0690922,2.62,2.05,2.36,2.9,3.63,0.56,1.71,0.98,5.19,1.49
6908672,42.3611022,-71.0706365,2.63,2.07,2.38,2.74,3.58,0.59,1.67,0.93,5.21,1.5
13101775,42.3588359,-71.0687076,2.53,1.97,2.27,2.95,3.61,0.38,1.73,1,5.08,1.4
5959251,42.344418,-71.1134861,1.16,0.94,1.46,2.44,6.01,2.61,4.15,3.35,3.06,1.87
14872018,42.3611022,-71.0706365,2.63,2.07,2.38,2.74,3.58,0.59,1.67,0.93,5.21,1.5
10857914,42.3603341,-71.0636278,2.74,2.29,2.48,3.14,3.28,0.46,1.4,0.63,5.29,1.61
12365159,42.3603319,-71.0663751,2.74,2.29,2.48,3,3.42,0.46,1.5,0.77,5.29,1.61
13331733,42.3590276,-71.0700049,2.51,1.94,2.26,2.86,3.69,0.46,1.78,1.04,5.08,1.38
8662258,42.359268,-71.0650471,2.6,2.14,2.34,3.1,3.36,0.32,1.51,0.77,5.15,1.47
7531700,42.3603341,-71.0636278,2.74,2.29,2.48,3.14,3.28,0.46,1.4,0.63,5.29,1.61
13797236,42.3593079,-71.0668368,2.69,2.24,2.43,3.01,3.45,0.42,1.6,0.86,5.25,1.56
2862120,42.3598897,-71.0677643,2.66,2.11,2.4,2.95,3.52,0.49,1.61,0.87,5.21,1.53
6089196,42.3593079,-71.0668368,2.69,2.24,2.43,3.01,3.45,0.42,1.6,0.86,5.25,1.56
13658522,42.3593079,-71.0668368,2.69,2.24,2.43,3.01,3.45,0.42,1.6,0.86,5.25,1.56
4532603,42.3603213,-71.0669154,2.76,2.18,2.51,2.97,3.45,0.49,1.53,0.8,5.33,1.63
9169272,42.3603319,-71.0663751,2.74,2.29,2.48,3,3.42,0.46,1.5,0.77,5.29,1.61
6400348,42.3573724,-71.0705465,2.38,1.79,2.15,2.96,3.65,0.35,1.89,1.05,4.95,1.25
1648950,42.3602977,-71.0682455,2.69,2.11,2.44,2.9,3.51,0.55,1.6,0.87,5.26,1.56
13788865,42.3486464,-71.0827003,1.26,0.8,1.05,2.79,4.38,1.07,2.84,1.82,4.03,0.13
9857049,42.3580916,-71.0699764,2.43,1.87,2.18,2.92,3.67,0.38,1.86,1.07,5,1.3
14673441,42.3580158,-71.0685149,2.47,1.91,2.21,3.01,3.55,0.32,1.76,0.95,5.03,1.34
11906382,42.359726,-71.0644172,2.66,2.21,2.4,3.14,3.36,0.38,1.5,0.72,5.21,1.53
