listing_id,lat,lon,Isabella Stewart Gardner Museum,Fenway Park,MFA Boston,Harvard Square,Boston Harbor,Boston Common,Bunker Hill Monument,Faneuil Hall Marketplace,Arnold Arboretum,Skywalk Observatory
9858828,42.3638492,-71.0568285,3.18,2.73,2.92,3.53,2.97,0.88,1.02,0.44,5.68,2.05
14035943,42.3640516,-71.0528854,3.34,2.88,3.07,3.75,2.92,1.07,1.15,0.41,5.83,2.21
7582651,42.3654945,-71.055955,3.35,2.9,3.09,3.65,3.06,1.05,0.95,0.54,5.89,2.22
11924459,42.3661159,-71.0520183,3.51,3.05,3.24,3.86,3.07,1.21,1.18,0.56,6,2.38
766700,42.3664917,-71.0549537,3.42,2.97,3.16,3.74,3.14,1.12,0.98,0.61,5.96,2.29
13005579,42.3639617,-71.0542931,3.3,2.85,3.03,3.65,2.91,1,1.12,0.39,5.79,2.17
3434614,42.3654945,-71.055955,3.35,2.9,3.09,3.65,3.06,1.05,0.95,0.54,5.89,2.22
13573506,42.3654945,-71.055955,3.35,2.9,3.09,3.65,3.06,1.05,0.95,0.54,5.89,2.22
4518100,42.3663835,-71.0514259,3.55,3.1,3.28,3.94,3.05,1.25,1.18,0.54,6.04,2.42
4304969,42.3654945,-71.055955,3.35,2.9,3.09,3.65,3.06,1.05,0.95,0.54,5.89,2.22
2943804,42.3577878,-71.051285,3.08,2.63,2.79,3.81,2.58,0.93,1.55,0.32,5.55,1.95
11922134,42.3644449,-71.0568958,3.22,2.77,2.97,3.57,3.01,0.92,0.98,0.48,5.72,2.09
2043541,42.3663835,-71.0514259,3.55,3.1,3.28,3.94,3.05,1.25,1.18,0.54,6.04,2.42
2043529,42.3663835,-71.0514259,3.55,3.1,3.28,3.94,3.05,1.25,1.18,0.54,6.04,2.42
9750460,42.3638957,-71.0550166,3.28,2.82,3.03,3.62,2.91,0.97,1.09,0.39,5.79,2.15
2043261,42.3663835,-71.0514259,3.55,3.1,3.28,3.94,3.05,1.25,1.18,0.54,6.04,2.42
815639,42.3664917,-71.0549537,3.42,2.97,3.16,3.74,3.14,1.12,0.98,0.61,5.96,2.29
6089865,42.3664917,-71.0549537,3.42,2.97,3.16,3.74,3.14,1.12,0.98,0.61,5.96,2.29
2633478,42.3577878,-71.051285,3.08,2.63,2.79,3.81,2.58,0.93,1.55,0.32,5.55,1.95
7450348,42.3650544,-71.0567303,3.28,2.82,3.02,3.61,3.04,0.97,0.95,0.51,5.78,2.15
9841140,42.3650239,-71.0554801,3.31,2.85,3.05,3.65,3.02,1,1,0.49,5.85,2.18
13298108,42.3654945,-71.055955,3.35,2.9,3.09,3.65,3.06,1.05,0.95,0.54,5.89,2.22
4924910,42.3644449,-71.0568958,3.22,2.77,2.97,3.57,3.01,0.92,0.98,0.48,5.72,2.09
13642397,42.3673898,-71.0535212,3.52,3.07,3.26,3.82,3.19,1.21,1.06,0.68,6.08,2.39
14624254,42.3638957,-71.0550166,3.28,2.82,3.03,3.62,2.91,0.97,1.09,0.39,5.79,2.15
4580825,42.3640516,-71.0528854,3.34,2.88,3.07,3.75,2.92,1.07,1.15,0.41,5.83,2.21
10836881,42.3639617,-71.0542931,3.3,2.85,3.03,3.65,2.91,1,1.12,0.39,5.79,2.17
9610609,42.3663835,-71.0514259,3.55,3.1,3.28,3.94,3.05,1.25,1.18,0.54,6.04,2.42
3006311,42.3643384,-71.0522296,3.38,2.93,3.11,3.79,2.95,1.12,1.19,0.43,5.87,2.25
13414367,42.3654822,-71.0538146,3.44,2.99,3.17,3.79,3.05,1.14,1.08,0.53,5.93,2.31
8036024,42.3680133,-71.0593801,3.42,2.97,3.16,3.39,3.27,1.12,0.72,0.74,5.92,2.29
24240,42.3577878,-71.051285,3.08,2.63,2.79,3.81,2.58,0.93,1.55,0.32,5.55,1.95
12425501,42.3652995,-71.0574088,3.27,2.81,3.01,3.56,3.05,0.96,0.9,0.52,5.77,2.14
6939759,42.3623975,-71.0531638,3.31,2.85,3.04,3.72,2.77,1.04,1.23,0.25,5.8,2.18
3129309,42.3664917,-71.0549537,3.42,2.97,3.16,3.74,3.14,1.12,0.98,0.61,5.96,2.29
4350995,42.3652995,-71.0574088,3.27,2.81,3.01,3.56,3.05,0.96,0.9,0.52,5.77,2.14
6971836,42.3627663,-71.0519334,3.33,2.87,3.05,3.81,2.79,1.06,1.29,0.27,5.81,2.2
1220971,42.3639617,-71.0542931,3.3,2.85,3.03,3.65,2.91,1,1.12,0.39,5.79,2.17
3664031,42.3623975,-71.0531638,3.31,2.85,3.04,3.72,2.77,1.04,1.23,0.25,5.8,2.18
14215317,42.3652995,-71.0574088,3.27,2.81,3.01,3.56,3.05,0.96,0.9,0.52,5.77,2.14
4089940,42.3663835,-71.0514259,3.55,3.1,3.28,3.94,3.05,1.25,1.18,0.54,6.04,2.42
1615033,42.3664917,-71.0549537,3.42,2.97,3.16,3.74,3.14,1.12,0.98,0.61,5.96,2.29
11624428,42.3627663,-71.0519334,3.33,2.87,3.05,3.81,2.79,1.06,1.29,0.27,5.81,2.2
9331460,42.3623975,-71.0531638,3.31,2.85,3.04,3.72,2.77,1.04,1.23,0.25,5.8,2.18
9117009,42.3672196,-71.0546863,3.48,3.03,3.22,3.76,3.2,1.18,0.99,0.67,6.02,2.35
14572511,42.3650239,-71.0554801,3.31,2.85,3.05,3.65,3.02,1,1,0.49,5.85,2.18
220676,42.3672196,-71.0546863,3.48,3.03,3.22,3.76,3.2,1.18,0.99,0.67,6.02,2.35
891661,42.3627663,-71.0519334,3.33,2.87,3.05,3.81,2.79,1.06,1.29,0.27,5.81,2.2
14780436,42.3654945,-71.055955,3.35,2.9,3.09,3.65,3.06,1.05,0.95,0.54,5.89,2.22
5511911,42.3652995,-71.0574088,3.27,2.81,3.01,3.56,3.05,0.96,0.9,0.52,5.77,2.14
7036112,42.3639617,-71.0542931,3.3,2.85,3.03,3.65,2.91,1,1.12,0.39,5.79,2.17
14424224,42.3654945,-71.055955,3.35,2.9,3.09,3.65,3.06,1.05,0.95,0.54,5.89,2.22
14429876,42.3672196,-71.0546863,3.48,3.03,3.22,3.76,3.2,1.18,0.99,0.67,6.02,2.35
7018497,42.3668462,-71.0565094,3.42,2.96,3.16,3.67,3.17,1.11,0.9,0.64,5.92,2.29
14538087,42.366597,-71.053075,3.5,3.05,3.23,3.85,3.11,1.2,1.14,0.59,5.99,2.37
6134145,42.3639617,-71.0542931,3.3,2.85,3.03,3.65,2.91,1,1.12,0.39,5.79,2.17
8556025,42.3654945,-71.055955,3.35,2.9,3.09,3.65,3.06,1.05,0.95,0.54,5.89,2.22
5755910,42.3644449,-71.0568958,3.22,2.77,2.97,3.57,3.01,0.92,0.98,0.48,5.72,2.09
9425902,42.3627663,-71.0519334,3.33,2.87,3.05,3.81,2.79,1.06,1.29,0.27,5.81,2.2
12407753,42.3627663,-71.0519334,3.33,2.87,3.05,3.81,2.79,1.06,1.29,0.27,5.81,2.2
1758953,42.3673898,-71.0535212,3.52,3.07,3.26,3.82,3.19,1.21,1.06,0.68,6.08,2.39
1094599,42.3577878,-71.051285,3.08,2.63,2.79,3.81,2.58,0.93,1.55,0.32,5.55,1.95
14589695,42.3652995,-71.0574088,3.27,2.81,3.01,3.56,3.05,0.96,0.9,0.52,5.77,2.14
7181950,42.3630586,-71.0541051,3.25,2.79,2.98,3.67,2.83,0.98,1.16,0.31,5.73,2.12
6197950,42.3623975,-71.0531638,3.31,2.85,3.04,3.72,2.77,1.04,1.23,0.25,5.8,2.18
971393,42.3672196,-71.0546863,3.48,3.03,3.22,3.76,3.2,1.18,0.99,0.67,6.02,2.35
9344096,42.3639617,-71.0542931,3.3,2.85,3.03,3.65,2.91,1,1.12,0.39,5.79,2.17
7984226,42.3652995,-71.0574088,3.27,2.81,3.01,3.56,3.05,0.96,0.9,0.52,5.77,2.14
12784064,42.3654129,-71.0546621,3.41,2.96,3.19,3.78,3.06,1.11,1.08,0.54,5.95,2.28
8458210,42.3627663,-71.0519334,3.33,2.87,3.05,3.81,2.79,1.06,1.29,0.27,5.81,2.2
2183058,42.3655162,-71.0545389,3.4,2.95,3.18,3.77,3.05,1.1,1.07,0.53,5.94,2.27
4279959,42.3669506,-71.0561511,3.45,3,3.19,3.67,3.21,1.15,0.91,0.68,6.03,2.32
2657905,42.3624247,-71.0560145,3.16,2.71,2.89,3.51,2.84,0.86,1.14,0.3,5.65,2.03
4558443,42.3654945,-71.055955,3.35,2.9,3.09,3.65,3.06,1.05,0.95,0.54,5.89,2.22
4034018,42.3644449,-71.0568958,3.22,2.77,2.97,3.57,3.01,0.92,0.98,0.48,5.72,2.09
947751,42.3630586,-71.0541051,3.25,2.79,2.98,3.67,2.83,0.98,1.16,0.31,5.73,2.12
2658094,42.3624247,-71.0560145,3.16,2.71,2.89,3.51,2.84,0.86,1.14,0.3,5.65,2.03
11229070,42.3600825,-71.0588801,2.97,2.51,2.7,3.51,2.96,0.7,1.42,0.22,5.46,1.84
10997047,42.3669506,-71.0561511,3.45,3,3.19,3.67,3.21,1.15,0.91,0.68,6.03,2.32
3967611,42.3627663,-71.0519334,3.33,2.87,3.05,3.81,2.79,1.06,1.29,0.27,5.81,2.2
7080514,42.3652995,-71.0574088,3.27,2.81,3.01,3.56,3.05,0.96,0.9,0.52,5.77,2.14
12585455,42.3644449,-71.0568958,3.22,2.77,2.97,3.57,3.01,0.92,0.98,0.48,5.72,2.09
4573388,42.3640516,-71.0528854,3.34,2.88,3.07,3.75,2.92,1.07,1.15,0.41,5.83,2.21
9259184,42.3644449,-71.0568958,3.22,2.77,2.97,3.57,3.01,0.92,0.98,0.48,5.72,2.09
14239909,42.3644449,-71.0568958,3.22,2.77,2.97,3.57,3.01,0.92,0.98,0.48,5.72,2.09
8390793,42.3654231,-71.0549768,3.43,2.97,3.2,3.79,3.08,1.12,1.09,0.56,5.96,2.3
4573238,42.3640516,-71.0528854,3.34,2.88,3.07,3.75,2.92,1.07,1.15,0.41,5.83,2.21
9706199,42.3643384,-71.0522296,3.38,2.93,3.11,3.79,2.95,1.12,1.19,0.43,5.87,2.25
12683680,42.364044,-71.056469,3.22,2.77,2.96,3.57,2.98,0.92,1.02,0.45,5.72,2.09
8227206,42.3644449,-71.0568958,3.22,2.77,2.97,3.57,3.01,0.92,0.98,0.48,5.72,2.09
4573458,42.3640516,-71.0528854,3.34,2.88,3.07,3.75,2.92,1.07,1.15,0.41,5.83,2.21
369940,42.3655162,-71.0545389,3.4,2.95,3.18,3.77,3.05,1.1,1.07,0.53,5.94,2.27
1426754,42.3624247,-71.0560145,3.16,2.71,2.89,3.51,2.84,0.86,1.14,0.3,5.65,2.03
3032367,42.3643384,-71.0522296,3.38,2.93,3.11,3.79,2.95,1.12,1.19,0.43,5.87,2.25
6801288,42.3639617,-71.0542931,3.3,2.85,3.03,3.65,2.91,1,1.12,0.39,5.79,2.17
12306135,42.3627663,-71.0519334,3.33,2.87,3.05,3.81,2.79,1.06,1.29,0.27,5.81,2.2
10175033,42.3677388,-71.0565008,3.48,3.02,3.22,3.65,3.23,1.17,0.89,0.7,5.98,2.35
12599820,42.3662227,-71.0556036,3.41,2.96,3.15,3.71,3.12,1.11,0.97,0.6,5.95,2.28
5768195,42.3652995,-71.0574088,3.27,2.81,3.01,3.56,3.05,0.96,0.9,0.52,5.77,2.14
13140867,42.3654822,-71.0538146,3.44,2.99,3.17,3.79,3.05,1.14,1.08,0.53,5.93,2.31
11223924,42.3643384,-71.0522296,3.38,2.93,3.11,3.79,2.95,1.12,1.19,0.43,5.87,2.25
2376518,42.3638492,-71.0568285,3.18,2.73,2.92,3.53,2.97,0.88,1.02,0.44,5.68,2.05
14483758,42.3638492,-71.0568285,3.18,2.73,2.92,3.53,2.97,0.88,1.02,0.44,5.68,2.05
13074722,42.3652995,-71.0574088,3.27,2.81,3.01,3.56,3.05,0.96,0.9,0.52,5.77,2.14
4653267,42.3641667,-71.0546786,3.33,2.87,3.06,3.67,2.93,1.02,1.14,0.41,5.82,2.2
7454907,42.3654945,-71.055955,3.35,2.9,3.09,3.65,3.06,1.05,0.95,0.54,5.89,2.22
13258244,42.3165747,-71.090156,2.08,2.81,2.15,5.1,6.45,3.31,5.12,3.89,2.1,2.95
7273513,42.3269516,-71.0932111,1.15,1.88,1.21,4.17,5.96,2.78,4.51,3.4,2.41,2.16
12494334,42.2780636,-71.160213,5.96,6.42,6.23,8.34,11.23,7.92,9.71,8.67,3.29,7.14
8014642,42.2780636,-71.160213,5.96,6.42,6.23,8.34,11.23,7.92,9.71,8.67,3.29,7.14
13653233,42.3334924,-71.0913674,0.65,1.34,0.67,3.62,5.41,2.12,3.88,2.85,2.74,1.51
8238404,42.3301127,-71.0915948,0.93,1.67,0.98,3.96,5.73,2.55,4.28,3.17,2.55,1.9
7293671,42.3265233,-71.0773746,1.62,2.23,1.56,4.33,5.38,2.46,4.13,2.91,3.12,2.2
2473997,42.323798,-71.0787983,1.69,2.34,1.67,4.54,5.6,2.68,4.35,3.12,2.99,2.41
14300751,42.3265233,-71.0773746,1.62,2.23,1.56,4.33,5.38,2.46,4.13,2.91,3.12,2.2
14300921,42.3265233,-71.0773746,1.62,2.23,1.56,4.33,5.38,2.46,4.13,2.91,3.12,2.2
2260547,42.323798,-71.0787983,1.69,2.34,1.67,4.54,5.6,2.68,4.35,3.12,2.99,2.41
5506,42.329133,-71.0946362,0.95,1.68,1.02,3.98,5.85,2.56,4.32,3.29,2.39,1.97
2636365,42.3356705,-71.0828226,1.03,1.53,0.92,3.52,5.1,1.9,3.63,2.52,3.24,1.38
1884045,42.323798,-71.0787983,1.69,2.34,1.67,4.54,5.6,2.68,4.35,3.12,2.99,2.41
5717690,42.340922,-71.0773107,1.38,1.29,1.1,3.28,4.55,1.35,3.08,1.97,3.62,0.98
10190260,42.3340029,-71.0784363,1.34,1.71,1.22,3.7,4.94,1.83,3.61,2.39,3.3,1.56
6765855,42.3269516,-71.0932111,1.15,1.88,1.21,4.17,5.96,2.78,4.51,3.4,2.41,2.16
1342370,42.3363979,-71.0781182,1.36,1.48,1.1,3.46,4.79,1.64,3.37,2.23,3.41,1.32
349347,42.340922,-71.0773107,1.38,1.29,1.1,3.28,4.55,1.35,3.08,1.97,3.62,0.98
8469464,42.3269661,-71.0822311,1.4,2.03,1.36,4.29,5.46,2.42,4.17,2.98,2.87,2.15
801722,42.329133,-71.0946362,0.95,1.68,1.02,3.98,5.85,2.56,4.32,3.29,2.39,1.97
2260501,42.323798,-71.0787983,1.69,2.34,1.67,4.54,5.6,2.68,4.35,3.12,2.99,2.41
801680,42.329133,-71.0946362,0.95,1.68,1.02,3.98,5.85,2.56,4.32,3.29,2.39,1.97
1175376,42.3363979,-71.0781182,1.36,1.48,1.1,3.46,4.79,1.64,3.37,2.23,3.41,1.32
6093430,42.3415954,-71.0804424,1.21,1.19,0.95,3.19,4.6,1.31,3.06,2.04,3.56,0.95
14756269,42.3315572,-71.0801159,1.27,1.8,1.21,3.95,5.05,2.07,3.76,2.57,3.11,1.82
12351909,42.2780636,-71.160213,5.96,6.42,6.23,8.34,11.23,7.92,9.71,8.67,3.29,7.14
1374466,42.3252931,-71.0887682,1.42,2.09,1.42,4.37,5.73,2.59,4.39,3.17,2.45,2.23
1374434,42.3252931,-71.0887682,1.42,2.09,1.42,4.37,5.73,2.59,4.39,3.17,2.45,2.23
14742564,42.3258845,-71.078188,1.65,2.25,1.59,4.35,5.41,2.49,4.16,2.94,3.06,2.22
12368082,42.3171436,-71.0949361,1.86,2.59,1.93,4.88,6.46,3.32,5.12,3.9,1.83,2.88
276450,42.340922,-71.0773107,1.38,1.29,1.1,3.28,4.55,1.35,3.08,1.97,3.62,0.98
3602379,42.329133,-71.0946362,0.95,1.68,1.02,3.98,5.85,2.56,4.32,3.29,2.39,1.97
14907062,42.3469184,-71.0875376,0.97,0.55,0.75,2.54,4.68,1.37,3.09,2.12,3.74,0.43
8402408,42.3369044,-71.0773971,1.41,1.44,1.14,3.44,4.74,1.59,3.32,2.18,3.46,1.29
6780313,42.3367834,-71.0837392,1,1.44,0.88,3.43,5.01,1.81,3.54,2.43,3.24,1.29
8238311,42.3301127,-71.0915948,0.93,1.67,0.98,3.96,5.73,2.55,4.28,3.17,2.55,1.9
13513696,42.3369044,-71.0773971,1.41,1.44,1.14,3.44,4.74,1.59,3.32,2.18,3.46,1.29
4568116,42.3281574,-71.0926176,1.05,1.79,1.12,4.08,5.86,2.68,4.41,3.3,2.5,2.07
11300899,42.3363979,-71.0781182,1.36,1.48,1.1,3.46,4.79,1.64,3.37,2.23,3.41,1.32
6780300,42.3367834,-71.0837392,1,1.44,0.88,3.43,5.01,1.81,3.54,2.43,3.24,1.29
14668441,42.326097,-71.0953117,1.14,1.88,1.21,4.17,6.1,2.81,4.57,3.54,2.4,2.16
14813006,42.3245342,-71.0950894,1.28,2.01,1.34,4.3,6.17,2.94,4.7,3.61,2.44,2.29
8172380,42.3301127,-71.0915948,0.93,1.67,0.98,3.96,5.73,2.55,4.28,3.17,2.55,1.9
13054720,42.3356914,-71.0838132,1,1.55,0.88,3.53,5.11,1.92,3.65,2.54,3.24,1.39
11907764,42.3221428,-71.0691366,2.18,2.72,2.13,4.71,5.7,2.85,4.45,3.23,3.54,2.57
8319253,42.3160045,-71.0729626,2.43,3.08,2.42,5.14,6.13,3.26,4.88,3.65,3.29,3.01
60029,42.3252931,-71.0887682,1.42,2.09,1.42,4.37,5.73,2.59,4.39,3.17,2.45,2.23
1403408,42.3252931,-71.0887682,1.42,2.09,1.42,4.37,5.73,2.59,4.39,3.17,2.45,2.23
9614024,42.3369044,-71.0773971,1.41,1.44,1.14,3.44,4.74,1.59,3.32,2.18,3.46,1.29
14414473,42.3264179,-71.0931031,1.19,1.93,1.26,4.22,5.98,2.8,4.53,3.42,2.46,2.19
12627225,42.3198747,-71.0764501,2.1,2.75,2.08,4.84,5.83,2.96,4.58,3.35,3.14,2.71
8153848,42.3301127,-71.0915948,0.93,1.67,0.98,3.96,5.73,2.55,4.28,3.17,2.55,1.9
4205641,42.3363979,-71.0781182,1.36,1.48,1.1,3.46,4.79,1.64,3.37,2.23,3.41,1.32
9415712,42.3315572,-71.0801159,1.27,1.8,1.21,3.95,5.05,2.07,3.76,2.57,3.11,1.82
9694218,42.326097,-71.0953117,1.14,1.88,1.21,4.17,6.1,2.81,4.57,3.54,2.4,2.16
12857811,42.3198747,-71.0764501,2.1,2.75,2.08,4.84,5.83,2.96,4.58,3.35,3.14,2.71
6080461,42.329133,-71.0946362,0.95,1.68,1.02,3.98,5.85,2.56,4.32,3.29,2.39,1.97
13298137,42.3171997,-71.0801647,2.06,2.72,2.05,4.97,6.14,3.11,4.85,3.67,2.81,2.84
14428517,42.3243574,-71.080882,1.64,2.3,1.63,4.55,5.64,2.69,4.39,3.17,2.81,2.42
13379155,42.329242,-71.095479,0.94,1.67,1.01,3.96,5.84,2.55,4.31,3.28,2.4,1.96
10249798,42.3121822,-71.0661518,2.97,3.56,2.91,5.54,6.22,3.58,5.15,3.92,3.51,3.41
7825327,42.3334924,-71.0913674,0.65,1.34,0.67,3.62,5.41,2.12,3.88,2.85,2.74,1.51
12756776,42.2780636,-71.160213,5.96,6.42,6.23,8.34,11.23,7.92,9.71,8.67,3.29,7.14
1550047,42.3363979,-71.0781182,1.36,1.48,1.1,3.46,4.79,1.64,3.37,2.23,3.41,1.32
5269216,42.3363979,-71.0781182,1.36,1.48,1.1,3.46,4.79,1.64,3.37,2.23,3.41,1.32
9166393,42.2780636,-71.160213,5.96,6.42,6.23,8.34,11.23,7.92,9.71,8.67,3.29,7.14
11656698,42.3231285,-71.0953655,1.4,2.13,1.47,4.43,6.2,3.05,4.87,3.64,2.16,2.42
9362821,42.3383982,-71.0819505,1.08,1.25,0.81,3.29,4.84,1.64,3.38,2.27,3.33,1.15
1850260,42.323798,-71.0787983,1.69,2.34,1.67,4.54,5.6,2.68,4.35,3.12,2.99,2.41
6645010,42.3126181,-71.0899224,2.3,3.03,2.36,5.32,6.54,3.48,5.26,4.03,2.06,3.21
13214949,42.323578,-71.085553,1.58,2.25,1.59,4.53,5.72,2.67,4.45,3.22,2.56,2.39
14428745,42.3243574,-71.080882,1.64,2.3,1.63,4.55,5.64,2.69,4.39,3.17,2.81,2.42
2892825,42.3101528,-71.0847585,2.62,3.29,2.63,5.56,6.67,3.7,5.42,4.2,2.31,3.43
8371203,42.3160045,-71.0729626,2.43,3.08,2.42,5.14,6.13,3.26,4.88,3.65,3.29,3.01
5317935,42.3264179,-71.0931031,1.19,1.93,1.26,4.22,5.98,2.8,4.53,3.42,2.46,2.19
14110777,42.3171748,-71.089796,2.03,2.77,2.1,5.06,6.41,3.27,5.07,3.85,2.15,2.91
6939454,42.323798,-71.0787983,1.69,2.34,1.67,4.54,5.6,2.68,4.35,3.12,2.99,2.41
7724412,42.3363979,-71.0781182,1.36,1.48,1.1,3.46,4.79,1.64,3.37,2.23,3.41,1.32
176006,42.3121061,-71.0706266,2.78,3.43,2.77,5.53,6.33,3.65,5.26,4.03,3.29,3.4
7281884,42.3128447,-71.0825203,2.38,3.03,2.36,5.3,6.47,3.43,5.18,3.99,2.51,3.17
13796564,42.323616,-71.0810675,1.67,2.32,1.66,4.58,5.66,2.72,4.41,3.19,2.84,2.45
3727560,42.3247146,-71.0746693,1.8,2.41,1.74,4.41,5.4,2.54,4.15,2.93,3.23,2.28
10247000,42.3320768,-71.0756032,1.45,1.87,1.35,3.86,4.87,1.99,3.62,2.4,3.36,1.72
13753007,42.3269516,-71.0932111,1.15,1.88,1.21,4.17,5.96,2.78,4.51,3.4,2.41,2.16
11639480,42.3086228,-71.0859186,2.64,3.37,2.72,5.66,6.81,3.8,5.56,4.34,2.22,3.53
6695,42.329133,-71.0946362,0.95,1.68,1.02,3.98,5.85,2.56,4.32,3.29,2.39,1.97
10787333,42.3286311,-71.0936838,1.09,1.82,1.15,4.11,5.99,2.7,4.54,3.43,2.45,2.1
13261006,42.3363979,-71.0781182,1.36,1.48,1.1,3.46,4.79,1.64,3.37,2.23,3.41,1.32
5970118,42.3415954,-71.0804424,1.21,1.19,0.95,3.19,4.6,1.31,3.06,2.04,3.56,0.95
14473053,42.3334924,-71.0913674,0.65,1.34,0.67,3.62,5.41,2.12,3.88,2.85,2.74,1.51
4593974,42.3171997,-71.0801647,2.06,2.72,2.05,4.97,6.14,3.11,4.85,3.67,2.81,2.84
3343428,42.3281574,-71.0926176,1.05,1.79,1.12,4.08,5.86,2.68,4.41,3.3,2.5,2.07
6576530,42.3101528,-71.0847585,2.62,3.29,2.63,5.56,6.67,3.7,5.42,4.2,2.31,3.43
12463075,42.323798,-71.0787983,1.69,2.34,1.67,4.54,5.6,2.68,4.35,3.12,2.99,2.41
3888360,42.3265934,-71.0888658,1.28,2.01,1.39,4.31,5.7,2.56,4.36,3.14,2.56,2.2
4560053,42.3269516,-71.0932111,1.15,1.88,1.21,4.17,5.96,2.78,4.51,3.4,2.41,2.16
14426987,42.3273037,-71.0916116,1.18,1.91,1.23,4.21,5.86,2.66,4.4,3.3,2.54,2.15
13653016,42.3334924,-71.0913674,0.65,1.34,0.67,3.62,5.41,2.12,3.88,2.85,2.74,1.51
5526514,42.329133,-71.0946362,0.95,1.68,1.02,3.98,5.85,2.56,4.32,3.29,2.39,1.97
1602491,42.323798,-71.0787983,1.69,2.34,1.67,4.54,5.6,2.68,4.35,3.12,2.99,2.41
14472812,42.3334924,-71.0913674,0.65,1.34,0.67,3.62,5.41,2.12,3.88,2.85,2.74,1.51
169430,42.3204919,-71.0901513,1.85,2.58,1.93,4.88,6.24,3.1,4.9,3.68,2.26,2.74
8420883,42.3258845,-71.078188,1.65,2.25,1.59,4.35,5.41,2.49,4.16,2.94,3.06,2.22
13652639,42.3334924,-71.0913674,0.65,1.34,0.67,3.62,5.41,2.12,3.88,2.85,2.74,1.51
5940069,42.3415954,-71.0804424,1.21,1.19,0.95,3.19,4.6,1.31,3.06,2.04,3.56,0.95
8228903,42.3301127,-71.0915948,0.93,1.67,0.98,3.96,5.73,2.55,4.28,3.17,2.55,1.9
8310807,42.3301127,-71.0915948,0.93,1.67,0.98,3.96,5.73,2.55,4.28,3.17,2.55,1.9
9834532,42.3313396,-71.0954951,0.67,1.4,0.74,3.69,5.68,2.38,4.14,3.12,2.54,1.68
4460532,42.3281574,-71.0926176,1.05,1.79,1.12,4.08,5.86,2.68,4.41,3.3,2.5,2.07
11948017,42.2922664,-71.0954982,4.05,4.78,4.12,7,8,5.1,6.75,5.52,2.36,4.83
4263736,42.3281574,-71.0926176,1.05,1.79,1.12,4.08,5.86,2.68,4.41,3.3,2.5,2.07
69369,42.3252931,-71.0887682,1.42,2.09,1.42,4.37,5.73,2.59,4.39,3.17,2.45,2.23
13077603,42.3165747,-71.090156,2.08,2.81,2.15,5.1,6.45,3.31,5.12,3.89,2.1,2.95
8735827,42.3281574,-71.0926176,1.05,1.79,1.12,4.08,5.86,2.68,4.41,3.3,2.5,2.07
13978700,42.3101528,-71.0847585,2.62,3.29,2.63,5.56,6.67,3.7,5.42,4.2,2.31,3.43
8703026,42.2780636,-71.160213,5.96,6.42,6.23,8.34,11.23,7.92,9.71,8.67,3.29,7.14
12504504,42.3245342,-71.0950894,1.28,2.01,1.34,4.3,6.17,2.94,4.7,3.61,2.44,2.29
14855404,42.3369044,-71.0773971,1.41,1.44,1.14,3.44,4.74,1.59,3.32,2.18,3.46,1.29
658029,42.340922,-71.0773107,1.38,1.29,1.1,3.28,4.55,1.35,3.08,1.97,3.62,0.98
13918656,42.3334924,-71.0913674,0.65,1.34,0.67,3.62,5.41,2.12,3.88,2.85,2.74,1.51
6709682,42.3367834,-71.0837392,1,1.44,0.88,3.43,5.01,1.81,3.54,2.43,3.24,1.29
4615251,42.3415954,-71.0804424,1.21,1.19,0.95,3.19,4.6,1.31,3.06,2.04,3.56,0.95
3656168,42.3171997,-71.0801647,2.06,2.72,2.05,4.97,6.14,3.11,4.85,3.67,2.81,2.84
7784616,42.3356705,-71.0828226,1.03,1.53,0.92,3.52,5.1,1.9,3.63,2.52,3.24,1.38
7618925,42.3281574,-71.0926176,1.05,1.79,1.12,4.08,5.86,2.68,4.41,3.3,2.5,2.07
13549924,42.3369044,-71.0773971,1.41,1.44,1.14,3.44,4.74,1.59,3.32,2.18,3.46,1.29
8734707,42.3281574,-71.0926176,1.05,1.79,1.12,4.08,5.86,2.68,4.41,3.3,2.5,2.07
5146580,42.323798,-71.0787983,1.69,2.34,1.67,4.54,5.6,2.68,4.35,3.12,2.99,2.41
8815738,42.3281574,-71.0926176,1.05,1.79,1.12,4.08,5.86,2.68,4.41,3.3,2.5,2.07
13735741,42.3089678,-71.0844705,2.72,3.37,2.7,5.63,6.68,3.76,5.43,4.21,2.32,3.5
8495348,42.3160045,-71.0729626,2.43,3.08,2.42,5.14,6.13,3.26,4.88,3.65,3.29,3.01
14418787,42.3243574,-71.080882,1.64,2.3,1.63,4.55,5.64,2.69,4.39,3.17,2.81,2.42
7161203,42.3171997,-71.0801647,2.06,2.72,2.05,4.97,6.14,3.11,4.85,3.67,2.81,2.84
5146447,42.323798,-71.0787983,1.69,2.34,1.67,4.54,5.6,2.68,4.35,3.12,2.99,2.41
5146451,42.323798,-71.0787983,1.69,2.34,1.67,4.54,5.6,2.68,4.35,3.12,2.99,2.41
1197857,42.340922,-71.0773107,1.38,1.29,1.1,3.28,4.55,1.35,3.08,1.97,3.62,0.98
13797162,42.3223328,-71.0785158,1.84,2.5,1.83,4.69,5.68,2.82,4.43,3.21,3.01,2.56
9961767,42.3369044,-71.0773971,1.41,1.44,1.14,3.44,4.74,1.59,3.32,2.18,3.46,1.29
