listing_id,lat,lon,price,beds,price_bed,neighbourhood,property_type,room_type,accommodates
5768195,42.3652995,-71.0574088,$175.00,1,175,North End,Apartment,Private room,2
13140867,42.3654822,-71.0538146,$200.00,1,200,North End,Apartment,Entire home/apt,2
11223924,42.3643384,-71.0522296,$195.00,1,195,North End,Apartment,Entire home/apt,4
2376518,42.3638492,-71.0568285,$235.00,2,117.5,North End,Apartment,Entire home/apt,4
14483758,42.3638492,-71.0568285,$195.00,2,97.5,North End,Apartment,Entire home/apt,3
13074722,42.3652995,-71.0574088,$150.00,1,150,North End,Loft,Entire home/apt,2
4653267,42.3641667,-71.0546786,$235.00,2,117.5,North End,Apartment,Entire home/apt,4
7454907,42.3654945,-71.055955,$185.00,2,92.5,North End,Apartment,Entire home/apt,4
13258244,42.3165747,-71.090156,$35.00,1,35,Roxbury,Apartment,Private room,1
7273513,42.3269516,-71.0932111,$139.00,1,139,Roxbury,Condominium,Entire home/apt,3
12494334,42.2780636,-71.160213,$145.00,1,145,Roxbury,Apartment,Entire home/apt,2
8014642,42.2780636,-71.160213,$79.00,1,79,Roxbury,House,Private room,2
13653233,42.3334924,-71.0913674,$209.00,3,69.6666666666667,Roxbury,Apartment,Entire home/apt,6
8238404,42.3301127,-71.0915948,$99.00,1,99,Roxbury,House,Private room,2
7293671,42.3265233,-71.0773746,$90.00,1,90,Roxbury,House,Private room,2
2473997,42.323798,-71.0787983,$79.00,2,39.5,Roxbury,House,Private room,5
14300751,42.3265233,-71.0773746,$22.00,1,22,Roxbury,House,Shared room,1
14300921,42.3265233,-71.0773746,$41.00,1,41,Roxbury,Apartment,Shared room,2
2260547,42.323798,-71.0787983,$100.00,2,50,Roxbury,House,Shared room,2
5506,42.329133,-71.0946362,$145.00,1,145,Roxbury,House,Private room,2
2636365,42.3356705,-71.0828226,$132.00,1,132,Roxbury,Apartment,Private room,2
1884045,42.323798,-71.0787983,$65.00,2,32.5,Roxbury,Bed & Breakfast,Private room,2
5717690,42.340922,-71.0773107,$167.00,2,83.5,Roxbury,Apartment,Entire home/apt,4
10190260,42.3340029,-71.0784363,$75.00,1,75,Roxbury,Condominium,Private room,1
6765855,42.3269516,-71.0932111,$80.00,1,80,Roxbury,Apartment,Private room,2
1342370,42.3363979,-71.0781182,$265.00,3,88.3333333333333,Roxbury,Apartment,Entire home/apt,6
349347,42.340922,-71.0773107,$150.00,2,75,Roxbury,Apartment,Entire home/apt,4
8469464,42.3269661,-71.0822311,$59.00,1,59,Roxbury,House,Private room,2
801722,42.329133,-71.0946362,$165.00,1,165,Roxbury,House,Private room,2
2260501,42.323798,-71.0787983,$100.00,2,50,Roxbury,Entire Floor,Private room,2
801680,42.329133,-71.0946362,$195.00,1,195,Roxbury,Apartment,Entire home/apt,4
1175376,42.3363979,-71.0781182,$275.00,2,137.5,Roxbury,Apartment,Entire home/apt,6
6093430,42.3415954,-71.0804424,"$1,400.00",1,1400,Roxbury,Apartment,Private room,2
14756269,42.3315572,-71.0801159,$225.00,2,112.5,Roxbury,Apartment,Entire home/apt,5
12351909,42.2780636,-71.160213,$109.00,1,109,Roxbury,Apartment,Entire home/apt,4
1374466,42.3252931,-71.0887682,$85.00,1,85,Roxbury,Apartment,Private room,1
1374434,42.3252931,-71.0887682,$75.00,1,75,Roxbury,Apartment,Private room,1
14742564,42.3258845,-71.078188,$75.00,1,75,Roxbury,House,Private room,2
12368082,42.3171436,-71.0949361,$65.00,1,65,Roxbury,House,Private room,1
276450,42.340922,-71.0773107,$167.00,1,167,Roxbury,Apartment,Entire home/apt,4
3602379,42.329133,-71.0946362,$159.00,2,79.5,Roxbury,Apartment,Entire home/apt,4
14907062,42.3469184,-71.0875376,$190.00,1,190,Roxbury,Apartment,Entire home/apt,2
8402408,42.3369044,-71.0773971,$95.00,1,95,Roxbury,Apartment,Private room,2
6780313,42.3367834,-71.0837392,$65.00,1,65,Roxbury,Apartment,Private room,2
8238311,42.3301127,-71.0915948,$99.00,2,49.5,Roxbury,House,Private room,2
13513696,42.3369044,-71.0773971,$148.00,2,74,Roxbury,Apartment,Entire home/apt,4
4568116,42.3281574,-71.0926176,$135.00,1,135,Roxbury,Apartment,Entire home/apt,2
11300899,42.3363979,-71.0781182,$100.00,2,50,Roxbury,Condominium,Entire home/apt,2
6780300,42.3367834,-71.0837392,$65.00,1,65,Roxbury,Apartment,Private room,2
14668441,42.326097,-71.0953117,$140.00,2,70,Roxbury,Condominium,Entire home/apt,4
14813006,42.3245342,-71.0950894,$536.00,9,59.5555555555556,Roxbury,Apartment,Entire home/apt,14
8172380,42.3301127,-71.0915948,$99.00,1,99,Roxbury,House,Private room,2
13054720,42.3356914,-71.0838132,$135.00,1,135,Roxbury,Apartment,Entire home/apt,2
11907764,42.3221428,-71.0691366,$89.00,2,44.5,Roxbury,House,Private room,4
8319253,42.3160045,-71.0729626,$100.00,1,100,Roxbury,Apartment,Private room,2
60029,42.3252931,-71.0887682,$75.00,1,75,Roxbury,Apartment,Private room,1
1403408,42.3252931,-71.0887682,$90.00,1,90,Roxbury,Apartment,Private room,2
9614024,42.3369044,-71.0773971,$94.00,1,94,Roxbury,Apartment,Entire home/apt,2
14414473,42.3264179,-71.0931031,$125.00,1,125,Roxbury,Apartment,Entire home/apt,2
12627225,42.3198747,-71.0764501,$60.00,,,Roxbury,Bed & Breakfast,Private room,2
8153848,42.3301127,-71.0915948,$99.00,2,49.5,Roxbury,House,Private room,2
4205641,42.3363979,-71.0781182,$100.00,2,50,Roxbury,Apartment,Entire home/apt,4
9415712,42.3315572,-71.0801159,$92.00,1,92,Roxbury,Apartment,Private room,2
9694218,42.326097,-71.0953117,$100.00,1,100,Roxbury,Apartment,Entire home/apt,4
12857811,42.3198747,-71.0764501,$60.00,,,Roxbury,House,Private room,2
6080461,42.329133,-71.0946362,$170.00,2,85,Roxbury,Apartment,Entire home/apt,4
13298137,42.3171997,-71.0801647,$33.00,1,33,Roxbury,Apartment,Private room,1
14428517,42.3243574,-71.080882,$75.00,1,75,Roxbury,Apartment,Private room,2
13379155,42.329242,-71.095479,$52.00,1,52,Roxbury,Apartment,Private room,1
10249798,42.3121822,-71.0661518,$78.00,1,78,Roxbury,House,Private room,1
7825327,42.3334924,-71.0913674,$350.00,5,70,Roxbury,Apartment,Entire home/apt,8
12756776,42.2780636,-71.160213,$236.00,4,59,Roxbury,Apartment,Entire home/apt,8
1550047,42.3363979,-71.0781182,$330.00,3,110,Roxbury,Apartment,Entire home/apt,7
5269216,42.3363979,-71.0781182,$300.00,3,100,Roxbury,Apartment,Entire home/apt,6
9166393,42.2780636,-71.160213,$60.00,1,60,Roxbury,House,Private room,2
11656698,42.3231285,-71.0953655,$150.00,2,75,Roxbury,House,Entire home/apt,4
9362821,42.3383982,-71.0819505,$83.00,1,83,Roxbury,Townhouse,Private room,2
1850260,42.323798,-71.0787983,$65.00,1,65,Roxbury,Bed & Breakfast,Private room,4
6645010,42.3126181,-71.0899224,$55.00,2,27.5,Roxbury,Apartment,Private room,2
13214949,42.323578,-71.085553,$120.00,2,60,Roxbury,House,Entire home/apt,6
14428745,42.3243574,-71.080882,$120.00,5,24,Roxbury,Apartment,Entire home/apt,6
2892825,42.3101528,-71.0847585,$450.00,5,90,Roxbury,House,Entire home/apt,10
8371203,42.3160045,-71.0729626,$90.00,1,90,Roxbury,Apartment,Private room,1
5317935,42.3264179,-71.0931031,$350.00,4,87.5,Roxbury,House,Entire home/apt,8
14110777,42.3171748,-71.089796,$45.00,1,45,Roxbury,Apartment,Private room,2
6939454,42.323798,-71.0787983,$179.00,2,89.5,Roxbury,Apartment,Entire home/apt,8
7724412,42.3363979,-71.0781182,$130.00,1,130,Roxbury,Apartment,Private room,2
176006,42.3121061,-71.0706266,$60.00,1,60,Roxbury,House,Private room,2
7281884,42.3128447,-71.0825203,$110.00,1,110,Roxbury,House,Entire home/apt,2
13796564,42.323616,-71.0810675,$75.00,1,75,Roxbury,House,Private room,2
3727560,42.3247146,-71.0746693,$120.00,3,40,Roxbury,House,Private room,2
10247000,42.3320768,-71.0756032,$60.00,1,60,Roxbury,Apartment,Private room,2
13753007,42.3269516,-71.0932111,$55.00,1,55,Roxbury,Apartment,Private room,1
11639480,42.3086228,-71.0859186,$49.00,1,49,Roxbury,House,Private room,1
6695,42.329133,-71.0946362,$195.00,2,97.5,Roxbury,Apartment,Entire home/apt,4
10787333,42.3286311,-71.0936838,$114.00,1,114,Roxbury,Apartment,Entire home/apt,2
13261006,42.3363979,-71.0781182,$75.00,1,75,Roxbury,Apartment,Private room,2
5970118,42.3415954,-71.0804424,$150.00,1,150,Roxbury,House,Private room,2
14473053,42.3334924,-71.0913674,$209.00,2,104.5,Roxbury,Apartment,Entire home/apt,4
4593974,42.3171997,-71.0801647,$39.00,1,39,Roxbury,Apartment,Private room,1
3343428,42.3281574,-71.0926176,$95.00,1,95,Roxbury,Apartment,Private room,2
6576530,42.3101528,-71.0847585,$450.00,8,56.25,Roxbury,House,Entire home/apt,8
12463075,42.323798,-71.0787983,$64.00,2,32,Roxbury,House,Private room,2
3888360,42.3265934,-71.0888658,$269.00,4,67.25,Roxbury,Apartment,Entire home/apt,10
4560053,42.3269516,-71.0932111,$250.00,3,83.3333333333333,Roxbury,Apartment,Entire home/apt,6
14426987,42.3273037,-71.0916116,$120.00,3,40,Roxbury,Apartment,Private room,4
13653016,42.3334924,-71.0913674,$229.00,2,114.5,Roxbury,Apartment,Entire home/apt,4
5526514,42.329133,-71.0946362,$175.00,2,87.5,Roxbury,Apartment,Entire home/apt,4
1602491,42.323798,-71.0787983,$70.00,1,70,Roxbury,House,Private room,2
14472812,42.3334924,-71.0913674,$169.00,2,84.5,Roxbury,Apartment,Entire home/apt,4
169430,42.3204919,-71.0901513,$150.00,6,25,Roxbury,House,Entire home/apt,10
8420883,42.3258845,-71.078188,$75.00,3,25,Roxbury,House,Private room,3
13652639,42.3334924,-71.0913674,$229.00,3,76.3333333333333,Roxbury,Apartment,Entire home/apt,6
5940069,42.3415954,-71.0804424,$450.00,3,150,Roxbury,House,Entire home/apt,6
8228903,42.3301127,-71.0915948,$99.00,1,99,Roxbury,House,Private room,2
8310807,42.3301127,-71.0915948,$99.00,1,99,Roxbury,House,Private room,1
9834532,42.3313396,-71.0954951,$250.00,3,83.3333333333333,Roxbury,House,Entire home/apt,6
4460532,42.3281574,-71.0926176,$92.00,1,92,Roxbury,Apartment,Private room,1
11948017,42.2922664,-71.0954982,$99.00,1,99,Roxbury,Loft,Shared room,2
4263736,42.3281574,-71.0926176,$125.00,1,125,Roxbury,Apartment,Private room,2
69369,42.3252931,-71.0887682,$85.00,1,85,Roxbury,Apartment,Private room,2
13077603,42.3165747,-71.090156,$35.00,1,35,Roxbury,Apartment,Private room,1
8735827,42.3281574,-71.0926176,$90.00,1,90,Roxbury,Townhouse,Private room,2
13978700,42.3101528,-71.0847585,$450.00,3,150,Roxbury,Apartment,Entire home/apt,10
8703026,42.2780636,-71.160213,$35.00,1,35,Roxbury,Apartment,Shared room,1
12504504,42.3245342,-71.0950894,$100.00,1,100,Roxbury,Apartment,Private room,1
14855404,42.3369044,-71.0773971,$52.00,1,52,Roxbury,Apartment,Private room,1
658029,42.340922,-71.0773107,$163.00,1,163,Roxbury,Apartment,Entire home/apt,4
13918656,42.3334924,-71.0913674,$650.00,3,216.666666666667,Roxbury,Apartment,Entire home/apt,7
6709682,42.3367834,-71.0837392,$65.00,1,65,Roxbury,Apartment,Private room,2
4615251,42.3415954,-71.0804424,$83.00,1,83,Roxbury,Apartment,Private room,1
3656168,42.3171997,-71.0801647,$40.00,1,40,Roxbury,Apartment,Private room,1
7784616,42.3356705,-71.0828226,$50.00,1,50,Roxbury,Apartment,Private room,1
7618925,42.3281574,-71.0926176,$625.00,5,125,Roxbury,Apartment,Entire home/apt,8
13549924,42.3369044,-71.0773971,$200.00,2,100,Roxbury,Apartment,Entire home/apt,4
8734707,42.3281574,-71.0926176,$90.00,1,90,Roxbury,Apartment,Private room,2
5146580,42.323798,-71.0787983,$65.00,1,65,Roxbury,Apartment,Private room,2
8815738,42.3281574,-71.0926176,$300.00,2,150,Roxbury,Apartment,Entire home/apt,4
13735741,42.3089678,-71.0844705,$50.00,1,50,Roxbury,Apartment,Private room,2
8495348,42.3160045,-71.0729626,$100.00,1,100,Roxbury,House,Private room,2
14418787,42.3243574,-71.080882,$75.00,3,25,Roxbury,Apartment,Private room,3
7161203,42.3171997,-71.0801647,$35.00,1,35,Roxbury,Apartment,Private room,1
5146447,42.323798,-71.0787983,$63.00,1,63,Roxbury,Apartment,Private room,2
5146451,42.323798,-71.0787983,$63.00,1,63,Roxbury,Apartment,Private room,2
1197857,42.340922,-71.0773107,$167.00,2,83.5,Roxbury,Apartment,Entire home/apt,4
13797162,42.3223328,-71.0785158,$150.00,1,150,Roxbury,Apartment,Entire home/apt,2
9961767,42.3369044,-71.0773971,$150.00,1,150,Roxbury,Apartment,Entire home/apt,2
163941,42.2780636,-71.160213,$225.00,3,75,Roxbury,Apartment,Entire home/apt,6
11011124,42.340922,-71.0773107,$50.00,1,50,Roxbury,Apartment,Private room,1
12796808,42.2780636,-71.160213,$53.00,,,Roxbury,Apartment,Private room,1
4555637,42.3281574,-71.0926176,$81.00,1,81,Roxbury,Apartment,Private room,1
1638584,42.326097,-71.0953117,$79.00,1,79,Roxbury,Apartment,Private room,1
9896359,42.3444775,-71.0738024,$195.00,1,195,South End,Apartment,Entire home/apt,2
5885130,42.3385143,-71.0762779,$295.00,1,295,South End,Apartment,Entire home/apt,2
6068207,42.346402,-71.0766697,$120.00,1,120,South End,Apartment,Private room,2
11213228,42.3371651,-71.0683402,$200.00,5,40,South End,Apartment,Entire home/apt,7
2301709,42.336127,-71.0752762,$250.00,2,125,South End,Apartment,Entire home/apt,6
1077105,42.340922,-71.0773107,$176.00,1,176,South End,Apartment,Entire home/apt,2
1183032,42.340922,-71.0773107,$150.00,1,150,South End,Apartment,Entire home/apt,2
9765,42.3415954,-71.0804424,$229.00,1,229,South End,Apartment,Entire home/apt,2
9870,42.3432702,-71.0784884,$279.00,1,279,South End,Apartment,Entire home/apt,2
27141,42.3415954,-71.0804424,$279.00,1,279,South End,Apartment,Entire home/apt,2
650956,42.3456679,-71.072746,$290.00,3,96.6666666666667,South End,Apartment,Entire home/apt,6
1044307,42.3415954,-71.0804424,$275.00,1,275,South End,Apartment,Entire home/apt,2
11856912,42.3383079,-71.0709452,$185.00,2,92.5,South End,Apartment,Entire home/apt,4
6992859,42.3467364,-71.0718314,$399.00,1,399,South End,Apartment,Entire home/apt,4
3969526,42.3366634,-71.0748746,$255.00,2,127.5,South End,Apartment,Entire home/apt,4
1166808,42.342851,-71.0727874,$75.00,1,75,South End,Apartment,Shared room,1
8439661,42.3377967,-71.0705763,$250.00,2,125,South End,Apartment,Entire home/apt,6
5433246,42.3385143,-71.0762779,$100.00,1,100,South End,Apartment,Private room,2
6793945,42.3317581,-71.0816244,$215.00,1,215,South End,Apartment,Entire home/apt,4
2846739,42.3467364,-71.0718314,$125.00,1,125,South End,House,Private room,1
6575654,42.3317581,-71.0816244,$110.00,1,110,South End,Apartment,Private room,2
8193344,42.3317581,-71.0816244,$125.00,1,125,South End,Condominium,Private room,2
6355733,42.3371651,-71.0683402,$80.00,1,80,South End,Apartment,Private room,2
9862792,42.3374284,-71.0720313,$373.00,4,93.25,South End,Apartment,Entire home/apt,8
13995573,42.3374284,-71.0720313,$525.00,4,131.25,South End,Apartment,Entire home/apt,8
7954808,42.3374284,-71.0720313,$299.00,2,149.5,South End,Condominium,Entire home/apt,4
11687031,42.3374284,-71.0720313,$269.00,1,269,South End,Condominium,Entire home/apt,2
7649517,42.3374284,-71.0720313,$189.00,2,94.5,South End,Apartment,Entire home/apt,4
8575476,42.3485196,-71.0765708,$215.00,1,215,South End,Apartment,Entire home/apt,2
8902304,42.3374284,-71.0720313,$279.00,2,139.5,South End,Condominium,Entire home/apt,4
7919500,42.3374284,-71.0720313,$289.00,2,144.5,South End,Condominium,Entire home/apt,4
7456890,42.3494196,-71.0745821,$229.00,1,229,South End,Apartment,Entire home/apt,2
8987722,42.3374284,-71.0720313,$154.00,2,77,South End,Apartment,Entire home/apt,4
9208166,42.3374284,-71.0720313,$236.00,3,78.6666666666667,South End,Apartment,Entire home/apt,6
7540480,42.3443772,-71.0689723,$175.00,2,87.5,South End,Apartment,Entire home/apt,4
14918869,42.3600825,-71.0588801,$60.00,1,60,South End,Apartment,Shared room,1
7921131,42.3374284,-71.0720313,$229.00,2,114.5,South End,Condominium,Entire home/apt,4
8988506,42.3374284,-71.0720313,$234.00,3,78,South End,Apartment,Entire home/apt,6
7634365,42.3374284,-71.0720313,$329.00,2,164.5,South End,Apartment,Entire home/apt,4
7358714,42.3374284,-71.0720313,$209.00,2,104.5,South End,Apartment,Entire home/apt,4
2326445,42.3422593,-71.0695248,$195.00,1,195,South End,Apartment,Entire home/apt,2
8518665,42.3374284,-71.0720313,$169.00,2,84.5,South End,Apartment,Entire home/apt,4
13494185,42.3437186,-71.0735154,$145.00,1,145,South End,Townhouse,Entire home/apt,2
10427199,42.3415954,-71.0804424,$219.00,1,219,South End,Apartment,Entire home/apt,2
851927,42.3432702,-71.0784884,$150.00,1,150,South End,Apartment,Entire home/apt,1
12287958,42.3437186,-71.0735154,$215.00,1,215,South End,Apartment,Entire home/apt,2
4461901,42.3432702,-71.0784884,$155.00,1,155,South End,Apartment,Private room,2
5714786,42.3414072,-71.0789189,$138.00,1,138,South End,Apartment,Entire home/apt,2
13713143,42.3467364,-71.0718314,$170.00,1,170,South End,Townhouse,Private room,2
1277618,42.3385143,-71.0762779,$170.00,1,170,South End,Apartment,Entire home/apt,2
9731479,42.3443772,-71.0689723,$195.00,2,97.5,South End,Apartment,Entire home/apt,4
1899770,42.3394152,-71.0779964,$125.00,1,125,South End,Apartment,Private room,2
13707814,42.3385143,-71.0762779,$250.00,2,125,South End,Condominium,Entire home/apt,3
2916208,42.3406132,-71.0680406,$100.00,1,100,South End,Apartment,Private room,1
8082512,42.3432702,-71.0784884,$137.00,1,137,South End,Apartment,Entire home/apt,2
8403945,42.3432702,-71.0784884,$137.00,1,137,South End,Apartment,Entire home/apt,2
8686165,42.3374284,-71.0720313,$199.00,2,99.5,South End,Condominium,Entire home/apt,4
4750791,42.3384384,-71.0721248,$239.00,1,239,South End,Apartment,Entire home/apt,4
8846202,42.3467364,-71.0718314,$185.00,1,185,South End,Apartment,Entire home/apt,2
2292495,42.340922,-71.0773107,$175.00,1,175,South End,Apartment,Entire home/apt,4
13171246,42.3369044,-71.0773971,$200.00,2,100,South End,Apartment,Entire home/apt,4
1489289,42.3366634,-71.0748746,$175.00,1,175,South End,Apartment,Entire home/apt,2
14591627,42.3369044,-71.0773971,$125.00,2,62.5,South End,Condominium,Private room,3
12384469,42.3383079,-71.0709452,$150.00,1,150,South End,Apartment,Entire home/apt,2
8206536,42.3432702,-71.0784884,$150.00,1,150,South End,Apartment,Entire home/apt,2
9933886,42.3504366,-71.0726569,$75.00,1,75,South End,Dorm,Private room,2
7205210,42.3317581,-71.0816244,$200.00,1,200,South End,Apartment,Entire home/apt,2
13318173,42.3415954,-71.0804424,$275.00,2,137.5,South End,Apartment,Entire home/apt,3
8992733,42.3368063,-71.071139,$120.00,1,120,South End,Apartment,Private room,1
5783197,42.3439178,-71.0758777,$600.00,4,150,South End,Apartment,Entire home/apt,5
7796658,42.3440218,-71.0662082,$125.00,1,125,South End,Apartment,Private room,2
11588543,42.3369044,-71.0773971,$265.00,2,132.5,South End,Apartment,Entire home/apt,3
1275498,42.340922,-71.0773107,$160.00,1,160,South End,Apartment,Entire home/apt,2
8025718,42.3432702,-71.0784884,$155.00,1,155,South End,Apartment,Entire home/apt,2
7476340,42.3432702,-71.0784884,$137.00,1,137,South End,Apartment,Entire home/apt,2
4879702,42.3363979,-71.0781182,$99.00,1,99,South End,Apartment,Entire home/apt,3
225224,42.3467364,-71.0718314,$98.00,1,98,South End,House,Private room,1
7694559,42.3432702,-71.0784884,$150.00,1,150,South End,Apartment,Entire home/apt,2
12253029,42.3422593,-71.0695248,$125.00,1,125,South End,Apartment,Entire home/apt,2
7714627,42.3422593,-71.0695248,$235.00,1,235,South End,Apartment,Entire home/apt,3
12890156,42.3418147,-71.0782554,$149.00,1,149,South End,Apartment,Entire home/apt,4
5074924,42.3414072,-71.0789189,$100.00,1,100,South End,Apartment,Entire home/apt,2
2372987,42.3369044,-71.0773971,$164.00,1,164,South End,Apartment,Entire home/apt,2
7368611,42.3443772,-71.0689723,$185.00,2,92.5,South End,Apartment,Entire home/apt,4
3601030,42.340922,-71.0773107,$250.00,2,125,South End,Apartment,Entire home/apt,3
9841645,42.336127,-71.0752762,$100.00,1,100,South End,Apartment,Private room,2
14414330,42.341862,-71.0808027,$275.00,2,137.5,South End,Apartment,Entire home/apt,4
4860853,42.3414072,-71.0789189,$225.00,1,225,South End,Apartment,Entire home/apt,2
5532549,42.3456679,-71.072746,$250.00,3,83.3333333333333,South End,Apartment,Entire home/apt,6
8631257,42.3456679,-71.072746,$50.00,1,50,South End,Loft,Private room,1
9663423,42.3385143,-71.0762779,$115.00,1,115,South End,Condominium,Entire home/apt,3
6763409,42.3432702,-71.0784884,$150.00,1,150,South End,Apartment,Entire home/apt,2
3289921,42.3369044,-71.0773971,$170.00,2,85,South End,Apartment,Entire home/apt,4
5976821,42.3401342,-71.0788497,$125.00,1,125,South End,Apartment,Shared room,2
8680170,42.3467364,-71.0718314,$250.00,1,250,South End,Apartment,Entire home/apt,2
11841986,42.3401342,-71.0788497,$229.00,3,76.3333333333333,South End,Apartment,Entire home/apt,4
6287797,42.3317581,-71.0816244,$90.00,1,90,South End,Apartment,Private room,2
8827268,42.3452801,-71.0524536,$200.00,1,200,South End,Apartment,Entire home/apt,4
5075267,42.3414072,-71.0789189,$100.00,1,100,South End,Apartment,Entire home/apt,2
798957,42.3415199,-71.0747768,$306.00,2,153,South End,Apartment,Entire home/apt,4
11710680,42.3422593,-71.0695248,$229.00,2,114.5,South End,Apartment,Entire home/apt,4
11686744,42.3374284,-71.0720313,$199.00,1,199,South End,Condominium,Entire home/apt,2
8088370,42.3426483,-71.0778494,$67.00,1,67,South End,Loft,Shared room,1
4742275,42.340922,-71.0773107,$120.00,1,120,South End,Apartment,Entire home/apt,2
7645862,42.342408,-71.0802115,$239.00,1,239,South End,Apartment,Entire home/apt,3
9821291,42.3366634,-71.0748746,$130.00,2,65,South End,Apartment,Entire home/apt,4
9611852,42.3467364,-71.0718314,$197.00,1,197,South End,Apartment,Entire home/apt,2
7294565,42.3406132,-71.0680406,$85.00,1,85,South End,Apartment,Private room,2
14821911,42.340922,-71.0773107,$225.00,1,225,South End,Apartment,Entire home/apt,3
8303267,42.3439178,-71.0758777,"$1,300.00",6,216.666666666667,South End,House,Entire home/apt,8
9728602,42.3317581,-71.0816244,$266.00,2,133,South End,Apartment,Entire home/apt,4
5058148,42.3366634,-71.0748746,$160.00,1,160,South End,Apartment,Entire home/apt,2
6762011,42.3432702,-71.0784884,$150.00,1,150,South End,Apartment,Entire home/apt,2
11873789,42.3415954,-71.0804424,$280.00,2,140,South End,Apartment,Entire home/apt,3
12496332,42.3369044,-71.0773971,$60.00,1,60,South End,Apartment,Private room,2
585148,42.3398968,-71.0682022,$225.00,1,225,South End,Apartment,Entire home/apt,2
5582163,42.3444775,-71.0738024,$170.00,1,170,South End,Apartment,Entire home/apt,2
5352623,42.3415199,-71.0747768,$168.00,1,168,South End,Bed & Breakfast,Private room,2
322593,42.3415199,-71.0747768,$183.00,1,183,South End,Apartment,Entire home/apt,2
6810723,42.3432702,-71.0784884,$137.00,1,137,South End,Apartment,Entire home/apt,2
11902134,42.3443772,-71.0689723,$300.00,2,150,South End,Apartment,Entire home/apt,6
14461998,42.3366634,-71.0748746,$166.00,1,166,South End,Apartment,Entire home/apt,3
10227043,42.3485196,-71.0765708,$350.00,2,175,South End,Apartment,Entire home/apt,4
14709217,42.3394152,-71.0779964,$149.00,1,149,South End,Apartment,Entire home/apt,2
2683284,42.3317581,-71.0816244,$190.00,2,95,South End,Apartment,Entire home/apt,4
11397511,42.3385143,-71.0762779,$180.00,1,180,South End,Apartment,Private room,2
1252289,42.3366634,-71.0748746,$99.00,1,99,South End,Apartment,Private room,2
4679319,42.3394152,-71.0779964,$110.00,1,110,South End,Apartment,Entire home/apt,2
8006992,42.336056,-71.0727196,$210.00,1,210,South End,Apartment,Entire home/apt,3
7513605,42.3432702,-71.0784884,$155.00,1,155,South End,Apartment,Entire home/apt,2
8371115,42.3366634,-71.0748746,$178.00,1,178,South End,Apartment,Entire home/apt,2
13378987,42.3415954,-71.0804424,$600.00,5,120,South End,Condominium,Entire home/apt,7
13477286,42.3432702,-71.0784884,$550.00,4,137.5,South End,Apartment,Entire home/apt,5
13378936,42.3437186,-71.0735154,$170.00,2,85,South End,Townhouse,Entire home/apt,4
11041684,42.3415954,-71.0804424,$129.00,1,129,South End,Apartment,Entire home/apt,2
13378923,42.3437186,-71.0735154,$160.00,1,160,South End,Townhouse,Entire home/apt,2
11771810,42.3456679,-71.072746,$250.00,1,250,South End,Apartment,Private room,2
6348631,42.3440218,-71.0662082,$149.00,1,149,South End,Apartment,Entire home/apt,2
9840919,42.3437186,-71.0735154,$175.00,2,87.5,South End,Apartment,Entire home/apt,4
5734770,42.3432702,-71.0784884,$150.00,1,150,South End,Apartment,Private room,2
8480507,42.3369044,-71.0773971,$250.00,1,250,South End,Apartment,Entire home/apt,4
9430774,42.3440218,-71.0662082,$100.00,1,100,South End,Loft,Entire home/apt,2
4364925,42.340922,-71.0773107,$200.00,3,66.6666666666667,South End,Apartment,Entire home/apt,7
12426977,42.3369044,-71.0773971,$120.00,1,120,South End,Apartment,Entire home/apt,2
7511737,42.3432702,-71.0784884,$150.00,1,150,South End,Apartment,Entire home/apt,2
7694365,42.3432702,-71.0784884,$152.00,1,152,South End,Apartment,Entire home/apt,2
12508801,42.3444775,-71.0738024,$200.00,2,100,South End,Apartment,Entire home/apt,2
10083878,42.3317581,-71.0816244,$170.00,1,170,South End,Apartment,Entire home/apt,4
990668,42.3415199,-71.0747768,$157.00,1,157,South End,Apartment,Private room,2
10427882,42.3415954,-71.0804424,$229.00,1,229,South End,Apartment,Entire home/apt,2
639111,42.336056,-71.0727196,$299.00,2,149.5,South End,Bed & Breakfast,Private room,3
14933461,42.3437186,-71.0735154,$165.00,1,165,South End,Apartment,Entire home/apt,4
6677700,42.3432702,-71.0784884,$210.00,2,105,South End,Apartment,Entire home/apt,4
8316068,42.3317581,-71.0816244,$110.00,1,110,South End,Condominium,Private room,2
8381472,42.3414072,-71.0789189,$400.00,2,200,South End,Apartment,Entire home/apt,4
6972426,42.341862,-71.0808027,$575.00,2,287.5,South End,Townhouse,Entire home/apt,4
6759439,42.3432702,-71.0784884,$147.00,1,147,South End,Apartment,Entire home/apt,2
6038520,42.3317581,-71.0816244,$200.00,1,200,South End,Apartment,Entire home/apt,2
3236496,42.340922,-71.0773107,$115.00,1,115,South End,Apartment,Entire home/apt,2
8200839,42.3317581,-71.0816244,$110.00,1,110,South End,Condominium,Private room,2
1106555,42.3415199,-71.0747768,$500.00,1,500,South End,Other,Shared room,1
6939126,42.3417603,-71.0760496,$250.00,1,250,South End,Apartment,Entire home/apt,2
14304682,42.336127,-71.0752762,$149.00,1,149,South End,Apartment,Private room,2
8595650,42.3431182,-71.0699528,$200.00,1,200,South End,Apartment,Entire home/apt,4
2549840,42.3369044,-71.0773971,$417.00,4,104.25,South End,Apartment,Entire home/apt,8
5088560,42.3369044,-71.0773971,$600.00,2,300,South End,Condominium,Entire home/apt,4
