listing_id,lat,lon,Isabella Stewart Gardner Museum,Fenway Park,MFA Boston,Harvard Square,Boston Harbor,Boston Common,Bunker Hill Monument,Faneuil Hall Marketplace,Arnold Arboretum,Skywalk Observatory,price,beds,price_bed,rating,reviews_month,reviews_count,property_type,room_type,accommodates,host_response_rate,host_listing_count,bathrooms,bedrooms,availability,n,sscore,avgsscore,clus
5620496,42.3785428,-71.0658563,3.95,3.41,3.78,3.21,4.93,2.07,0.38,1.69,6.71,3.13,165,3,55,98,0.71,10,3,2,4,80,1,1,2,87,48,110,2.29166666666667,3
82637,42.3786256,-71.062904,3.99,3.45,3.82,3.25,4.95,2.08,0.25,1.66,6.75,3.17,175,1,175,80,0.27,16,6,1,2,80,2,1,1,363,49,110,2.24489795918367,3
7321217,42.3796619,-71.0640786,4.02,3.48,3.86,3.13,4.84,2.15,0.37,1.77,6.79,3.21,200,1,200,98,1.47,18,1,2,2,90,3,1,1,309,99,226,2.28282828282828,3
1102623,42.3741936,-71.0609422,3.95,3.49,3.69,3.43,3.79,1.67,0.18,1.26,6.48,2.82,125,1,125,95,2.01,47,1,1,2,100,1,1,1,156,273,592,2.16849816849817,3
7472068,42.3796619,-71.0640786,4.02,3.48,3.86,3.13,4.84,2.15,0.37,1.77,6.79,3.21,299,4,74.75,89,2.04,27,1,2,8,100,1,1,2,343,145,227,1.56551724137931,3
7053454,42.3810704,-71.0641674,4.15,3.61,3.99,3.16,4.87,2.28,0.5,1.89,6.91,3.33,200,1,200,95,0.57,8,2,1,2,100,1,1,1,308,41,60,1.46341463414634,3
8696236,42.365919,-71.0669081,3.13,2.58,2.88,3.14,3.51,0.88,1.33,0.87,5.7,2,105,2,52.5,94,3.56,31,3,1,2,100,2,1,1,0,104,234,2.25,1
8191739,42.3639657,-71.0683361,2.95,2.41,2.7,2.96,3.6,0.79,1.47,0.95,5.52,1.82,145,1,145,91,0.87,8,1,1,1,100,2,1,1,341,32,68,2.125,1
965554,42.3642286,-71.0691358,2.91,2.37,2.66,2.92,3.64,0.83,1.52,1,5.48,1.78,349,2,174.5,100,0.17,6,1,2,4,89,558,1,2,364,20,50,2.5,1
8814039,42.3625944,-71.0638691,2.89,2.44,2.64,3.14,3.31,0.62,1.22,0.67,5.45,1.76,168,4,42,85,0.54,4,1,2,7,100,307,2,3,350,16,35,2.1875,1
8813451,42.3625944,-71.0638691,2.89,2.44,2.64,3.14,3.31,0.62,1.22,0.67,5.45,1.76,224,4,56,94,0.96,10,1,2,7,100,307,2,3,352,44,95,2.15909090909091,1
7596262,42.3642286,-71.0691358,2.91,2.37,2.66,2.92,3.64,0.83,1.52,1,5.48,1.78,169,1,169,93,0.63,8,1,2,3,98,749,1,1,179,29,53,1.82758620689655,1
8191517,42.3639657,-71.0683361,2.95,2.41,2.7,2.96,3.6,0.79,1.47,0.95,5.52,1.82,155,1,155,80,0.43,4,1,1,1,100,2,1,1,359,16,27,1.6875,1
3931204,42.3635338,-71.0640789,3.05,2.6,2.79,3.33,3.3,0.77,1.18,0.66,5.6,1.92,220,2,110,96,0.39,9,1,2,3,96,313,1,1,137,36,77,2.13888888888889,1
25418,42.3642286,-71.0691358,2.91,2.37,2.66,2.92,3.64,0.83,1.52,1,5.48,1.78,249,1,249,95,0.06,4,1,2,2,89,558,1,1,364,9,23,2.55555555555556,1
4610745,42.3590276,-71.0700049,2.51,1.94,2.26,2.86,3.69,0.46,1.78,1.04,5.08,1.38,99,1,99,95,0.9,18,1,2,2,100,1,1,0,0,99,184,1.85858585858586,1
6015995,42.3642286,-71.0691358,2.91,2.37,2.66,2.92,3.64,0.83,1.52,1,5.48,1.78,189,1,189,75,0.35,4,1,2,3,98,749,1,1,179,21,21,1,1
1867881,42.3642286,-71.0691358,2.91,2.37,2.66,2.92,3.64,0.83,1.52,1,5.48,1.78,269,3,89.67,90,0.13,4,1,2,5,96,313,2,2,184,28,58,2.07142857142857,1
1131634,42.3635338,-71.0640789,3.05,2.6,2.79,3.33,3.3,0.77,1.18,0.66,5.6,1.92,219,2,109.5,98,0.64,24,1,2,4,100,12,1,1,313,142,279,1.96478873239437,1
67774,42.344418,-71.1134861,1.16,0.94,1.46,2.44,6.01,2.61,4.15,3.35,3.06,1.87,110,1,110,93,0.24,11,1,2,3,100,12,1,1,248,44,93,2.11363636363636,2
8309711,42.3603213,-71.0669154,2.76,2.18,2.51,2.97,3.45,0.49,1.53,0.8,5.33,1.63,275,2,137.5,94,2.76,29,3,2,4,100,1,1,2,309,104,239,2.29807692307692,1
5659866,42.3580158,-71.0685149,2.47,1.91,2.21,3.01,3.55,0.32,1.76,0.95,5.03,1.34,200,1,200,100,0.24,4,1,2,4,90,1,2.5,2,95,25,60,2.4,1
1303261,42.3590276,-71.0700049,2.51,1.94,2.26,2.86,3.69,0.46,1.78,1.04,5.08,1.38,425,1,425,87,0.53,19,1,2,2,75,1,1,1,365,207,416,2.00966183574879,1
6432655,42.3603319,-71.0663751,2.74,2.29,2.48,3,3.42,0.46,1.5,0.77,5.29,1.61,150,1,150,91,2.24,34,1,2,2,60,1,1,1,204,165,321,1.94545454545455,1
4900659,42.3601989,-71.0659742,2.71,2.25,2.45,3.03,3.41,0.43,1.49,0.76,5.26,1.58,177,1,177,91,1.51,30,1,2,2,100,1,1,1,308,136,250,1.83823529411765,1
6444148,42.3602977,-71.0682455,2.69,2.11,2.44,2.9,3.51,0.55,1.6,0.87,5.26,1.56,155,1,155,93,1.73,24,1,2,2,92,2,1,1,302,74,175,2.36486486486487,1
10311094,42.3530681,-71.0812804,1.62,1.07,1.49,2.7,4.18,0.87,2.59,1.58,4.37,0.56,399,3,133,84,0.71,5,1,2,8,77,16,3,3,333,16,23,1.4375,4
3377871,42.359726,-71.0644172,2.66,2.21,2.4,3.14,3.36,0.38,1.5,0.72,5.21,1.53,120,1,120,82,1.43,38,1,1,2,100,4,2,1,249,186,299,1.60752688172043,1
9232355,42.359268,-71.0650471,2.6,2.14,2.34,3.1,3.36,0.32,1.51,0.77,5.15,1.47,89,2,44.5,78,3.54,36,1,2,2,100,11,1,0,333,219,217,0.990867579908676,1
11202183,42.3588359,-71.0687076,2.53,1.97,2.27,2.95,3.61,0.38,1.73,1,5.08,1.4,199,2,99.5,100,7.23,20,2,2,3,100,2,1,0,118,91,219,2.40659340659341,1
4718577,42.3611022,-71.0706365,2.63,2.07,2.38,2.74,3.58,0.59,1.67,0.93,5.21,1.5,120,1,120,91,0.65,11,1,1,2,14,3,1,1,323,65,142,2.18461538461538,1
12648403,42.3611022,-71.0706365,2.63,2.07,2.38,2.74,3.58,0.59,1.67,0.93,5.21,1.5,133,1,133,91,5.5,20,1,2,2,97,4,1,0,305,107,225,2.10280373831776,1
2126053,42.3573724,-71.0705465,2.38,1.79,2.15,2.96,3.65,0.35,1.89,1.05,4.95,1.25,165,1,165,94,1.26,37,1,2,2,90,1,1,0,164,216,424,1.96296296296296,1
2823378,42.359726,-71.0644172,2.66,2.21,2.4,3.14,3.36,0.38,1.5,0.72,5.21,1.53,100,1,100,89,1.07,31,1,1,1,100,4,1,1,334,140,282,2.01428571428571,1
7633883,42.3611022,-71.0706365,2.63,2.07,2.38,2.74,3.58,0.59,1.67,0.93,5.21,1.5,769,3,256.33,100,0.57,7,1,2,6,98,22,1.5,3,279,27,62,2.2962962962963,1
2423613,42.359726,-71.0644172,2.66,2.21,2.4,3.14,3.36,0.38,1.5,0.72,5.21,1.53,85,1,85,72,0.47,13,1,1,1,100,4,1,1,0,66,101,1.53030303030303,1
13728510,42.3598897,-71.0677643,2.66,2.11,2.4,2.95,3.52,0.49,1.61,0.87,5.21,1.53,255,1,255,93,5,9,1,2,3,99,30,1,0,332,42,83,1.97619047619048,1
13433475,42.3590276,-71.0700049,2.51,1.94,2.26,2.86,3.69,0.46,1.78,1.04,5.08,1.38,267,3,89,78,4.29,8,1,2,8,99,30,2,2,343,29,55,1.89655172413793,1
2947662,42.3601989,-71.0659742,2.71,2.25,2.45,3.03,3.41,0.43,1.49,0.76,5.26,1.58,299,2,149.5,99,3,84,1,2,6,100,2,1,2,91,444,947,2.13288288288288,1
7911936,42.3603341,-71.0636278,2.74,2.29,2.48,3.14,3.28,0.46,1.4,0.63,5.29,1.61,155,1,155,86,0.63,7,1,2,2,100,52,1,0,284,24,41,1.70833333333333,1
2754975,42.344418,-71.1134861,1.16,0.94,1.46,2.44,6.01,2.61,4.15,3.35,3.06,1.87,250,2,125,97,1.12,30,1,2,4,100,1,1,1,254,202,411,2.03465346534653,2
13138055,42.3593079,-71.0668368,2.69,2.24,2.43,3.01,3.45,0.42,1.6,0.86,5.25,1.56,75,1,75,94,2.14,7,1,1,2,38,2,1,1,298,32,81,2.53125,1
8747720,42.3611022,-71.0706365,2.63,2.07,2.38,2.74,3.58,0.59,1.67,0.93,5.21,1.5,225,1,225,100,0.54,6,1,2,2,100,1,1,1,0,35,87,2.48571428571429,1
4995033,42.3603213,-71.0669154,2.76,2.18,2.51,2.97,3.45,0.49,1.53,0.8,5.33,1.63,220,2,110,99,2.04,33,1,2,3,90,1,1,2,16,169,391,2.31360946745562,1
9107357,42.3588359,-71.0687076,2.53,1.97,2.27,2.95,3.61,0.38,1.73,1,5.08,1.4,210,1,210,93,4.9,49,3,2,2,100,1,1,1,78,297,602,2.02693602693603,1
5064995,42.3603319,-71.0663751,2.74,2.29,2.48,3,3.42,0.46,1.5,0.77,5.29,1.61,147,2,73.5,90,0.71,13,1,2,2,100,5,1,2,59,66,134,2.03030303030303,1
10434883,42.3580916,-71.0699764,2.43,1.87,2.18,2.92,3.67,0.38,1.86,1.07,5,1.3,209,1,209,93,2.41,18,1,2,2,91,11,1,0,155,63,134,2.12698412698413,1
13121821,42.3603341,-71.0636278,2.74,2.29,2.48,3.14,3.28,0.46,1.4,0.63,5.29,1.61,199,2,99.5,97,7.89,20,1,2,4,100,1,1,1,86,74,180,2.43243243243243,1
9844242,42.3603319,-71.0663751,2.74,2.29,2.48,3,3.42,0.46,1.5,0.77,5.29,1.61,103,1,103,96,1.08,9,1,2,2,100,1,1,1,92,38,86,2.26315789473684,1
13295184,42.3590276,-71.0700049,2.51,1.94,2.26,2.86,3.69,0.46,1.78,1.04,5.08,1.38,200,3,66.67,92,3.45,10,1,2,6,99,30,1,2,47,52,94,1.80769230769231,1
6763785,42.3601989,-71.0659742,2.71,2.25,2.45,3.03,3.41,0.43,1.49,0.76,5.26,1.58,113,1,113,88,1.16,17,1,1,1,100,1,1,1,249,77,133,1.72727272727273,1
586994,42.344418,-71.1134861,1.16,0.94,1.46,2.44,6.01,2.61,4.15,3.35,3.06,1.87,175,1,175,89,1.29,62,1,2,2,100,1,1,1,298,332,526,1.58433734939759,2
915272,42.3580158,-71.0685149,2.47,1.91,2.21,3.01,3.55,0.32,1.76,0.95,5.03,1.34,175,1,175,85,3.47,150,1,2,3,93,1,1,1,305,749,1463,1.95327102803738,1
3520353,42.3603341,-71.0636278,2.74,2.29,2.48,3.14,3.28,0.46,1.4,0.63,5.29,1.61,238,1,238,96,2.57,66,1,2,2,100,1,1,1,316,377,813,2.15649867374005,1
7614517,42.3610923,-71.0682424,2.74,2.18,2.49,2.85,3.46,0.6,1.54,0.81,5.31,1.61,200,1,200,96,3.12,39,1,2,2,100,1,1,0,245,214,493,2.30373831775701,1
12356,42.344418,-71.1134861,1.16,0.94,1.46,2.44,6.01,2.61,4.15,3.35,3.06,1.87,200,1,200,93,0.42,9,3,2,3,100,12,1,1,273,42,83,1.97619047619048,2
4632511,42.3603129,-71.0640457,2.72,2.27,2.46,3.12,3.3,0.44,1.42,0.65,5.27,1.59,305,2,152.5,92,1.09,23,3,2,4,100,1,1.5,2,293,100,176,1.76,1
8384444,42.3590276,-71.0700049,2.51,1.94,2.26,2.86,3.69,0.46,1.78,1.04,5.08,1.38,130,1,130,98,2.12,23,1,1,2,70,2,1,1,19,119,264,2.21848739495798,1
6778788,42.3595125,-71.06937,2.59,2.02,2.33,2.87,3.63,0.53,1.71,0.98,5.16,1.46,149,1,149,97,2.39,35,1,2,2,100,1,1,1,0,204,482,2.36274509803922,1
2682662,42.3611022,-71.0706365,2.63,2.07,2.38,2.74,3.58,0.59,1.67,0.93,5.21,1.5,200,1,200,93,0.96,28,1,2,2,98,24,1,0,330,138,273,1.97826086956522,1
8090623,42.3588359,-71.0687076,2.53,1.97,2.27,2.95,3.61,0.38,1.73,1,5.08,1.4,199,1,199,94,2.72,32,3,1,2,96,3,1,1,353,169,387,2.28994082840237,1
13300621,42.3590276,-71.0700049,2.51,1.94,2.26,2.86,3.69,0.46,1.78,1.04,5.08,1.38,250,3,83.33,95,1.46,4,1,2,6,99,30,1,2,48,16,38,2.375,1
8614167,42.3580916,-71.0699764,2.43,1.87,2.18,2.92,3.67,0.38,1.86,1.07,5,1.3,275,2,137.5,97,1.49,7,1,2,3,85,1,1,2,75,37,88,2.37837837837838,1
11120777,42.3611022,-71.0706365,2.63,2.07,2.38,2.74,3.58,0.59,1.67,0.93,5.21,1.5,200,2,100,96,4.16,24,1,2,8,99,30,1,2,322,111,254,2.28828828828829,1
9235198,42.3597506,-71.0690922,2.62,2.05,2.36,2.9,3.63,0.56,1.71,0.98,5.19,1.49,135,1,135,93,3.26,33,1,1,2,100,2,1,1,8,167,341,2.04191616766467,1
13101775,42.3588359,-71.0687076,2.53,1.97,2.27,2.95,3.61,0.38,1.73,1,5.08,1.4,140,1,140,98,3.19,10,1,2,3,90,1,1,1,0,46,107,2.32608695652174,1
5959251,42.344418,-71.1134861,1.16,0.94,1.46,2.44,6.01,2.61,4.15,3.35,3.06,1.87,375,2,187.5,96,0.32,5,1,2,2,100,1,1,1,66,16,39,2.4375,2
10857914,42.3603341,-71.0636278,2.74,2.29,2.48,3.14,3.28,0.46,1.4,0.63,5.29,1.61,650,6,108.33,98,2.76,8,2,2,8,100,1,3.5,4,245,48,106,2.20833333333333,1
13331733,42.3590276,-71.0700049,2.51,1.94,2.26,2.86,3.69,0.46,1.78,1.04,5.08,1.38,200,3,66.67,100,2.38,5,1,2,6,99,30,1,1,47,20,54,2.7,1
8662258,42.359268,-71.0650471,2.6,2.14,2.34,3.1,3.36,0.32,1.51,0.77,5.15,1.47,89,1,89,98,6.02,68,1,3,2,100,1,1,1,314,326,748,2.29447852760736,1
2862120,42.3598897,-71.0677643,2.66,2.11,2.4,2.95,3.52,0.49,1.61,0.87,5.21,1.53,100,1,100,95,1.43,41,1,3,1,100,2,1,1,19,195,435,2.23076923076923,1
6089196,42.3593079,-71.0668368,2.69,2.24,2.43,3.01,3.45,0.42,1.6,0.86,5.25,1.56,200,1,200,92,1.08,18,1,2,2,100,1,1,1,244,113,233,2.06194690265487,1
4532603,42.3603213,-71.0669154,2.76,2.18,2.51,2.97,3.45,0.49,1.53,0.8,5.33,1.63,229,2,114.5,98,0.63,13,1,2,4,100,1,1,1,298,39,91,2.33333333333333,1
1648950,42.3602977,-71.0682455,2.69,2.11,2.44,2.9,3.51,0.55,1.6,0.87,5.26,1.56,157,1,157,88,2.25,81,1,2,2,100,3,1,1,30,392,786,2.00510204081633,1
13788865,42.3486464,-71.0827003,1.26,0.8,1.05,2.79,4.38,1.07,2.84,1.82,4.03,0.13,150,1,150,98,4.62,8,1,2,2,100,1,1,0,13,25,49,1.96,4
9857049,42.3580916,-71.0699764,2.43,1.87,2.18,2.92,3.67,0.38,1.86,1.07,5,1.3,189,1,189,97,1.72,15,1,2,2,91,11,1,1,155,72,130,1.80555555555556,1
11906382,42.359726,-71.0644172,2.66,2.21,2.4,3.14,3.36,0.38,1.5,0.72,5.21,1.53,375,2,187.5,100,0.93,5,2,2,3,100,4,2,2,0,41,87,2.1219512195122,1
5743939,42.3611182,-71.0655318,2.75,2.29,2.49,2.99,3.32,0.47,1.41,0.67,5.3,1.61,324,2,162,98,1.65,29,1,2,6,100,2,1,2,50,163,354,2.17177914110429,1
3432321,42.344418,-71.1134861,1.16,0.94,1.46,2.44,6.01,2.61,4.15,3.35,3.06,1.87,220,1,220,94,3.1,82,1,2,2,100,1,1,0,5,444,952,2.14414414414414,2
4546333,42.3611022,-71.0706365,2.63,2.07,2.38,2.74,3.58,0.59,1.67,0.93,5.21,1.5,195,1,195,90,1.37,30,1,2,2,100,15,1,0,74,146,260,1.78082191780822,1
13330146,42.3580158,-71.0685149,2.47,1.91,2.21,3.01,3.55,0.32,1.76,0.95,5.03,1.34,147,1,147,96,2.54,6,1,2,2,100,1,1,1,28,28,67,2.39285714285714,1
10379031,42.359726,-71.0644172,2.66,2.21,2.4,3.14,3.36,0.38,1.5,0.72,5.21,1.53,275,1,275,100,2.33,8,1,2,2,100,1,1,1,99,49,103,2.10204081632653,1
7527864,42.3598897,-71.0677643,2.66,2.11,2.4,2.95,3.52,0.49,1.61,0.87,5.21,1.53,150,1,150,94,1.66,20,1,1,2,100,2,1,1,125,144,308,2.13888888888889,1
3351728,42.344418,-71.1134861,1.16,0.94,1.46,2.44,6.01,2.61,4.15,3.35,3.06,1.87,849,5,169.8,100,0.34,9,1,2,7,100,2,3,5,90,107,231,2.1588785046729,2
6677640,42.359726,-71.0644172,2.66,2.21,2.4,3.14,3.36,0.38,1.5,0.72,5.21,1.53,200,2,100,98,1.08,16,1,2,3,80,1,1,1,44,73,150,2.05479452054795,1
1827762,42.3598897,-71.0677643,2.66,2.11,2.4,2.95,3.52,0.49,1.61,0.87,5.21,1.53,195,1,195,93,0.85,29,1,2,2,100,1,1,1,14,189,413,2.18518518518519,1
4635390,42.3590276,-71.0700049,2.51,1.94,2.26,2.86,3.69,0.46,1.78,1.04,5.08,1.38,199,1,199,89,0.73,13,1,2,2,100,1,1,1,14,63,134,2.12698412698413,1
1745339,42.3548561,-71.0661193,2.3,1.85,2.04,3.24,3.43,0.02,1.83,0.83,4.84,1.17,195,1,195,94,0.76,27,1,2,2,100,7,1,0,36,128,291,2.2734375,1
7874552,42.3611022,-71.0706365,2.63,2.07,2.38,2.74,3.58,0.59,1.67,0.93,5.21,1.5,130,1,130,92,2.27,29,1,1,2,100,2,1,1,347,155,328,2.11612903225806,1
3673104,42.3602889,-71.0686874,2.67,2.09,2.42,2.88,3.54,0.58,1.62,0.89,5.24,1.54,289,2,144.5,96,0.35,9,1,2,3,90,1,1,1,56,88,160,1.81818181818182,1
8450098,42.3588359,-71.0687076,2.53,1.97,2.27,2.95,3.61,0.38,1.73,1,5.08,1.4,175,3,58.33,95,3.31,39,3,1,4,96,3,1,1,343,227,534,2.35242290748899,1
6742905,42.3603319,-71.0663751,2.74,2.29,2.48,3,3.42,0.46,1.5,0.77,5.29,1.61,99,2,49.5,71,8.01,121,1,2,2,100,7,1,0,294,651,866,1.33026113671275,1
697078,42.344418,-71.1134861,1.16,0.94,1.46,2.44,6.01,2.61,4.15,3.35,3.06,1.87,175,1,175,90,0.51,8,1,2,3,100,12,1,1,277,30,57,1.9,2
9755993,42.3581257,-71.0726474,2.35,1.8,2.17,2.96,3.9,0.72,1.9,1.25,5.1,1.28,107,1,107,100,0.71,6,1,2,2,100,1,1,0,0,52,118,2.26923076923077,1
3890373,42.359268,-71.0650471,2.6,2.14,2.34,3.1,3.36,0.32,1.51,0.77,5.15,1.47,225,2,112.5,98,3.42,83,1,2,4,100,1,1,1,271,571,1264,2.21366024518389,1
3873776,42.3611022,-71.0706365,2.63,2.07,2.38,2.74,3.58,0.59,1.67,0.93,5.21,1.5,325,3,108.33,80,0.29,7,1,2,4,14,3,1,3,364,42,70,1.66666666666667,1
13294558,42.3590276,-71.0700049,2.51,1.94,2.26,2.86,3.69,0.46,1.78,1.04,5.08,1.38,250,3,83.33,92,3.95,10,1,2,6,99,30,1,2,41,52,110,2.11538461538462,1
13376457,42.344418,-71.1134861,1.16,0.94,1.46,2.44,6.01,2.61,4.15,3.35,3.06,1.87,175,1,175,91,3.14,9,1,2,2,100,1,1,0,0,67,130,1.94029850746269,2
12210223,42.3603213,-71.0669154,2.76,2.18,2.51,2.97,3.45,0.49,1.53,0.8,5.33,1.63,225,3,75,88,1.94,8,1,2,4,100,1,1,1,10,32,73,2.28125,1
5709298,42.3598897,-71.0677643,2.66,2.11,2.4,2.95,3.52,0.49,1.61,0.87,5.21,1.53,220,2,110,98,8.85,154,1,2,4,100,5,1,2,316,767,1666,2.17209908735332,1
6445917,42.3593079,-71.0668368,2.69,2.24,2.43,3.01,3.45,0.42,1.6,0.86,5.25,1.56,178,1,178,98,1.76,24,1,2,2,100,1,1,0,3,109,225,2.06422018348624,1
2776143,42.3603319,-71.0663751,2.74,2.29,2.48,3,3.42,0.46,1.5,0.77,5.29,1.61,99,2,49.5,80,8.33,242,1,2,3,100,7,1,0,280,1121,1794,1.60035682426405,1
10164810,42.3415954,-71.0804424,1.21,1.19,0.95,3.19,4.6,1.31,3.06,2.04,3.56,0.95,179,1,179,90,0.93,6,1,2,4,77,16,1,1,354,33,77,2.33333333333333,4
11016623,42.344418,-71.1134861,1.16,0.94,1.46,2.44,6.01,2.61,4.15,3.35,3.06,1.87,160,1,160,100,1.1,6,1,2,2,100,2,1,1,88,28,65,2.32142857142857,2
8428052,42.3652917,-71.0646337,3.11,2.66,2.85,3.16,3.37,0.83,1.19,0.72,5.66,1.98,195,1,195,100,1.73,9,1,1,2,100,1,1,1,0,48,98,2.04166666666667,1
14374965,42.3603213,-71.0669154,2.76,2.18,2.51,2.97,3.45,0.49,1.53,0.8,5.33,1.63,200,2,100,95,4,4,1,2,3,94,1,1,1,43,8,21,2.625,1
7527149,42.344418,-71.1134861,1.16,0.94,1.46,2.44,6.01,2.61,4.15,3.35,3.06,1.87,700,5,140,96,0.85,11,5,2,7,100,2,2.5,4,323,65,144,2.21538461538462,2
3069104,42.2732162,-71.0725003,5.37,6.02,5.36,8.28,9.03,6.38,7.95,6.72,4.29,6.15,230,1,230,93,1.08,17,1,2,3,60,1,1,1,17,106,232,2.18867924528302,3
7918592,42.3602977,-71.0682455,2.69,2.11,2.44,2.9,3.51,0.55,1.6,0.87,5.26,1.56,110,1,110,95,1.6,17,1,1,1,100,1,0,1,275,85,163,1.91764705882353,1
9248612,42.3597506,-71.0690922,2.62,2.05,2.36,2.9,3.63,0.56,1.71,0.98,5.19,1.49,350,2,175,91,1.85,17,1,2,6,100,2,1,2,5,79,164,2.07594936708861,1
54944,42.3580916,-71.0699764,2.43,1.87,2.18,2.92,3.67,0.38,1.86,1.07,5,1.3,185,1,185,84,0.19,7,1,2,2,89,558,1,1,326,19,44,2.31578947368421,1
2216767,42.3602889,-71.0686874,2.67,2.09,2.42,2.88,3.54,0.58,1.62,0.89,5.24,1.54,179,1,179,96,1.74,51,1,2,2,100,1,1,1,293,353,733,2.07648725212465,1
250345,42.3580916,-71.0699764,2.43,1.87,2.18,2.92,3.67,0.38,1.86,1.07,5,1.3,285,1,285,89,0.39,22,1,2,2,89,558,1,1,313,122,211,1.72950819672131,1
5690424,42.3573724,-71.0705465,2.38,1.79,2.15,2.96,3.65,0.35,1.89,1.05,4.95,1.25,690,4,172.5,88,2.59,44,2,2,7,100,3,2,4,301,290,541,1.86551724137931,1
6410674,42.3598897,-71.0677643,2.66,2.11,2.4,2.95,3.52,0.49,1.61,0.87,5.21,1.53,175,1,175,95,3.77,59,1,1,1,100,2,1,1,67,239,553,2.31380753138075,1
6066455,42.3611022,-71.0706365,2.63,2.07,2.38,2.74,3.58,0.59,1.67,0.93,5.21,1.5,600,5,120,99,3.7,56,1,2,8,100,15,2,4,331,326,770,2.36196319018405,1
8704161,42.3603341,-71.0636278,2.74,2.29,2.48,3.14,3.28,0.46,1.4,0.63,5.29,1.61,500,2,250,100,2.16,24,1,2,4,100,1,2,2,305,139,343,2.46762589928058,1
10653150,42.3595125,-71.06937,2.59,2.02,2.33,2.87,3.63,0.53,1.71,0.98,5.16,1.46,160,2,80,85,5.57,41,3,2,4,100,3,1,2,284,242,341,1.40909090909091,1
4787359,42.3595125,-71.06937,2.59,2.02,2.33,2.87,3.63,0.53,1.71,0.98,5.16,1.46,250,1,250,90,0.91,18,1,2,3,100,2,1,1,86,69,165,2.39130434782609,1
3050565,42.359726,-71.0644172,2.66,2.21,2.4,3.14,3.36,0.38,1.5,0.72,5.21,1.53,90,1,90,91,0.83,23,1,1,1,100,4,2,1,279,133,242,1.81954887218045,1
13306811,42.3595845,-71.0628361,2.7,2.25,2.44,3.24,3.29,0.4,1.41,0.65,5.2,1.57,129,1,129,96,11.68,37,1,2,2,100,1,1,0,7,148,330,2.22972972972973,1
7553969,42.3611022,-71.0706365,2.63,2.07,2.38,2.74,3.58,0.59,1.67,0.93,5.21,1.5,140,1,140,96,0.39,5,1,2,2,100,1,1,0,1,36,83,2.30555555555556,1
11701611,42.3573724,-71.0705465,2.38,1.79,2.15,2.96,3.65,0.35,1.89,1.05,4.95,1.25,210,1,210,95,2.31,8,1,2,2,100,1,1,1,18,70,154,2.2,1
7244031,42.359268,-71.0650471,2.6,2.14,2.34,3.1,3.36,0.32,1.51,0.77,5.15,1.47,125,1,125,97,0.43,6,1,2,3,100,1,1,1,0,35,67,1.91428571428571,1
4032756,42.3595125,-71.06937,2.59,2.02,2.33,2.87,3.63,0.53,1.71,0.98,5.16,1.46,188,2,94,96,0.77,18,1,2,2,100,1,1,1,48,110,255,2.31818181818182,1
9078998,42.3611022,-71.0706365,2.63,2.07,2.38,2.74,3.58,0.59,1.67,0.93,5.21,1.5,150,1,150,97,1.09,7,1,2,2,67,1,1,1,0,36,87,2.41666666666667,1
6326257,42.3611022,-71.0706365,2.63,2.07,2.38,2.74,3.58,0.59,1.67,0.93,5.21,1.5,375,2,187.5,98,4.08,62,1,2,5,100,15,1.5,2,340,344,776,2.25581395348837,1
3377100,42.3595125,-71.06937,2.59,2.02,2.33,2.87,3.63,0.53,1.71,0.98,5.16,1.46,245,1,245,98,2.24,60,1,2,2,100,1,1,1,286,373,810,2.171581769437,1
11306586,42.3593079,-71.0668368,2.69,2.24,2.43,3.01,3.45,0.42,1.6,0.86,5.25,1.56,150,2,75,90,4.48,26,1,2,2,100,11,1,0,298,136,254,1.86764705882353,1
7996844,42.3611022,-71.0706365,2.63,2.07,2.38,2.74,3.58,0.59,1.67,0.93,5.21,1.5,130,1,130,90,2.66,33,1,1,2,100,2,1,1,334,152,333,2.19078947368421,1
8471852,42.3650544,-71.0567303,3.28,2.82,3.02,3.61,3.04,0.97,0.95,0.51,5.78,2.15,120,1,120,99,2.41,28,1,2,1,100,1,1,1,271,127,304,2.39370078740158,1
12143408,42.3571057,-71.0694747,2.36,1.8,2.11,3,3.6,0.31,1.85,1,4.93,1.23,220,1,220,100,1.4,4,1,2,2,60,1,1,1,323,13,35,2.69230769230769,1
8782592,42.3590276,-71.0700049,2.51,1.94,2.26,2.86,3.69,0.46,1.78,1.04,5.08,1.38,300,2,150,94,1.2,10,1,2,4,70,2,2,2,18,48,111,2.3125,1
7635616,42.3603341,-71.0636278,2.74,2.29,2.48,3.14,3.28,0.46,1.4,0.63,5.29,1.61,155,1,155,100,0.49,5,1,2,2,100,52,1,0,309,13,32,2.46153846153846,1
11343485,42.359726,-71.0644172,2.66,2.21,2.4,3.14,3.36,0.38,1.5,0.72,5.21,1.53,159,2,79.5,86,9.55,14,1,2,3,95,2,1,1,2,70,109,1.55714285714286,1
8537786,42.3593079,-71.0668368,2.69,2.24,2.43,3.01,3.45,0.42,1.6,0.86,5.25,1.56,202,1,202,64,1.21,14,5,1,1,100,2,2,1,365,53,74,1.39622641509434,1
9273978,42.3611022,-71.0706365,2.63,2.07,2.38,2.74,3.58,0.59,1.67,0.93,5.21,1.5,229,1,229,100,0.82,5,1,2,2,98,22,1,0,340,20,50,2.5,1
