listing_id,lat,lon,Isabella Stewart Gardner Museum,Fenway Park,MFA Boston,Harvard Square,Boston Harbor,Boston Common,Bunker Hill Monument,Faneuil Hall Marketplace,Arnold Arboretum,Skywalk Observatory,price,beds,price_bed,rating,reviews_month,reviews_count,property_type,room_type,accommodates,host_response_rate,host_listing_count,bathrooms,bedrooms,availability,n,sscore,avgsscore,clus
2301709,42.336127,-71.0752762,1.56,1.59,1.29,3.59,4.74,1.62,3.4,2.18,3.54,1.46,250,2,125,92,1.41,42,1,2,6,98,24,1.5,2,318,191,374,1.95811518324607,4
1183032,42.340922,-71.0773107,1.38,1.29,1.1,3.28,4.55,1.35,3.08,1.97,3.62,0.98,150,1,150,93,0.5,19,1,2,2,100,1,1,1,51,119,260,2.18487394957983,4
9870,42.3432702,-71.0784884,1.34,1.11,1.08,3.1,4.44,1.15,2.91,1.88,3.71,0.79,279,1,279,80,0.12,6,1,2,2,89,558,1,1,362,19,52,2.73684210526316,4
27141,42.3415954,-71.0804424,1.21,1.19,0.95,3.19,4.6,1.31,3.06,2.04,3.56,0.95,279,1,279,84,0.06,4,1,2,2,89,558,1,1,359,11,20,1.81818181818182,4
650956,42.3456679,-71.072746,1.71,1.48,1.45,3.54,4.16,0.89,2.69,1.6,4.07,0.88,290,3,96.67,86,0.77,35,1,2,6,30,1,1.5,2,312,180,329,1.82777777777778,4
6992859,42.3467364,-71.0718314,1.78,1.57,1.52,3.56,4.07,0.81,2.6,1.51,4.15,0.9,399,1,399,92,0.9,13,1,2,4,100,1,1,1,364,57,139,2.43859649122807,4
3969526,42.3366634,-71.0748746,1.59,1.62,1.33,3.62,4.68,1.56,3.34,2.12,3.58,1.4,255,2,127.5,94,4.59,111,1,2,4,100,1,1,2,121,570,1180,2.07017543859649,4
1166808,42.342851,-71.0727874,1.67,1.5,1.4,3.49,4.31,1.11,2.85,1.74,3.91,0.96,75,1,75,90,0.72,29,1,3,1,100,3,1,1,361,156,305,1.95512820512821,4
8439661,42.3377967,-71.0705763,1.86,1.71,1.68,3.7,4.43,1.44,3.13,1.95,3.81,1.25,250,2,125,84,0.97,9,1,2,6,98,24,1.5,2,340,51,99,1.94117647058824,4
6793945,42.3317581,-71.0816244,1.16,1.77,1.11,3.87,5.12,2,3.78,2.56,3.03,1.74,215,1,215,96,1.88,27,1,2,4,100,1,1,1,106,171,381,2.2280701754386,4
2846739,42.3467364,-71.0718314,1.78,1.57,1.52,3.56,4.07,0.81,2.6,1.51,4.15,0.9,125,1,125,85,3.33,96,2,1,1,100,5,1,1,337,460,801,1.74130434782609,4
6575654,42.3317581,-71.0816244,1.16,1.77,1.11,3.87,5.12,2,3.78,2.56,3.03,1.74,110,1,110,96,0.32,5,1,1,2,70,1,1,1,30,18,43,2.38888888888889,4
8193344,42.3317581,-71.0816244,1.16,1.77,1.11,3.87,5.12,2,3.78,2.56,3.03,1.74,125,1,125,96,2.13,26,3,1,2,100,5,1.5,1,339,152,292,1.92105263157895,4
9862792,42.3374284,-71.0720313,1.76,1.63,1.6,3.62,4.47,1.48,3.18,1.99,3.69,1.31,373,4,93.25,95,3.98,34,1,2,8,86,3,2,3,153,160,348,2.175,4
7954808,42.3374284,-71.0720313,1.76,1.63,1.6,3.62,4.47,1.48,3.18,1.99,3.69,1.31,299,2,149.5,96,1.67,18,3,2,4,71,363,2,2,30,65,138,2.12307692307692,4
11687031,42.3374284,-71.0720313,1.76,1.63,1.6,3.62,4.47,1.48,3.18,1.99,3.69,1.31,269,1,269,95,0.79,4,3,2,2,71,363,1,1,29,17,37,2.17647058823529,4
7649517,42.3374284,-71.0720313,1.76,1.63,1.6,3.62,4.47,1.48,3.18,1.99,3.69,1.31,189,2,94.5,90,1.58,20,1,2,4,71,363,1,1,28,85,172,2.02352941176471,4
8575476,42.3485196,-71.0765708,1.48,1.21,1.22,3.19,4.17,0.89,2.66,1.61,4.15,0.53,215,1,215,92,1.99,22,1,2,2,100,2,1,0,223,100,230,2.3,4
8902304,42.3374284,-71.0720313,1.76,1.63,1.6,3.62,4.47,1.48,3.18,1.99,3.69,1.31,279,2,139.5,96,2.17,19,3,2,4,71,363,1,2,23,91,178,1.95604395604396,4
7919500,42.3374284,-71.0720313,1.76,1.63,1.6,3.62,4.47,1.48,3.18,1.99,3.69,1.31,289,2,144.5,93,1.22,14,3,2,4,71,363,1,1,30,55,109,1.98181818181818,4
8987722,42.3374284,-71.0720313,1.76,1.63,1.6,3.62,4.47,1.48,3.18,1.99,3.69,1.31,154,2,77,93,4.9,51,1,2,4,100,4,1,1,84,271,500,1.8450184501845,4
9208166,42.3374284,-71.0720313,1.76,1.63,1.6,3.62,4.47,1.48,3.18,1.99,3.69,1.31,236,3,78.67,96,4.23,42,1,2,6,86,3,2,2,137,170,368,2.16470588235294,4
7540480,42.3443772,-71.0689723,1.92,1.69,1.66,3.68,4.11,0.93,2.66,1.55,4.15,1.17,175,2,87.5,94,4.44,54,1,2,4,100,2,1,1,338,310,657,2.11935483870968,1
7921131,42.3374284,-71.0720313,1.76,1.63,1.6,3.62,4.47,1.48,3.18,1.99,3.69,1.31,229,2,114.5,91,1.4,17,3,2,4,71,363,1,1,21,104,210,2.01923076923077,4
8988506,42.3374284,-71.0720313,1.76,1.63,1.6,3.62,4.47,1.48,3.18,1.99,3.69,1.31,234,3,78,94,5.61,57,1,2,6,100,4,2,2,85,255,514,2.0156862745098,4
7634365,42.3374284,-71.0720313,1.76,1.63,1.6,3.62,4.47,1.48,3.18,1.99,3.69,1.31,329,2,164.5,96,2.23,29,1,2,4,71,363,2,2,8,169,345,2.0414201183432,4
2326445,42.3422593,-71.0695248,1.9,1.71,1.63,3.7,4.2,1.03,2.76,1.64,4.01,1.19,195,1,195,96,1.8,56,1,2,2,100,1,1,0,46,298,626,2.1006711409396,4
13494185,42.3437186,-71.0735154,1.66,1.42,1.39,3.41,4.3,1.11,2.84,1.74,3.93,0.87,145,1,145,96,2.73,5,5,2,2,100,4,1,0,134,22,52,2.36363636363636,4
10427199,42.3415954,-71.0804424,1.21,1.19,0.95,3.19,4.6,1.31,3.06,2.04,3.56,0.95,219,1,219,90,2.99,22,1,2,2,91,11,1,0,149,102,189,1.85294117647059,4
851927,42.3432702,-71.0784884,1.34,1.11,1.08,3.1,4.44,1.15,2.91,1.88,3.71,0.79,150,1,150,100,0.74,7,1,2,1,100,1,1,1,331,52,125,2.40384615384615,4
5714786,42.3414072,-71.0789189,1.33,1.28,1.06,3.27,4.62,1.32,3.08,2.06,3.65,0.96,138,1,138,70,0.7,12,1,2,2,98,24,1,0,321,81,71,0.876543209876543,4
9731479,42.3443772,-71.0689723,1.92,1.69,1.66,3.68,4.11,0.93,2.66,1.55,4.15,1.17,195,2,97.5,94,4.98,35,1,2,4,100,3,1,2,80,198,426,2.15151515151515,1
2916208,42.3406132,-71.0680406,1.97,1.8,1.71,3.79,4.17,1.18,2.88,1.69,3.99,1.26,100,1,100,92,0.91,26,1,1,1,100,1,1,1,248,99,217,2.19191919191919,4
8686165,42.3374284,-71.0720313,1.76,1.63,1.6,3.62,4.47,1.48,3.18,1.99,3.69,1.31,199,2,99.5,91,1.33,14,3,2,4,71,363,1,1,45,93,156,1.67741935483871,4
4750791,42.3384384,-71.0721248,1.76,1.61,1.58,3.6,4.5,1.42,3.17,1.94,3.76,1.21,239,1,239,93,0.91,16,1,2,4,100,12,1,1,292,71,149,2.09859154929577,4
8846202,42.3467364,-71.0718314,1.78,1.57,1.52,3.56,4.07,0.81,2.6,1.51,4.15,0.9,185,1,185,98,1.74,11,1,2,2,92,1,1,1,135,57,122,2.14035087719298,4
2292495,42.340922,-71.0773107,1.38,1.29,1.1,3.28,4.55,1.35,3.08,1.97,3.62,0.98,175,1,175,93,1.12,27,1,2,4,100,11,1,1,319,104,236,2.26923076923077,4
13171246,42.3369044,-71.0773971,1.41,1.44,1.14,3.44,4.74,1.59,3.32,2.18,3.46,1.29,200,2,100,95,1.43,4,1,2,4,100,1,1,2,0,30,61,2.03333333333333,4
1489289,42.3366634,-71.0748746,1.59,1.62,1.33,3.62,4.68,1.56,3.34,2.12,3.58,1.4,175,1,175,93,1.61,39,1,2,2,100,1,1,1,248,228,504,2.21052631578947,4
14591627,42.3369044,-71.0773971,1.41,1.44,1.14,3.44,4.74,1.59,3.32,2.18,3.46,1.29,125,2,62.5,100,4,4,3,1,3,100,1,1.5,1,68,43,80,1.86046511627907,4
9933886,42.3504366,-71.0726569,1.74,1.39,1.48,3.37,3.9,0.6,2.37,1.34,4.34,0.7,75,1,75,83,3.35,23,9,1,2,90,1,1,1,116,122,147,1.20491803278689,4
7205210,42.3317581,-71.0816244,1.16,1.77,1.11,3.87,5.12,2,3.78,2.56,3.03,1.74,200,1,200,100,0.81,11,1,2,2,100,1,1,1,122,59,144,2.4406779661017,4
13318173,42.3415954,-71.0804424,1.21,1.19,0.95,3.19,4.6,1.31,3.06,2.04,3.56,0.95,275,2,137.5,100,2.41,7,1,2,3,100,1,1,2,5,48,114,2.375,4
5783197,42.3439178,-71.0758777,1.5,1.27,1.23,3.25,4.36,1.07,2.82,1.8,3.85,0.71,600,4,150,99,2.08,35,1,2,5,100,3,2,3,331,204,478,2.34313725490196,4
7796658,42.3440218,-71.0662082,2.04,1.8,1.77,3.79,3.95,0.86,2.61,1.39,4.2,1.25,125,1,125,94,0.77,10,1,1,2,100,2,1,1,0,38,69,1.81578947368421,1
11588543,42.3369044,-71.0773971,1.41,1.44,1.14,3.44,4.74,1.59,3.32,2.18,3.46,1.29,265,2,132.5,96,7.16,42,1,2,3,100,2,1,2,306,229,462,2.0174672489083,4
1275498,42.340922,-71.0773107,1.38,1.29,1.1,3.28,4.55,1.35,3.08,1.97,3.62,0.98,160,1,160,89,0.4,15,1,2,2,100,6,1,1,252,119,225,1.89075630252101,4
4879702,42.3363979,-71.0781182,1.36,1.48,1.1,3.46,4.79,1.64,3.37,2.23,3.41,1.32,99,1,99,98,1.39,20,1,2,3,100,4,1,1,0,112,264,2.35714285714286,4
12253029,42.3422593,-71.0695248,1.9,1.71,1.63,3.7,4.2,1.03,2.76,1.64,4.01,1.19,125,1,125,97,1.68,8,1,2,2,80,1,1,0,3,45,97,2.15555555555556,4
7714627,42.3422593,-71.0695248,1.9,1.71,1.63,3.7,4.2,1.03,2.76,1.64,4.01,1.19,235,1,235,98,5.34,66,1,2,3,100,1,1,1,321,395,843,2.13417721518987,4
12890156,42.3418147,-71.0782554,1.38,1.21,1.12,3.2,4.58,1.28,3.04,2.02,3.7,0.9,149,1,149,92,3.64,13,1,2,4,68,1,1,1,324,38,55,1.44736842105263,4
5074924,42.3414072,-71.0789189,1.33,1.28,1.06,3.27,4.62,1.32,3.08,2.06,3.65,0.96,100,1,100,84,3.08,55,1,2,2,98,22,1,0,325,240,413,1.72083333333333,4
2372987,42.3369044,-71.0773971,1.41,1.44,1.14,3.44,4.74,1.59,3.32,2.18,3.46,1.29,164,1,164,86,1.26,39,1,2,2,98,22,1,1,304,190,258,1.35789473684211,4
7368611,42.3443772,-71.0689723,1.92,1.69,1.66,3.68,4.11,0.93,2.66,1.55,4.15,1.17,185,2,92.5,92,3.06,37,1,2,4,100,2,1,2,323,178,390,2.19101123595506,1
3601030,42.340922,-71.0773107,1.38,1.29,1.1,3.28,4.55,1.35,3.08,1.97,3.62,0.98,250,2,125,97,3.06,77,1,2,3,100,2,1,1,293,508,1089,2.14370078740158,4
4860853,42.3414072,-71.0789189,1.33,1.28,1.06,3.27,4.62,1.32,3.08,2.06,3.65,0.96,225,1,225,80,1.17,21,1,2,2,98,22,1,0,320,108,200,1.85185185185185,4
5532549,42.3456679,-71.072746,1.71,1.48,1.45,3.54,4.16,0.89,2.69,1.6,4.07,0.88,250,3,83.33,95,0.85,4,1,2,6,90,1,1,2,1,30,71,2.36666666666667,4
9663423,42.3385143,-71.0762779,1.48,1.55,1.21,3.53,4.61,1.43,3.16,2.05,3.55,1.23,115,1,115,100,1.06,6,3,2,3,100,1,1,1,4,31,61,1.96774193548387,4
3289921,42.3369044,-71.0773971,1.41,1.44,1.14,3.44,4.74,1.59,3.32,2.18,3.46,1.29,170,2,85,88,0.67,18,1,2,4,100,1,1,0,29,94,196,2.08510638297872,4
5976821,42.3401342,-71.0788497,1.28,1.3,1.01,3.3,4.64,1.44,3.18,2.08,3.53,1.08,125,1,125,97,3.51,59,1,3,2,100,1,1,1,138,431,1032,2.39443155452436,4
11841986,42.3401342,-71.0788497,1.28,1.3,1.01,3.3,4.64,1.44,3.18,2.08,3.53,1.08,229,3,76.33,73,2.23,9,1,2,4,71,363,1,2,79,20,44,2.2,4
8827268,42.3452801,-71.0524536,2.93,2.7,2.67,4.58,3.66,1.37,2.58,1.35,5.07,2.15,200,1,200,100,1.01,11,1,2,4,100,2,1,1,365,66,156,2.36363636363636,1
5075267,42.3414072,-71.0789189,1.33,1.28,1.06,3.27,4.62,1.32,3.08,2.06,3.65,0.96,100,1,100,76,1.98,39,1,2,2,98,22,1,0,327,204,322,1.57843137254902,4
798957,42.3415199,-71.0747768,1.55,1.38,1.34,3.36,4.45,1.27,3,1.89,3.79,0.92,306,2,153,97,4.72,192,1,2,4,100,6,2,2,133,1086,2373,2.18508287292818,4
11710680,42.3422593,-71.0695248,1.9,1.71,1.63,3.7,4.2,1.03,2.76,1.64,4.01,1.19,229,2,114.5,95,1.04,5,1,2,4,80,1,1,2,26,22,44,2,4
11686744,42.3374284,-71.0720313,1.76,1.63,1.6,3.62,4.47,1.48,3.18,1.99,3.69,1.31,199,1,199,100,0.77,4,3,2,2,71,363,1,1,29,10,20,2,4
8088370,42.3426483,-71.0778494,1.4,1.16,1.13,3.15,4.49,1.2,2.96,1.94,3.76,0.85,67,1,67,93,1.14,14,7,3,1,100,1,1,1,69,69,160,2.31884057971015,4
4742275,42.340922,-71.0773107,1.38,1.29,1.1,3.28,4.55,1.35,3.08,1.97,3.62,0.98,120,1,120,97,0.39,6,1,2,2,100,3,1,0,63,24,60,2.5,4
9611852,42.3467364,-71.0718314,1.78,1.57,1.52,3.56,4.07,0.81,2.6,1.51,4.15,0.9,197,1,197,98,4.53,26,1,2,2,90,1,1,0,42,143,316,2.20979020979021,4
11873789,42.3415954,-71.0804424,1.21,1.19,0.95,3.19,4.6,1.31,3.06,2.04,3.56,0.95,280,2,140,93,1.54,8,1,2,3,80,1,1,2,345,30,74,2.46666666666667,4
585148,42.3398968,-71.0682022,1.96,1.8,1.7,3.78,4.24,1.25,2.95,1.77,3.98,1.25,225,1,225,93,1.21,31,1,2,2,100,5,1,1,264,171,355,2.07602339181287,4
5582163,42.3444775,-71.0738024,1.61,1.38,1.35,3.37,4.28,1.03,2.81,1.72,3.96,0.82,170,1,170,97,2.91,50,1,2,2,90,1,1,1,185,265,614,2.31698113207547,4
5352623,42.3415199,-71.0747768,1.55,1.38,1.34,3.36,4.45,1.27,3,1.89,3.79,0.92,168,1,168,100,0.24,4,6,1,2,100,1,1,1,109,21,52,2.47619047619048,4
322593,42.3415199,-71.0747768,1.55,1.38,1.34,3.36,4.45,1.27,3,1.89,3.79,0.92,183,1,183,94,4.57,192,1,2,2,100,6,1,1,146,1365,2776,2.03369963369963,4
11902134,42.3443772,-71.0689723,1.92,1.69,1.66,3.68,4.11,0.93,2.66,1.55,4.15,1.17,300,2,150,88,1.74,9,1,2,6,100,2,1,2,275,47,91,1.93617021276596,4
10227043,42.3485196,-71.0765708,1.48,1.21,1.22,3.19,4.17,0.89,2.66,1.61,4.15,0.53,350,2,175,98,4.16,33,1,2,4,100,1,2,2,289,206,479,2.3252427184466,4
2683284,42.3317581,-71.0816244,1.16,1.77,1.11,3.87,5.12,2,3.78,2.56,3.03,1.74,190,2,95,92,3.9,115,1,2,4,100,3,1,1,344,616,1241,2.01461038961039,4
11397511,42.3385143,-71.0762779,1.48,1.55,1.21,3.53,4.61,1.43,3.16,2.05,3.55,1.23,180,1,180,96,3.46,18,1,1,2,100,1,1,1,80,96,233,2.42708333333333,4
1252289,42.3366634,-71.0748746,1.59,1.62,1.33,3.62,4.68,1.56,3.34,2.12,3.58,1.4,99,1,99,97,2,78,1,1,2,100,1,1,1,122,424,898,2.11792452830189,4
4679319,42.3394152,-71.0779964,1.34,1.37,1.08,3.37,4.7,1.51,3.24,2.13,3.59,1.14,110,1,110,75,0.24,4,1,2,2,100,3,1,0,64,13,10,0.769230769230769,4
8006992,42.336056,-71.0727196,1.71,1.77,1.47,3.76,4.6,1.62,3.31,2.12,3.64,1.46,210,1,210,100,0.58,6,1,2,3,100,1,1,1,321,34,79,2.32352941176471,4
8371115,42.3366634,-71.0748746,1.59,1.62,1.33,3.62,4.68,1.56,3.34,2.12,3.58,1.4,178,1,178,100,0.78,9,1,2,2,100,1,1,1,5,69,147,2.1304347826087,4
13378987,42.3415954,-71.0804424,1.21,1.19,0.95,3.19,4.6,1.31,3.06,2.04,3.56,0.95,600,5,120,83,3,6,3,2,7,100,1,2,4,0,18,46,2.55555555555556,4
13378936,42.3437186,-71.0735154,1.66,1.42,1.39,3.41,4.3,1.11,2.84,1.74,3.93,0.87,170,2,85,100,1.64,4,5,2,4,100,4,1,1,154,19,39,2.05263157894737,4
11041684,42.3415954,-71.0804424,1.21,1.19,0.95,3.19,4.6,1.31,3.06,2.04,3.56,0.95,129,1,129,96,0.77,5,1,2,2,77,16,1,0,361,32,71,2.21875,4
13378923,42.3437186,-71.0735154,1.66,1.42,1.39,3.41,4.3,1.11,2.84,1.74,3.93,0.87,160,1,160,100,3.33,5,5,2,2,100,4,1,0,141,39,90,2.30769230769231,4
6348631,42.3440218,-71.0662082,2.04,1.8,1.77,3.79,3.95,0.86,2.61,1.39,4.2,1.25,149,1,149,90,0.5,8,1,2,2,100,4,1,2,0,37,67,1.81081081081081,1
9840919,42.3437186,-71.0735154,1.66,1.42,1.39,3.41,4.3,1.11,2.84,1.74,3.93,0.87,175,2,87.5,90,1.9,8,1,2,4,100,37,1,1,0,21,52,2.47619047619048,4
5734770,42.3432702,-71.0784884,1.34,1.11,1.08,3.1,4.44,1.15,2.91,1.88,3.71,0.79,150,1,150,95,5.01,87,1,1,2,92,1,1,1,59,509,1215,2.38703339882122,4
8480507,42.3369044,-71.0773971,1.41,1.44,1.14,3.44,4.74,1.59,3.32,2.18,3.46,1.29,250,1,250,100,1.52,15,1,2,4,100,1,1.5,1,45,118,235,1.99152542372881,4
4364925,42.340922,-71.0773107,1.38,1.29,1.1,3.28,4.55,1.35,3.08,1.97,3.62,0.98,200,3,66.67,95,2.36,52,1,2,7,100,11,1,2,318,211,481,2.27962085308057,4
12426977,42.3369044,-71.0773971,1.41,1.44,1.14,3.44,4.74,1.59,3.32,2.18,3.46,1.29,120,1,120,93,3.54,15,1,2,2,90,1,1,0,67,77,171,2.22077922077922,4
10083878,42.3317581,-71.0816244,1.16,1.77,1.11,3.87,5.12,2,3.78,2.56,3.03,1.74,170,1,170,97,5.77,30,1,2,4,100,1,1,1,120,242,465,1.92148760330579,4
990668,42.3415199,-71.0747768,1.55,1.38,1.34,3.36,4.45,1.27,3,1.89,3.79,0.92,157,1,157,98,2.41,96,1,1,2,100,6,1.5,1,149,610,1267,2.07704918032787,4
10427882,42.3415954,-71.0804424,1.21,1.19,0.95,3.19,4.6,1.31,3.06,2.04,3.56,0.95,229,1,229,93,0.84,6,1,2,2,91,11,1,1,203,42,86,2.04761904761905,4
6677700,42.3432702,-71.0784884,1.34,1.11,1.08,3.1,4.44,1.15,2.91,1.88,3.71,0.79,210,2,105,89,0.77,11,1,2,4,100,1,1,2,0,55,112,2.03636363636364,4
8316068,42.3317581,-71.0816244,1.16,1.77,1.11,3.87,5.12,2,3.78,2.56,3.03,1.74,110,1,110,96,2.31,15,3,1,2,100,5,1.5,1,352,114,240,2.10526315789474,4
6972426,42.341862,-71.0808027,1.18,1.16,0.91,3.16,4.62,1.32,3.08,2.06,3.58,0.89,575,2,287.5,99,1.35,19,5,2,4,100,1,2.5,2,350,129,297,2.30232558139535,4
6038520,42.3317581,-71.0816244,1.16,1.77,1.11,3.87,5.12,2,3.78,2.56,3.03,1.74,200,1,200,98,1.4,22,1,2,2,90,1,1,1,248,107,267,2.49532710280374,4
3236496,42.340922,-71.0773107,1.38,1.29,1.1,3.28,4.55,1.35,3.08,1.97,3.62,0.98,115,1,115,100,0.31,4,1,2,2,100,3,1,0,88,15,36,2.4,4
8200839,42.3317581,-71.0816244,1.16,1.77,1.11,3.87,5.12,2,3.78,2.56,3.03,1.74,110,1,110,96,1.57,19,3,1,2,100,5,1.5,1,295,91,188,2.06593406593407,4
1106555,42.3415199,-71.0747768,1.55,1.38,1.34,3.36,4.45,1.27,3,1.89,3.79,0.92,500,1,500,94,0.65,26,10,3,1,100,6,0,1,365,129,207,1.6046511627907,4
6939126,42.3417603,-71.0760496,1.53,1.29,1.26,3.28,4.47,1.27,3,1.91,3.72,0.91,250,1,250,77,1.44,21,1,2,2,100,1,1,1,365,83,128,1.5421686746988,4
8595650,42.3431182,-71.0699528,1.86,1.67,1.6,3.66,4.19,1.01,2.74,1.63,4.04,1.16,200,1,200,99,3.37,38,1,2,4,100,1,1,1,309,202,472,2.33663366336634,4
2549840,42.3369044,-71.0773971,1.41,1.44,1.14,3.44,4.74,1.59,3.32,2.18,3.46,1.29,417,4,104.25,90,1.3,39,1,2,8,98,22,2.5,3,292,171,348,2.03508771929825,4
5088560,42.3369044,-71.0773971,1.41,1.44,1.14,3.44,4.74,1.59,3.32,2.18,3.46,1.29,600,2,300,100,2.92,38,3,2,4,100,3,2,2,145,295,700,2.3728813559322,4
4364989,42.340922,-71.0773107,1.38,1.29,1.1,3.28,4.55,1.35,3.08,1.97,3.62,0.98,175,2,87.5,95,1.88,31,1,2,4,100,11,1,1,291,141,333,2.36170212765957,4
14091605,42.3385143,-71.0762779,1.48,1.55,1.21,3.53,4.61,1.43,3.16,2.05,3.55,1.23,69,1,69,94,10.41,17,7,1,2,100,1,1,1,1,94,227,2.41489361702128,4
1810397,42.3431,-71.0715473,1.75,1.56,1.48,3.54,4.29,1.09,2.82,1.71,4,1,800,4,200,98,0.97,26,1,2,8,100,1,2.5,3,334,151,367,2.43046357615894,4
7377034,42.3440218,-71.0662082,2.04,1.8,1.77,3.79,3.95,0.86,2.61,1.39,4.2,1.25,133,2,66.5,95,1.27,17,3,1,4,100,1,1,1,19,83,184,2.21686746987952,1
453660,42.342851,-71.0727874,1.67,1.5,1.4,3.49,4.31,1.11,2.85,1.74,3.91,0.96,99,1,99,96,1.39,55,1,1,2,100,3,1,1,292,279,676,2.42293906810036,4
12049787,42.3456679,-71.072746,1.71,1.48,1.45,3.54,4.16,0.89,2.69,1.6,4.07,0.88,170,2,85,88,1.33,7,1,2,2,100,37,1,0,155,24,45,1.875,4
3842286,42.3452455,-71.0729927,1.7,1.47,1.44,3.46,4.37,1.08,2.83,1.81,4.06,0.9,189,1,189,99,0.9,22,1,2,4,100,1,1,1,129,143,329,2.3006993006993,4
13377097,42.3437186,-71.0735154,1.66,1.42,1.39,3.41,4.3,1.11,2.84,1.74,3.93,0.87,150,1,150,96,2.03,5,5,2,2,100,4,1,0,140,24,47,1.95833333333333,4
7920541,42.3374284,-71.0720313,1.76,1.63,1.6,3.62,4.47,1.48,3.18,1.99,3.69,1.31,179,2,89.5,96,3.06,33,3,2,4,71,363,1,1,26,134,263,1.96268656716418,4
2694019,42.3485196,-71.0765708,1.48,1.21,1.22,3.19,4.17,0.89,2.66,1.61,4.15,0.53,250,1,250,90,1.16,34,1,2,3,100,1,1,1,171,162,315,1.94444444444444,4
11590512,42.3374284,-71.0720313,1.76,1.63,1.6,3.62,4.47,1.48,3.18,1.99,3.69,1.31,229,1,229,92,0.96,5,3,2,2,71,363,1,1,7,19,31,1.63157894736842,4
5593888,42.3369044,-71.0773971,1.41,1.44,1.14,3.44,4.74,1.59,3.32,2.18,3.46,1.29,89,1,89,86,3.66,60,1,1,2,100,1,1,1,133,353,681,1.92917847025496,4
12308161,42.3369044,-71.0773971,1.41,1.44,1.14,3.44,4.74,1.59,3.32,2.18,3.46,1.29,119,1,119,97,6.08,29,1,1,2,100,1,1,1,40,156,353,2.26282051282051,4
989163,42.340922,-71.0773107,1.38,1.29,1.1,3.28,4.55,1.35,3.08,1.97,3.62,0.98,170,1,170,98,0.52,19,1,2,2,100,6,1,1,318,135,300,2.22222222222222,4
12916551,42.3415954,-71.0804424,1.21,1.19,0.95,3.19,4.6,1.31,3.06,2.04,3.56,0.95,159,2,79.5,98,9.08,33,1,2,6,100,2,1,1,242,152,349,2.29605263157895,4
7214920,42.3383079,-71.0709452,1.82,1.67,1.64,3.66,4.39,1.4,3.09,1.91,3.77,1.22,250,2,125,92,0.92,13,3,2,3,100,1,1,2,272,71,162,2.28169014084507,4
7755144,42.340922,-71.0773107,1.38,1.29,1.1,3.28,4.55,1.35,3.08,1.97,3.62,0.98,225,1,225,98,1.94,24,1,2,3,100,1,1,1,346,156,314,2.01282051282051,4
10391455,42.3369044,-71.0773971,1.41,1.44,1.14,3.44,4.74,1.59,3.32,2.18,3.46,1.29,75,1,75,96,1.3,9,1,1,2,100,6,1,1,41,84,142,1.69047619047619,4
5639731,42.3414072,-71.0789189,1.33,1.28,1.06,3.27,4.62,1.32,3.08,2.06,3.65,0.96,144,1,144,83,0.73,13,1,2,2,98,24,1,0,320,54,83,1.53703703703704,4
6134013,42.3431182,-71.0699528,1.86,1.67,1.6,3.66,4.19,1.01,2.74,1.63,4.04,1.16,120,1,120,98,3,48,2,1,2,100,1,1,1,0,294,637,2.16666666666667,4
4461846,42.3432702,-71.0784884,1.34,1.11,1.08,3.1,4.44,1.15,2.91,1.88,3.71,0.79,147,1,147,75,0.25,4,1,2,2,100,52,1,0,296,14,28,2,4
6444303,42.3415199,-71.0747768,1.55,1.38,1.34,3.36,4.45,1.27,3,1.89,3.79,0.92,217,1,217,99,1.37,21,1,1,2,100,6,1,1,7,132,314,2.37878787878788,4
7575052,42.340922,-71.0773107,1.38,1.29,1.1,3.28,4.55,1.35,3.08,1.97,3.62,0.98,200,2,100,97,1.73,23,1,2,4,100,11,1,1,264,94,213,2.26595744680851,4
14125957,42.3433918,-71.0776627,1.39,1.16,1.13,3.15,4.43,1.14,2.89,1.87,3.75,0.77,150,1,150,97,7,7,1,2,2,100,1,1,0,33,97,206,2.12371134020619,4
12587887,42.3383079,-71.0709452,1.82,1.67,1.64,3.66,4.39,1.4,3.09,1.91,3.77,1.22,279,2,139.5,100,1.13,4,1,2,4,90,1,1,2,235,25,55,2.2,4
1038465,42.3467364,-71.0718314,1.78,1.57,1.52,3.56,4.07,0.81,2.6,1.51,4.15,0.9,135,1,135,88,3.92,163,2,1,1,100,5,1,1,333,778,1447,1.8598971722365,4
8753913,42.3369044,-71.0773971,1.41,1.44,1.14,3.44,4.74,1.59,3.32,2.18,3.46,1.29,240,2,120,96,2.4,26,1,2,4,100,1,1,2,101,134,304,2.26865671641791,4
2495047,42.340922,-71.0773107,1.38,1.29,1.1,3.28,4.55,1.35,3.08,1.97,3.62,0.98,160,1,160,88,0.33,8,1,2,2,100,6,1,0,310,51,93,1.82352941176471,4
10671192,42.338942,-71.0787036,1.3,1.33,1.03,3.33,4.76,1.56,3.29,2.18,3.54,1.19,175,1,175,100,6.61,24,1,2,2,100,1,1,1,36,169,340,2.01183431952663,4
9474436,42.3457835,-71.076447,1.52,1.28,1.25,3.27,4.29,0.99,2.75,1.73,3.95,0.65,228,1,228,95,1.34,13,1,2,2,100,1,1,1,75,53,115,2.16981132075472,4
1200502,42.3393905,-71.0767268,1.43,1.46,1.16,3.45,4.65,1.47,3.2,2.09,3.64,1.15,145,1,145,87,0.96,34,1,2,2,100,1,1,1,271,177,343,1.93785310734463,4
