listing_id,lat,lon,Isabella Stewart Gardner Museum,Fenway Park,MFA Boston,Harvard Square,Boston Harbor,Boston Common,Bunker Hill Monument,Faneuil Hall Marketplace,Arnold Arboretum,Skywalk Observatory,price,beds,price_bed,rating,reviews_month,reviews_count,property_type,room_type,accommodates,host_response_rate,host_listing_count,bathrooms,bedrooms,availability
8371203,42.3160045,-71.0729626,2.43,3.08,2.42,5.14,6.13,3.26,4.88,3.65,3.29,3.01,90,1,90,100,0.7,8,Apartment,Private room,1,90,3,1,1,364
6939454,42.323798,-71.0787983,1.69,2.34,1.67,4.54,5.6,2.68,4.35,3.12,2.99,2.41,179,2,89.5,83,2.33,34,Apartment,Entire home/apt,8,100,6,1,2,20
176006,42.3121061,-71.0706266,2.78,3.43,2.77,5.53,6.33,3.65,5.26,4.03,3.29,3.4,60,1,60,93,1.46,88,House,Private room,2,90,1,1,1,314
7281884,42.3128447,-71.0825203,2.38,3.03,2.36,5.3,6.47,3.43,5.18,3.99,2.51,3.17,110,1,110,95,5.99,82,House,Entire home/apt,2,90,1,1,0,39
3727560,42.3247146,-71.0746693,1.8,2.41,1.74,4.41,5.4,2.54,4.15,2.93,3.23,2.28,120,3,40,87,3.55,91,House,Private room,2,100,1,1.5,1,349
10247000,42.3320768,-71.0756032,1.45,1.87,1.35,3.86,4.87,1.99,3.62,2.4,3.36,1.72,60,1,60,83,1.08,9,Apartment,Private room,2,100,1,1,1,0
6695,42.329133,-71.0946362,0.95,1.68,1.02,3.98,5.85,2.56,4.32,3.29,2.39,1.97,195,2,97.5,95,0.54,47,Apartment,Entire home/apt,4,100,7,1,1,324
10787333,42.3286311,-71.0936838,1.09,1.82,1.15,4.11,5.99,2.7,4.54,3.43,2.45,2.1,114,1,114,100,2.56,7,Apartment,Entire home/apt,2,100,1,1,1,213
5970118,42.3415954,-71.0804424,1.21,1.19,0.95,3.19,4.6,1.31,3.06,2.04,3.56,0.95,150,1,150,93,0.25,4,House,Private room,2,90,2,1,1,365
4593974,42.3171997,-71.0801647,2.06,2.72,2.05,4.97,6.14,3.11,4.85,3.67,2.81,2.84,39,1,39,95,0.51,4,Apartment,Private room,1,93,17,1,1,284
3343428,42.3281574,-71.0926176,1.05,1.79,1.12,4.08,5.86,2.68,4.41,3.3,2.5,2.07,95,1,95,100,1.68,14,Apartment,Private room,2,100,6,1,1,45
6576530,42.3101528,-71.0847585,2.62,3.29,2.63,5.56,6.67,3.7,5.42,4.2,2.31,3.43,450,8,56.25,80,0.31,4,House,Entire home/apt,8,100,7,2,3,357
3888360,42.3265934,-71.0888658,1.28,2.01,1.39,4.31,5.7,2.56,4.36,3.14,2.56,2.2,269,4,67.25,90,3.87,24,Apartment,Entire home/apt,10,100,2,1.5,3,316
4560053,42.3269516,-71.0932111,1.15,1.88,1.21,4.17,5.96,2.78,4.51,3.4,2.41,2.16,250,3,83.33,90,1.11,23,Apartment,Entire home/apt,6,100,7,1.5,3,334
14426987,42.3273037,-71.0916116,1.18,1.91,1.23,4.21,5.86,2.66,4.4,3.3,2.54,2.15,120,3,40,100,5,5,Apartment,Private room,4,100,1,1.5,1,139
5526514,42.329133,-71.0946362,0.95,1.68,1.02,3.98,5.85,2.56,4.32,3.29,2.39,1.97,175,2,87.5,92,1.36,25,Apartment,Entire home/apt,4,100,3,1,0,335
1602491,42.323798,-71.0787983,1.69,2.34,1.67,4.54,5.6,2.68,4.35,3.12,2.99,2.41,70,1,70,83,0.74,26,House,Private room,2,95,5,1,1,340
169430,42.3204919,-71.0901513,1.85,2.58,1.93,4.88,6.24,3.1,4.9,3.68,2.26,2.74,150,6,25,91,1.71,105,House,Entire home/apt,10,100,1,2,4,18
8420883,42.3258845,-71.078188,1.65,2.25,1.59,4.35,5.41,2.49,4.16,2.94,3.06,2.22,75,3,25,68,0.6,6,House,Private room,3,100,2,2,1,342
5940069,42.3415954,-71.0804424,1.21,1.19,0.95,3.19,4.6,1.31,3.06,2.04,3.56,0.95,450,3,150,90,1.13,19,House,Entire home/apt,6,90,2,1,2,365
8228903,42.3301127,-71.0915948,0.93,1.67,0.98,3.96,5.73,2.55,4.28,3.17,2.55,1.9,99,1,99,89,7.03,83,House,Private room,2,100,18,2,1,342
8310807,42.3301127,-71.0915948,0.93,1.67,0.98,3.96,5.73,2.55,4.28,3.17,2.55,1.9,99,1,99,96,3.98,48,House,Private room,1,100,18,2,1,349
4460532,42.3281574,-71.0926176,1.05,1.79,1.12,4.08,5.86,2.68,4.41,3.3,2.5,2.07,92,1,92,96,3.5,78,Apartment,Private room,1,100,6,1,1,21
4263736,42.3281574,-71.0926176,1.05,1.79,1.12,4.08,5.86,2.68,4.41,3.3,2.5,2.07,125,1,125,98,3.65,85,Apartment,Private room,2,100,6,1,1,47
69369,42.3252931,-71.0887682,1.42,2.09,1.42,4.37,5.73,2.59,4.39,3.17,2.45,2.23,85,1,85,95,1.29,83,Apartment,Private room,2,92,5,1,1,333
13077603,42.3165747,-71.090156,2.08,2.81,2.15,5.1,6.45,3.31,5.12,3.89,2.1,2.95,35,1,35,98,2.45,9,Apartment,Private room,1,100,3,1.5,1,93
8735827,42.3281574,-71.0926176,1.05,1.79,1.12,4.08,5.86,2.68,4.41,3.3,2.5,2.07,90,1,90,93,2.96,31,Townhouse,Private room,2,100,3,1,1,42
8703026,42.2780636,-71.160213,5.96,6.42,6.23,8.34,11.23,7.92,9.71,8.67,3.29,7.14,35,1,35,87,3.82,43,Apartment,Shared room,1,56,1,1,1,254
6709682,42.3367834,-71.0837392,1,1.44,0.88,3.43,5.01,1.81,3.54,2.43,3.24,1.29,65,1,65,86,1.66,25,Apartment,Private room,2,100,6,1,1,9
3656168,42.3171997,-71.0801647,2.06,2.72,2.05,4.97,6.14,3.11,4.85,3.67,2.81,2.84,40,1,40,90,0.32,4,Apartment,Private room,1,93,17,1,1,340
8734707,42.3281574,-71.0926176,1.05,1.79,1.12,4.08,5.86,2.68,4.41,3.3,2.5,2.07,90,1,90,98,3.52,38,Apartment,Private room,2,100,3,1,1,66
5146580,42.323798,-71.0787983,1.69,2.34,1.67,4.54,5.6,2.68,4.35,3.12,2.99,2.41,65,1,65,83,3.33,58,Apartment,Private room,2,100,6,1,1,305
5146447,42.323798,-71.0787983,1.69,2.34,1.67,4.54,5.6,2.68,4.35,3.12,2.99,2.41,63,1,63,82,2.49,45,Apartment,Private room,2,100,6,1,1,263
5146451,42.323798,-71.0787983,1.69,2.34,1.67,4.54,5.6,2.68,4.35,3.12,2.99,2.41,63,1,63,85,1.9,32,Apartment,Private room,2,100,6,1,1,286
1197857,42.340922,-71.0773107,1.38,1.29,1.1,3.28,4.55,1.35,3.08,1.97,3.62,0.98,167,2,83.5,88,1.61,63,Apartment,Entire home/apt,4,98,24,1,1,337
13797162,42.3223328,-71.0785158,1.84,2.5,1.83,4.69,5.68,2.82,4.43,3.21,3.01,2.56,150,1,150,97,3.91,6,Apartment,Entire home/apt,2,100,1,1,1,111
163941,42.2780636,-71.160213,5.96,6.42,6.23,8.34,11.23,7.92,9.71,8.67,3.29,7.14,225,3,75,92,2.24,138,Apartment,Entire home/apt,6,100,7,1,2,323
4555637,42.3281574,-71.0926176,1.05,1.79,1.12,4.08,5.86,2.68,4.41,3.3,2.5,2.07,81,1,81,96,1.82,40,Apartment,Private room,1,100,6,1,1,59
9896359,42.3444775,-71.0738024,1.61,1.38,1.35,3.37,4.28,1.03,2.81,1.72,3.96,0.82,195,1,195,92,0.66,5,Apartment,Entire home/apt,2,100,2,1,1,272
5885130,42.3385143,-71.0762779,1.48,1.55,1.21,3.53,4.61,1.43,3.16,2.05,3.55,1.23,295,1,295,100,0.56,9,Apartment,Entire home/apt,2,100,1,1,1,364
2301709,42.336127,-71.0752762,1.56,1.59,1.29,3.59,4.74,1.62,3.4,2.18,3.54,1.46,250,2,125,92,1.41,42,Apartment,Entire home/apt,6,98,24,1.5,2,318
1183032,42.340922,-71.0773107,1.38,1.29,1.1,3.28,4.55,1.35,3.08,1.97,3.62,0.98,150,1,150,93,0.5,19,Apartment,Entire home/apt,2,100,1,1,1,51
9870,42.3432702,-71.0784884,1.34,1.11,1.08,3.1,4.44,1.15,2.91,1.88,3.71,0.79,279,1,279,80,0.12,6,Apartment,Entire home/apt,2,89,558,1,1,362
27141,42.3415954,-71.0804424,1.21,1.19,0.95,3.19,4.6,1.31,3.06,2.04,3.56,0.95,279,1,279,84,0.06,4,Apartment,Entire home/apt,2,89,558,1,1,359
650956,42.3456679,-71.072746,1.71,1.48,1.45,3.54,4.16,0.89,2.69,1.6,4.07,0.88,290,3,96.67,86,0.77,35,Apartment,Entire home/apt,6,30,1,1.5,2,312
6992859,42.3467364,-71.0718314,1.78,1.57,1.52,3.56,4.07,0.81,2.6,1.51,4.15,0.9,399,1,399,92,0.9,13,Apartment,Entire home/apt,4,100,1,1,1,364
3969526,42.3366634,-71.0748746,1.59,1.62,1.33,3.62,4.68,1.56,3.34,2.12,3.58,1.4,255,2,127.5,94,4.59,111,Apartment,Entire home/apt,4,100,1,1,2,121
1166808,42.342851,-71.0727874,1.67,1.5,1.4,3.49,4.31,1.11,2.85,1.74,3.91,0.96,75,1,75,90,0.72,29,Apartment,Shared room,1,100,3,1,1,361
8439661,42.3377967,-71.0705763,1.86,1.71,1.68,3.7,4.43,1.44,3.13,1.95,3.81,1.25,250,2,125,84,0.97,9,Apartment,Entire home/apt,6,98,24,1.5,2,340
6793945,42.3317581,-71.0816244,1.16,1.77,1.11,3.87,5.12,2,3.78,2.56,3.03,1.74,215,1,215,96,1.88,27,Apartment,Entire home/apt,4,100,1,1,1,106
2846739,42.3467364,-71.0718314,1.78,1.57,1.52,3.56,4.07,0.81,2.6,1.51,4.15,0.9,125,1,125,85,3.33,96,House,Private room,1,100,5,1,1,337
6575654,42.3317581,-71.0816244,1.16,1.77,1.11,3.87,5.12,2,3.78,2.56,3.03,1.74,110,1,110,96,0.32,5,Apartment,Private room,2,70,1,1,1,30
8193344,42.3317581,-71.0816244,1.16,1.77,1.11,3.87,5.12,2,3.78,2.56,3.03,1.74,125,1,125,96,2.13,26,Condominium,Private room,2,100,5,1.5,1,339
9862792,42.3374284,-71.0720313,1.76,1.63,1.6,3.62,4.47,1.48,3.18,1.99,3.69,1.31,373,4,93.25,95,3.98,34,Apartment,Entire home/apt,8,86,3,2,3,153
7954808,42.3374284,-71.0720313,1.76,1.63,1.6,3.62,4.47,1.48,3.18,1.99,3.69,1.31,299,2,149.5,96,1.67,18,Condominium,Entire home/apt,4,71,363,2,2,30
11687031,42.3374284,-71.0720313,1.76,1.63,1.6,3.62,4.47,1.48,3.18,1.99,3.69,1.31,269,1,269,95,0.79,4,Condominium,Entire home/apt,2,71,363,1,1,29
7649517,42.3374284,-71.0720313,1.76,1.63,1.6,3.62,4.47,1.48,3.18,1.99,3.69,1.31,189,2,94.5,90,1.58,20,Apartment,Entire home/apt,4,71,363,1,1,28
8575476,42.3485196,-71.0765708,1.48,1.21,1.22,3.19,4.17,0.89,2.66,1.61,4.15,0.53,215,1,215,92,1.99,22,Apartment,Entire home/apt,2,100,2,1,0,223
8902304,42.3374284,-71.0720313,1.76,1.63,1.6,3.62,4.47,1.48,3.18,1.99,3.69,1.31,279,2,139.5,96,2.17,19,Condominium,Entire home/apt,4,71,363,1,2,23
7919500,42.3374284,-71.0720313,1.76,1.63,1.6,3.62,4.47,1.48,3.18,1.99,3.69,1.31,289,2,144.5,93,1.22,14,Condominium,Entire home/apt,4,71,363,1,1,30
8987722,42.3374284,-71.0720313,1.76,1.63,1.6,3.62,4.47,1.48,3.18,1.99,3.69,1.31,154,2,77,93,4.9,51,Apartment,Entire home/apt,4,100,4,1,1,84
9208166,42.3374284,-71.0720313,1.76,1.63,1.6,3.62,4.47,1.48,3.18,1.99,3.69,1.31,236,3,78.67,96,4.23,42,Apartment,Entire home/apt,6,86,3,2,2,137
7540480,42.3443772,-71.0689723,1.92,1.69,1.66,3.68,4.11,0.93,2.66,1.55,4.15,1.17,175,2,87.5,94,4.44,54,Apartment,Entire home/apt,4,100,2,1,1,338
7921131,42.3374284,-71.0720313,1.76,1.63,1.6,3.62,4.47,1.48,3.18,1.99,3.69,1.31,229,2,114.5,91,1.4,17,Condominium,Entire home/apt,4,71,363,1,1,21
8988506,42.3374284,-71.0720313,1.76,1.63,1.6,3.62,4.47,1.48,3.18,1.99,3.69,1.31,234,3,78,94,5.61,57,Apartment,Entire home/apt,6,100,4,2,2,85
7634365,42.3374284,-71.0720313,1.76,1.63,1.6,3.62,4.47,1.48,3.18,1.99,3.69,1.31,329,2,164.5,96,2.23,29,Apartment,Entire home/apt,4,71,363,2,2,8
2326445,42.3422593,-71.0695248,1.9,1.71,1.63,3.7,4.2,1.03,2.76,1.64,4.01,1.19,195,1,195,96,1.8,56,Apartment,Entire home/apt,2,100,1,1,0,46
13494185,42.3437186,-71.0735154,1.66,1.42,1.39,3.41,4.3,1.11,2.84,1.74,3.93,0.87,145,1,145,96,2.73,5,Townhouse,Entire home/apt,2,100,4,1,0,134
10427199,42.3415954,-71.0804424,1.21,1.19,0.95,3.19,4.6,1.31,3.06,2.04,3.56,0.95,219,1,219,90,2.99,22,Apartment,Entire home/apt,2,91,11,1,0,149
851927,42.3432702,-71.0784884,1.34,1.11,1.08,3.1,4.44,1.15,2.91,1.88,3.71,0.79,150,1,150,100,0.74,7,Apartment,Entire home/apt,1,100,1,1,1,331
5714786,42.3414072,-71.0789189,1.33,1.28,1.06,3.27,4.62,1.32,3.08,2.06,3.65,0.96,138,1,138,70,0.7,12,Apartment,Entire home/apt,2,98,24,1,0,321
9731479,42.3443772,-71.0689723,1.92,1.69,1.66,3.68,4.11,0.93,2.66,1.55,4.15,1.17,195,2,97.5,94,4.98,35,Apartment,Entire home/apt,4,100,3,1,2,80
2916208,42.3406132,-71.0680406,1.97,1.8,1.71,3.79,4.17,1.18,2.88,1.69,3.99,1.26,100,1,100,92,0.91,26,Apartment,Private room,1,100,1,1,1,248
8686165,42.3374284,-71.0720313,1.76,1.63,1.6,3.62,4.47,1.48,3.18,1.99,3.69,1.31,199,2,99.5,91,1.33,14,Condominium,Entire home/apt,4,71,363,1,1,45
4750791,42.3384384,-71.0721248,1.76,1.61,1.58,3.6,4.5,1.42,3.17,1.94,3.76,1.21,239,1,239,93,0.91,16,Apartment,Entire home/apt,4,100,12,1,1,292
8846202,42.3467364,-71.0718314,1.78,1.57,1.52,3.56,4.07,0.81,2.6,1.51,4.15,0.9,185,1,185,98,1.74,11,Apartment,Entire home/apt,2,92,1,1,1,135
2292495,42.340922,-71.0773107,1.38,1.29,1.1,3.28,4.55,1.35,3.08,1.97,3.62,0.98,175,1,175,93,1.12,27,Apartment,Entire home/apt,4,100,11,1,1,319
13171246,42.3369044,-71.0773971,1.41,1.44,1.14,3.44,4.74,1.59,3.32,2.18,3.46,1.29,200,2,100,95,1.43,4,Apartment,Entire home/apt,4,100,1,1,2,0
1489289,42.3366634,-71.0748746,1.59,1.62,1.33,3.62,4.68,1.56,3.34,2.12,3.58,1.4,175,1,175,93,1.61,39,Apartment,Entire home/apt,2,100,1,1,1,248
14591627,42.3369044,-71.0773971,1.41,1.44,1.14,3.44,4.74,1.59,3.32,2.18,3.46,1.29,125,2,62.5,100,4,4,Condominium,Private room,3,100,1,1.5,1,68
9933886,42.3504366,-71.0726569,1.74,1.39,1.48,3.37,3.9,0.6,2.37,1.34,4.34,0.7,75,1,75,83,3.35,23,Dorm,Private room,2,90,1,1,1,116
7205210,42.3317581,-71.0816244,1.16,1.77,1.11,3.87,5.12,2,3.78,2.56,3.03,1.74,200,1,200,100,0.81,11,Apartment,Entire home/apt,2,100,1,1,1,122
13318173,42.3415954,-71.0804424,1.21,1.19,0.95,3.19,4.6,1.31,3.06,2.04,3.56,0.95,275,2,137.5,100,2.41,7,Apartment,Entire home/apt,3,100,1,1,2,5
5783197,42.3439178,-71.0758777,1.5,1.27,1.23,3.25,4.36,1.07,2.82,1.8,3.85,0.71,600,4,150,99,2.08,35,Apartment,Entire home/apt,5,100,3,2,3,331
7796658,42.3440218,-71.0662082,2.04,1.8,1.77,3.79,3.95,0.86,2.61,1.39,4.2,1.25,125,1,125,94,0.77,10,Apartment,Private room,2,100,2,1,1,0
11588543,42.3369044,-71.0773971,1.41,1.44,1.14,3.44,4.74,1.59,3.32,2.18,3.46,1.29,265,2,132.5,96,7.16,42,Apartment,Entire home/apt,3,100,2,1,2,306
1275498,42.340922,-71.0773107,1.38,1.29,1.1,3.28,4.55,1.35,3.08,1.97,3.62,0.98,160,1,160,89,0.4,15,Apartment,Entire home/apt,2,100,6,1,1,252
4879702,42.3363979,-71.0781182,1.36,1.48,1.1,3.46,4.79,1.64,3.37,2.23,3.41,1.32,99,1,99,98,1.39,20,Apartment,Entire home/apt,3,100,4,1,1,0
12253029,42.3422593,-71.0695248,1.9,1.71,1.63,3.7,4.2,1.03,2.76,1.64,4.01,1.19,125,1,125,97,1.68,8,Apartment,Entire home/apt,2,80,1,1,0,3
7714627,42.3422593,-71.0695248,1.9,1.71,1.63,3.7,4.2,1.03,2.76,1.64,4.01,1.19,235,1,235,98,5.34,66,Apartment,Entire home/apt,3,100,1,1,1,321
12890156,42.3418147,-71.0782554,1.38,1.21,1.12,3.2,4.58,1.28,3.04,2.02,3.7,0.9,149,1,149,92,3.64,13,Apartment,Entire home/apt,4,68,1,1,1,324
5074924,42.3414072,-71.0789189,1.33,1.28,1.06,3.27,4.62,1.32,3.08,2.06,3.65,0.96,100,1,100,84,3.08,55,Apartment,Entire home/apt,2,98,22,1,0,325
2372987,42.3369044,-71.0773971,1.41,1.44,1.14,3.44,4.74,1.59,3.32,2.18,3.46,1.29,164,1,164,86,1.26,39,Apartment,Entire home/apt,2,98,22,1,1,304
7368611,42.3443772,-71.0689723,1.92,1.69,1.66,3.68,4.11,0.93,2.66,1.55,4.15,1.17,185,2,92.5,92,3.06,37,Apartment,Entire home/apt,4,100,2,1,2,323
3601030,42.340922,-71.0773107,1.38,1.29,1.1,3.28,4.55,1.35,3.08,1.97,3.62,0.98,250,2,125,97,3.06,77,Apartment,Entire home/apt,3,100,2,1,1,293
4860853,42.3414072,-71.0789189,1.33,1.28,1.06,3.27,4.62,1.32,3.08,2.06,3.65,0.96,225,1,225,80,1.17,21,Apartment,Entire home/apt,2,98,22,1,0,320
5532549,42.3456679,-71.072746,1.71,1.48,1.45,3.54,4.16,0.89,2.69,1.6,4.07,0.88,250,3,83.33,95,0.85,4,Apartment,Entire home/apt,6,90,1,1,2,1
9663423,42.3385143,-71.0762779,1.48,1.55,1.21,3.53,4.61,1.43,3.16,2.05,3.55,1.23,115,1,115,100,1.06,6,Condominium,Entire home/apt,3,100,1,1,1,4
3289921,42.3369044,-71.0773971,1.41,1.44,1.14,3.44,4.74,1.59,3.32,2.18,3.46,1.29,170,2,85,88,0.67,18,Apartment,Entire home/apt,4,100,1,1,0,29
5976821,42.3401342,-71.0788497,1.28,1.3,1.01,3.3,4.64,1.44,3.18,2.08,3.53,1.08,125,1,125,97,3.51,59,Apartment,Shared room,2,100,1,1,1,138
11841986,42.3401342,-71.0788497,1.28,1.3,1.01,3.3,4.64,1.44,3.18,2.08,3.53,1.08,229,3,76.33,73,2.23,9,Apartment,Entire home/apt,4,71,363,1,2,79
8827268,42.3452801,-71.0524536,2.93,2.7,2.67,4.58,3.66,1.37,2.58,1.35,5.07,2.15,200,1,200,100,1.01,11,Apartment,Entire home/apt,4,100,2,1,1,365
5075267,42.3414072,-71.0789189,1.33,1.28,1.06,3.27,4.62,1.32,3.08,2.06,3.65,0.96,100,1,100,76,1.98,39,Apartment,Entire home/apt,2,98,22,1,0,327
798957,42.3415199,-71.0747768,1.55,1.38,1.34,3.36,4.45,1.27,3,1.89,3.79,0.92,306,2,153,97,4.72,192,Apartment,Entire home/apt,4,100,6,2,2,133
11710680,42.3422593,-71.0695248,1.9,1.71,1.63,3.7,4.2,1.03,2.76,1.64,4.01,1.19,229,2,114.5,95,1.04,5,Apartment,Entire home/apt,4,80,1,1,2,26
11686744,42.3374284,-71.0720313,1.76,1.63,1.6,3.62,4.47,1.48,3.18,1.99,3.69,1.31,199,1,199,100,0.77,4,Condominium,Entire home/apt,2,71,363,1,1,29
8088370,42.3426483,-71.0778494,1.4,1.16,1.13,3.15,4.49,1.2,2.96,1.94,3.76,0.85,67,1,67,93,1.14,14,Loft,Shared room,1,100,1,1,1,69
4742275,42.340922,-71.0773107,1.38,1.29,1.1,3.28,4.55,1.35,3.08,1.97,3.62,0.98,120,1,120,97,0.39,6,Apartment,Entire home/apt,2,100,3,1,0,63
9611852,42.3467364,-71.0718314,1.78,1.57,1.52,3.56,4.07,0.81,2.6,1.51,4.15,0.9,197,1,197,98,4.53,26,Apartment,Entire home/apt,2,90,1,1,0,42
11873789,42.3415954,-71.0804424,1.21,1.19,0.95,3.19,4.6,1.31,3.06,2.04,3.56,0.95,280,2,140,93,1.54,8,Apartment,Entire home/apt,3,80,1,1,2,345
585148,42.3398968,-71.0682022,1.96,1.8,1.7,3.78,4.24,1.25,2.95,1.77,3.98,1.25,225,1,225,93,1.21,31,Apartment,Entire home/apt,2,100,5,1,1,264
5582163,42.3444775,-71.0738024,1.61,1.38,1.35,3.37,4.28,1.03,2.81,1.72,3.96,0.82,170,1,170,97,2.91,50,Apartment,Entire home/apt,2,90,1,1,1,185
5352623,42.3415199,-71.0747768,1.55,1.38,1.34,3.36,4.45,1.27,3,1.89,3.79,0.92,168,1,168,100,0.24,4,Bed & Breakfast,Private room,2,100,1,1,1,109
322593,42.3415199,-71.0747768,1.55,1.38,1.34,3.36,4.45,1.27,3,1.89,3.79,0.92,183,1,183,94,4.57,192,Apartment,Entire home/apt,2,100,6,1,1,146
11902134,42.3443772,-71.0689723,1.92,1.69,1.66,3.68,4.11,0.93,2.66,1.55,4.15,1.17,300,2,150,88,1.74,9,Apartment,Entire home/apt,6,100,2,1,2,275
10227043,42.3485196,-71.0765708,1.48,1.21,1.22,3.19,4.17,0.89,2.66,1.61,4.15,0.53,350,2,175,98,4.16,33,Apartment,Entire home/apt,4,100,1,2,2,289
2683284,42.3317581,-71.0816244,1.16,1.77,1.11,3.87,5.12,2,3.78,2.56,3.03,1.74,190,2,95,92,3.9,115,Apartment,Entire home/apt,4,100,3,1,1,344
11397511,42.3385143,-71.0762779,1.48,1.55,1.21,3.53,4.61,1.43,3.16,2.05,3.55,1.23,180,1,180,96,3.46,18,Apartment,Private room,2,100,1,1,1,80
1252289,42.3366634,-71.0748746,1.59,1.62,1.33,3.62,4.68,1.56,3.34,2.12,3.58,1.4,99,1,99,97,2,78,Apartment,Private room,2,100,1,1,1,122
4679319,42.3394152,-71.0779964,1.34,1.37,1.08,3.37,4.7,1.51,3.24,2.13,3.59,1.14,110,1,110,75,0.24,4,Apartment,Entire home/apt,2,100,3,1,0,64
8006992,42.336056,-71.0727196,1.71,1.77,1.47,3.76,4.6,1.62,3.31,2.12,3.64,1.46,210,1,210,100,0.58,6,Apartment,Entire home/apt,3,100,1,1,1,321
8371115,42.3366634,-71.0748746,1.59,1.62,1.33,3.62,4.68,1.56,3.34,2.12,3.58,1.4,178,1,178,100,0.78,9,Apartment,Entire home/apt,2,100,1,1,1,5
13378987,42.3415954,-71.0804424,1.21,1.19,0.95,3.19,4.6,1.31,3.06,2.04,3.56,0.95,600,5,120,83,3,6,Condominium,Entire home/apt,7,100,1,2,4,0
13378936,42.3437186,-71.0735154,1.66,1.42,1.39,3.41,4.3,1.11,2.84,1.74,3.93,0.87,170,2,85,100,1.64,4,Townhouse,Entire home/apt,4,100,4,1,1,154
11041684,42.3415954,-71.0804424,1.21,1.19,0.95,3.19,4.6,1.31,3.06,2.04,3.56,0.95,129,1,129,96,0.77,5,Apartment,Entire home/apt,2,77,16,1,0,361
13378923,42.3437186,-71.0735154,1.66,1.42,1.39,3.41,4.3,1.11,2.84,1.74,3.93,0.87,160,1,160,100,3.33,5,Townhouse,Entire home/apt,2,100,4,1,0,141
6348631,42.3440218,-71.0662082,2.04,1.8,1.77,3.79,3.95,0.86,2.61,1.39,4.2,1.25,149,1,149,90,0.5,8,Apartment,Entire home/apt,2,100,4,1,2,0
9840919,42.3437186,-71.0735154,1.66,1.42,1.39,3.41,4.3,1.11,2.84,1.74,3.93,0.87,175,2,87.5,90,1.9,8,Apartment,Entire home/apt,4,100,37,1,1,0
5734770,42.3432702,-71.0784884,1.34,1.11,1.08,3.1,4.44,1.15,2.91,1.88,3.71,0.79,150,1,150,95,5.01,87,Apartment,Private room,2,92,1,1,1,59
8480507,42.3369044,-71.0773971,1.41,1.44,1.14,3.44,4.74,1.59,3.32,2.18,3.46,1.29,250,1,250,100,1.52,15,Apartment,Entire home/apt,4,100,1,1.5,1,45
4364925,42.340922,-71.0773107,1.38,1.29,1.1,3.28,4.55,1.35,3.08,1.97,3.62,0.98,200,3,66.67,95,2.36,52,Apartment,Entire home/apt,7,100,11,1,2,318
12426977,42.3369044,-71.0773971,1.41,1.44,1.14,3.44,4.74,1.59,3.32,2.18,3.46,1.29,120,1,120,93,3.54,15,Apartment,Entire home/apt,2,90,1,1,0,67
10083878,42.3317581,-71.0816244,1.16,1.77,1.11,3.87,5.12,2,3.78,2.56,3.03,1.74,170,1,170,97,5.77,30,Apartment,Entire home/apt,4,100,1,1,1,120
990668,42.3415199,-71.0747768,1.55,1.38,1.34,3.36,4.45,1.27,3,1.89,3.79,0.92,157,1,157,98,2.41,96,Apartment,Private room,2,100,6,1.5,1,149
10427882,42.3415954,-71.0804424,1.21,1.19,0.95,3.19,4.6,1.31,3.06,2.04,3.56,0.95,229,1,229,93,0.84,6,Apartment,Entire home/apt,2,91,11,1,1,203
6677700,42.3432702,-71.0784884,1.34,1.11,1.08,3.1,4.44,1.15,2.91,1.88,3.71,0.79,210,2,105,89,0.77,11,Apartment,Entire home/apt,4,100,1,1,2,0
8316068,42.3317581,-71.0816244,1.16,1.77,1.11,3.87,5.12,2,3.78,2.56,3.03,1.74,110,1,110,96,2.31,15,Condominium,Private room,2,100,5,1.5,1,352
6972426,42.341862,-71.0808027,1.18,1.16,0.91,3.16,4.62,1.32,3.08,2.06,3.58,0.89,575,2,287.5,99,1.35,19,Townhouse,Entire home/apt,4,100,1,2.5,2,350
6038520,42.3317581,-71.0816244,1.16,1.77,1.11,3.87,5.12,2,3.78,2.56,3.03,1.74,200,1,200,98,1.4,22,Apartment,Entire home/apt,2,90,1,1,1,248
3236496,42.340922,-71.0773107,1.38,1.29,1.1,3.28,4.55,1.35,3.08,1.97,3.62,0.98,115,1,115,100,0.31,4,Apartment,Entire home/apt,2,100,3,1,0,88
8200839,42.3317581,-71.0816244,1.16,1.77,1.11,3.87,5.12,2,3.78,2.56,3.03,1.74,110,1,110,96,1.57,19,Condominium,Private room,2,100,5,1.5,1,295
1106555,42.3415199,-71.0747768,1.55,1.38,1.34,3.36,4.45,1.27,3,1.89,3.79,0.92,500,1,500,94,0.65,26,Other,Shared room,1,100,6,0,1,365
6939126,42.3417603,-71.0760496,1.53,1.29,1.26,3.28,4.47,1.27,3,1.91,3.72,0.91,250,1,250,77,1.44,21,Apartment,Entire home/apt,2,100,1,1,1,365
8595650,42.3431182,-71.0699528,1.86,1.67,1.6,3.66,4.19,1.01,2.74,1.63,4.04,1.16,200,1,200,99,3.37,38,Apartment,Entire home/apt,4,100,1,1,1,309
2549840,42.3369044,-71.0773971,1.41,1.44,1.14,3.44,4.74,1.59,3.32,2.18,3.46,1.29,417,4,104.25,90,1.3,39,Apartment,Entire home/apt,8,98,22,2.5,3,292
