listing_id,lat,lon
14933380,42.3237568,-71.1114464
6238463,42.3401489,-71.0902509
1929406,42.311774,-71.111244
4583526,42.303834,-71.1165933
7287822,42.3143122,-71.1100048
8354938,42.3147015,-71.0996176
5025015,42.3239036,-71.1090608
4452800,42.2945736,-71.1153751
7554801,42.3205726,-71.1071514
9349646,42.305419,-71.1063402
6386351,42.3030306,-71.1140128
5124772,42.3178068,-71.1007759
3977877,42.3188296,-71.1076794
1754939,42.3127562,-71.1022749
6602167,42.3234452,-71.1081651
3987926,42.331929,-71.0820555
5729845,42.2329523,-71.1335994
9727523,42.3167535,-71.1075896
12463555,42.3069064,-71.1126004
9137560,42.3068503,-71.1192035
3616081,42.525619,-70.929103
8908145,42.3096742,-71.1131974
554720,42.3189996,-71.1127938
1551467,42.3120041,-71.104052
7743569,42.2784305,-71.1599071
732932,42.2955696,-71.1220297
749247,42.3120041,-71.104052
667325,42.3099285,-71.1135138
9349614,42.305419,-71.1063402
10627514,42.3144764,-71.1006797
1885825,42.2784305,-71.1599071
9906565,42.3118724,-71.1047488
629814,42.3183657,-71.1028998
1222327,42.3234452,-71.1081651
10299047,42.3135981,-71.1040241
9463444,42.3097614,-71.1106476
6465075,42.2980991,-71.1126716
8932377,42.319843,-71.1142976
9577988,42.3226789,-71.1131405
9971054,42.3044645,-71.116469
7348110,42.3267966,-71.0986349
7790454,42.3099285,-71.1135138
3021446,42.3193007,-71.1075489
7708436,42.3088143,-71.1066889
11514237,42.3127903,-71.1077297
13363171,42.3155639,-71.1032737
11946029,42.322393,-71.1036163
6019555,42.2989452,-71.1116663
12052288,42.3153627,-71.101416
9676551,42.3172384,-71.1062759
12789527,42.3600825,-71.0588801
12855005,42.3127903,-71.1077297
1631942,42.3108879,-71.1154511
2884903,42.3048207,-71.1131741
14868157,42.3167197,-71.1007364
13344433,42.306101,-71.1116089
40601,42.3143122,-71.1100048
12033661,42.3054243,-71.1140629
6298216,42.3169505,-71.1059087
12868343,42.3023018,-71.1310352
14474750,42.3068503,-71.1192035
6921672,42.3193007,-71.1075489
2219399,42.3002408,-71.1154265
336960,42.289849,-71.1141651
336946,42.289849,-71.1141651
6644330,42.3176253,-71.1064023
6939162,42.311774,-71.111244
13640138,42.2784305,-71.1599071
12593295,42.30409,-71.1106053
10004575,42.3189996,-71.1127938
12855343,42.3127903,-71.1077297
9791506,42.312976,-71.1067937
5801643,42.2895983,-71.1154251
12888054,42.314675,-71.1046991
5676025,42.3234452,-71.1081651
6104388,42.3143122,-71.1100048
8283433,42.311169,-71.1187802
14573919,42.3035611,-71.1069673
7495866,42.3150825,-71.1118361
13623390,42.305419,-71.1063402
3629014,42.3176253,-71.1064023
10883063,42.3243037,-71.1067244
713627,42.3088143,-71.1066889
4105704,42.303834,-71.1165933
3957602,42.3118724,-71.1047488
11739985,42.3205726,-71.1071514
5874408,42.306101,-71.1116089
7693009,42.3105796,-71.1029265
3775876,42.3041938,-71.1062922
3693850,42.2989452,-71.1116663
4736217,42.3144764,-71.1006797
14428514,42.3072563,-71.1053003
3021862,42.2915324,-71.1130742
4348422,42.3113932,-71.109168
973840,42.308581,-71.1014255
9575439,42.3204817,-71.1053168
4430821,42.3042287,-71.1138303
9591772,42.3204817,-71.1053168
3079305,42.2955696,-71.1220297
14474114,42.2329523,-71.1335994
7789429,42.3183657,-71.1028998
1203014,42.30409,-71.1106053
957224,42.319843,-71.1142976
4119345,42.3113932,-71.109168
5495547,42.3023018,-71.1310352
12081834,42.3181655,-71.1072607
14260905,42.3113932,-71.109168
3988018,42.331929,-71.0820555
728238,42.2955696,-71.1220297
12997241,42.3127903,-71.1077297
10074653,42.3205726,-71.1071514
4054079,42.314675,-71.1046991
12849003,42.3317013,-71.081693
8067585,42.3054243,-71.1140629
7723492,42.2784305,-71.1599071
1956275,42.2784305,-71.1599071
1136972,42.331929,-71.0820555
1071235,42.3166783,-71.110405
4233242,42.3170274,-71.1048852
14415125,42.314675,-71.1046991
3905508,42.289849,-71.1141651
1628130,42.3104274,-71.1173996
14566386,42.3173264,-71.1089803
9590679,42.3239036,-71.1090608
14469677,42.3068503,-71.1192035
447826,42.3166783,-71.110405
12736777,42.3042961,-71.1072782
9459945,42.3239126,-71.1148611
13621476,42.2784305,-71.1599071
2365632,42.3104274,-71.1173996
10163454,42.2980991,-71.1126716
14308511,42.3069064,-71.1126004
13751426,42.3063988,-71.1027361
1692573,42.3096742,-71.1131974
12932001,42.3151661,-71.106364
5182313,42.3178068,-71.1007759
13865867,42.3068503,-71.1192035
4331214,42.3069064,-71.1126004
12824498,42.3237568,-71.1114464
14602997,42.3167197,-71.1007364
6377998,42.3143258,-71.0988743
743211,42.3070002,-71.1117353
5166870,42.3063988,-71.1027361
3593290,42.3082538,-71.1166554
14672735,42.3176253,-71.1064023
1612842,42.3097614,-71.1106476
332225,42.2915324,-71.1130742
496022,42.3097835,-71.1188558
8720718,42.3176253,-71.1064023
9212213,42.3193007,-71.1075489
8310894,42.3239126,-71.1148611
1167221,42.2784305,-71.1599071
2592416,42.3066062,-71.1055281
1701741,42.307678,-71.1186091
4526315,42.3133248,-71.1231827
5918944,42.3123413,-71.0993003
5738018,42.3260904,-71.1044948
4181530,42.308654,-71.1131202
6065674,42.3189996,-71.1127938
13698137,42.3167535,-71.1075896
12209652,42.3041938,-71.1062922
5049582,42.3170274,-71.1048852
12209339,42.3041938,-71.1062922
8981656,42.313345,-71.1174953
13110347,42.3169505,-71.1059087
9833460,42.3176253,-71.1064023
8801250,42.3129882,-71.1028974
11553697,42.3226789,-71.1131405
13110084,42.3066062,-71.1055281
14682931,42.3167197,-71.1007364
6425318,42.3208799,-71.1065402
2378421,42.3117347,-71.1175666
2443944,42.3216934,-71.114624
14683493,42.313345,-71.1174953
12949270,42.3216934,-71.114624
12781774,42.3140033,-71.1122811
8226982,42.3176253,-71.1064023
5212321,42.3176253,-71.1064023
4339392,42.3176253,-71.1064023
12191871,42.3091289,-71.0992832
12190053,42.3113932,-71.109168
6764572,42.3205726,-71.1071514
8521792,42.2980991,-71.1126716
4065322,42.308654,-71.1131202
12209147,42.3041938,-71.1062922
14501824,42.3131645,-71.0953157
12274601,42.297131,-71.1123281
4457943,42.3118724,-71.1047488
9865550,42.3120041,-71.104052
4838985,42.3063988,-71.1027361
197972,42.3166783,-71.110405
10749312,42.3154835,-71.1061289
1115394,42.3063988,-71.1027361
5702292,42.3129882,-71.1028974
4015972,42.3208799,-71.1065402
2295530,42.3176253,-71.1064023
5882411,42.2989452,-71.1116663
6914622,42.307678,-71.1186091
13697486,42.2329523,-71.1335994
14254537,42.3113932,-71.109168
13041752,42.2987446,-71.112422
4538423,42.3127562,-71.1022749
1885386,42.2784305,-71.1599071
115936,42.2784305,-71.1599071
8275122,42.3205726,-71.1071514
2798787,42.3236674,-71.1067707
9110588,42.2969269,-71.1143927
2950175,42.3063988,-71.1027361
5293067,42.3129882,-71.1028974
13829133,42.3176253,-71.1064023
14161407,42.3169505,-71.1059087
11912139,42.3208799,-71.1065402
2933661,42.3041938,-71.1062922
1803138,42.3106206,-71.1002135
11397952,42.3129614,-71.1163506
50032,42.2784305,-71.1599071
6390634,42.2989452,-71.1116663
6291807,42.2987446,-71.112422
1949996,42.2784305,-71.1599071
8634599,42.3096742,-71.1131974
11370704,42.3118724,-71.1047488
1704090,42.3169505,-71.1059087
1187188,42.3118724,-71.1047488
903598,42.3334924,-71.0913674
9903,42.3342793,-71.1004839
14444280,42.3278936,-71.1044364
12379725,42.3334924,-71.0913674
7225376,42.3314645,-71.0973132
5660081,42.3267966,-71.0986349
13968660,42.3315017,-71.1013588
1426711,42.3334924,-71.0913674
5510597,42.3313974,-71.1014175
12849985,42.3312326,-71.1060616
12320063,42.3308129,-71.1043012
4823089,42.3258875,-71.1117783
7871576,42.3308958,-71.1067489
5904992,42.3313974,-71.1014175
5222368,42.3280585,-71.107589
66288,42.3322247,-71.1063993
11313921,42.3296222,-71.1049269
6629929,42.3313396,-71.0954951
12074204,42.3338002,-71.0991424
4160585,42.3285343,-71.1086054
13391024,42.3331993,-71.1019797
195515,42.3334924,-71.0913674
13565466,42.3315017,-71.1013588
130552,42.3334924,-71.0913674
5832127,42.3310008,-71.1028088
9710999,42.3334924,-71.0913674
12517081,42.3310008,-71.1028088
13531200,42.3331993,-71.1019797
11861063,42.3276712,-71.1067395
12089399,42.3342793,-71.1004839
5453775,42.3258875,-71.1117783
12497846,42.3318391,-71.1056003
14137262,42.3272075,-71.1062222
5526487,42.329133,-71.0946362
14398508,42.3315017,-71.1013588
1373520,42.329082,-71.0978568
6387077,42.337739,-71.0957317
13037372,42.3311839,-71.1086751
1471308,42.3334924,-71.0913674
13521713,42.337739,-71.0957317
848152,42.329082,-71.0978568
7008455,42.3258875,-71.1117783
11006149,42.3342793,-71.1004839
12102482,42.3342793,-71.1004839
6744795,42.3342793,-71.1004839
3659917,42.3258875,-71.1117783
14854671,42.3314922,-71.0997776
1092093,42.3347357,-71.1018627
10051003,42.3334924,-71.0913674
11219568,42.3258875,-71.1117783
1471373,42.3334924,-71.0913674
13888974,42.3315017,-71.1013588
9428208,42.3313396,-71.0954951
13233250,42.3313396,-71.0954951
9710673,42.3334924,-71.0913674
8973362,42.3331996,-71.1090479
10153739,42.3342793,-71.1004839
2754149,42.3272075,-71.1062222
12707324,42.3365012,-71.1101831
14442333,42.329082,-71.0978568
9824155,42.3239126,-71.1148611
13624971,42.3315017,-71.1013588
9626892,42.3296222,-71.1049269
7562235,42.3258875,-71.1117783
10478553,42.3313396,-71.0954951
14854164,42.3314922,-71.0997776
14196983,42.3365012,-71.1101831
6611126,42.3296222,-71.1049269
5267396,42.3314645,-71.0973132
8184662,42.3342793,-71.1004839
12264207,42.3296222,-71.1049269
14685769,42.3348608,-71.1016319
14867747,42.332058,-71.099311
13081347,42.3320053,-71.1099596
6118583,42.3311839,-71.1086751
6990023,42.3260904,-71.1044948
14670311,42.3348608,-71.1016319
10328539,42.3310008,-71.1028088
14668008,42.3334924,-71.0913674
10131503,42.3342793,-71.1004839
7280665,42.3338002,-71.0991424
10153536,42.3342793,-71.1004839
12359031,42.3334924,-71.0913674
13000520,42.3272075,-71.1062222
7050397,42.3272075,-71.1062222
4687499,42.3258875,-71.1117783
4625517,42.339904,-71.0898892
5412487,42.3260904,-71.1044948
13062783,42.3318391,-71.1056003
7868931,42.3342793,-71.1004839
8442314,42.3334734,-71.1052826
12357955,42.3334924,-71.0913674
12750816,42.3302935,-71.1049919
8015793,42.3267966,-71.0986349
9998187,42.3258875,-71.1117783
14336348,42.3600825,-71.0588801
4493030,42.3334924,-71.0913674
13525610,42.3331993,-71.1019797
14339562,42.3315017,-71.1013588
14110186,42.3308958,-71.1067489
4787213,42.3365012,-71.1101831
13658697,42.3342793,-71.1004839
8539551,42.3334734,-71.1052826
9407895,42.3338002,-71.0991424
13651290,42.332427,-71.096541
3198169,42.3334924,-71.0913674
10537553,42.3320053,-71.1099596
7113260,42.3267966,-71.0986349
13060366,42.3346471,-71.0970353
14092430,42.3334734,-71.1052826
6834270,42.337739,-71.0957317
7379913,42.3313396,-71.0954951
4523594,42.3334924,-71.0913674
543188,42.3342793,-71.1004839
4409653,42.3342793,-71.1004839
12667158,42.3296222,-71.1049269
8337048,42.332427,-71.096541
8390386,42.332427,-71.096541
13028092,42.3311839,-71.1086751
12608363,42.3348608,-71.1016319
5967936,42.337739,-71.0957317
6684904,42.3342793,-71.1004839
6676364,42.3401733,-71.1059383
2174711,42.3427542,-71.0973584
14235257,42.3453621,-71.0948612
6870366,42.3401733,-71.1059383
7637094,42.3383121,-71.1104669
4518756,42.349247,-71.0678481
14759485,42.3497655,-71.069096
14237196,42.349247,-71.0678481
13449737,42.3516528,-71.0705629
14365669,42.349247,-71.0678481
11940785,42.3516528,-71.0705629
4518710,42.349247,-71.0678481
13397390,42.3497655,-71.069096
11398458,42.3500289,-71.0703479
1731639,42.349247,-71.0678481
4518380,42.349247,-71.0678481
12265433,42.349247,-71.0678481
6268082,42.349247,-71.0678481
14820482,42.3488338,-71.0680716
8422876,42.3488198,-71.0675811
13129109,42.3488198,-71.0675811
2706986,42.349247,-71.0678481
11963384,42.3516528,-71.0705629
9825415,42.349247,-71.0678481
14731382,42.3497655,-71.069096
7931882,42.3495919,-71.0684232
475259,42.349247,-71.0678481
475254,42.349247,-71.0678481
6292261,42.3488198,-71.0675811
6499228,42.3509249,-71.0585465
4053612,42.3509249,-71.0585465
8733896,42.3509249,-71.0585465
9166002,42.3509249,-71.0585465
8014683,42.3524896,-71.0592672
3359170,42.3527201,-71.0594079
12303347,42.3527201,-71.0594079
3401809,42.3527201,-71.0594079
12301081,42.3527201,-71.0594079
2848330,42.3497492,-71.0618703
13079659,42.3320968,-71.0818668
2848370,42.3497492,-71.0618703
13024385,42.3320968,-71.0818668
7630346,42.3482761,-71.0630452
2848362,42.3497492,-71.0618703
2187766,42.3320968,-71.0818668
14246956,42.349252,-71.0606459
2848393,42.3497492,-71.0618703
14573486,42.3501392,-71.0597618
3342206,42.3527201,-71.0594079
8830015,42.3501392,-71.0597618
14898198,42.3476159,-71.0634732
10611728,42.3527201,-71.0594079
11169560,42.351141,-71.0595612
14251275,42.349252,-71.0606459
12302222,42.3527201,-71.0594079
6452246,42.349252,-71.0606459
8861069,42.3491596,-71.0621081
13417639,42.3495968,-71.0612184
12383204,42.1815605,-71.2033622
6500646,42.3509912,-71.0621176
12986892,42.3501392,-71.0597618
7434871,42.3482761,-71.0630452
7630340,42.3482761,-71.0630452
2848239,42.3497492,-71.0618703
994317,42.3320968,-71.0818668
12428994,42.1815605,-71.2033622
9921925,42.1815605,-71.2033622
13813380,42.3320968,-71.0818668
10116726,42.1815605,-71.2033622
10136854,42.3320968,-71.0818668
10034614,42.3501392,-71.0597618
14918194,42.3501392,-71.0597618
9183638,42.349252,-71.0606459
12984748,42.3501392,-71.0597618
12284774,42.3501392,-71.0597618
10117472,42.1815605,-71.2033622
11126122,42.3320968,-71.0818668
12067685,42.3482761,-71.0630452
10116429,42.1815605,-71.2033622
13943142,42.349252,-71.0606459
10034113,42.3501392,-71.0597618
11968079,42.1815605,-71.2033622
4255538,42.3501392,-71.0597618
10033710,42.3501392,-71.0597618
10033322,42.3501392,-71.0597618
11982313,42.1815605,-71.2033622
14506396,42.349252,-71.0606459
10261620,42.3501392,-71.0597618
12899321,42.3527201,-71.0594079
4445906,42.3320968,-71.0818668
10116601,42.1815605,-71.2033622
11981674,42.1815605,-71.2033622
12949309,42.3527201,-71.0594079
9261381,42.3320968,-71.0818668
11772497,42.3524896,-71.0592672
14420920,42.1815605,-71.2033622
12356183,42.3527201,-71.0594079
2722165,42.3517686,-71.0596988
14420354,42.1815605,-71.2033622
12986016,42.3501392,-71.0597618
10262069,42.3501392,-71.0597618
14222649,42.349252,-71.0606459
13762650,42.3501392,-71.0597618
10117329,42.1815605,-71.2033622
721979,42.3320968,-71.0818668
13624476,42.3627663,-71.0519334
13445221,42.3640516,-71.0528854
13059,42.3577878,-71.051285
369880,42.3673898,-71.0535212
822063,42.3650239,-71.0554801
12826145,42.3630586,-71.0541051
8555187,42.3650239,-71.0554801
10704442,42.3662227,-71.0556036
10928093,42.3647924,-71.056043
9834727,42.3650626,-71.0561513
8011545,42.3650239,-71.0554801
14204600,42.3673898,-71.0535212
10106081,42.3650239,-71.0554801
14461498,42.3669506,-71.0561511
4553903,42.3680133,-71.0593801
11648212,42.3654945,-71.055955
916123,42.3664917,-71.0549537
10779412,42.3668462,-71.0565094
5782221,42.3598054,-71.0611104
13744821,42.3650239,-71.0554801
12221012,42.3623975,-71.0531638
2898226,42.3627663,-71.0519334
12843196,42.3644449,-71.0568958
13478348,42.3644449,-71.0568958
14104621,42.3654822,-71.0538146
14857923,42.3652995,-71.0574088
12269155,42.3644449,-71.0568958
13800505,42.3627663,-71.0519334
13007124,42.3672196,-71.0546863
14808548,42.3600825,-71.0588801
13248823,42.3627663,-71.0519334
12957423,42.3654945,-71.055955
13107648,42.3661159,-71.0520183
2831504,42.3577878,-71.051285
2842124,42.3652995,-71.0574088
14282764,42.3650239,-71.0554801
13709092,42.3639617,-71.0542931
9858828,42.3638492,-71.0568285
14035943,42.3640516,-71.0528854
7582651,42.3654945,-71.055955
11924459,42.3661159,-71.0520183
766700,42.3664917,-71.0549537
13005579,42.3639617,-71.0542931
3434614,42.3654945,-71.055955
13573506,42.3654945,-71.055955
4518100,42.3663835,-71.0514259
4304969,42.3654945,-71.055955
2943804,42.3577878,-71.051285
11922134,42.3644449,-71.0568958
2043541,42.3663835,-71.0514259
2043529,42.3663835,-71.0514259
9750460,42.3638957,-71.0550166
2043261,42.3663835,-71.0514259
815639,42.3664917,-71.0549537
6089865,42.3664917,-71.0549537
2633478,42.3577878,-71.051285
7450348,42.3650544,-71.0567303
9841140,42.3650239,-71.0554801
13298108,42.3654945,-71.055955
4924910,42.3644449,-71.0568958
13642397,42.3673898,-71.0535212
14624254,42.3638957,-71.0550166
4580825,42.3640516,-71.0528854
10836881,42.3639617,-71.0542931
9610609,42.3663835,-71.0514259
3006311,42.3643384,-71.0522296
13414367,42.3654822,-71.0538146
8036024,42.3680133,-71.0593801
24240,42.3577878,-71.051285
12425501,42.3652995,-71.0574088
6939759,42.3623975,-71.0531638
3129309,42.3664917,-71.0549537
4350995,42.3652995,-71.0574088
6971836,42.3627663,-71.0519334
1220971,42.3639617,-71.0542931
3664031,42.3623975,-71.0531638
14215317,42.3652995,-71.0574088
4089940,42.3663835,-71.0514259
1615033,42.3664917,-71.0549537
11624428,42.3627663,-71.0519334
9331460,42.3623975,-71.0531638
9117009,42.3672196,-71.0546863
14572511,42.3650239,-71.0554801
220676,42.3672196,-71.0546863
891661,42.3627663,-71.0519334
14780436,42.3654945,-71.055955
5511911,42.3652995,-71.0574088
7036112,42.3639617,-71.0542931
14424224,42.3654945,-71.055955
14429876,42.3672196,-71.0546863
7018497,42.3668462,-71.0565094
14538087,42.366597,-71.053075
6134145,42.3639617,-71.0542931
8556025,42.3654945,-71.055955
5755910,42.3644449,-71.0568958
9425902,42.3627663,-71.0519334
12407753,42.3627663,-71.0519334
1758953,42.3673898,-71.0535212
1094599,42.3577878,-71.051285
14589695,42.3652995,-71.0574088
7181950,42.3630586,-71.0541051
6197950,42.3623975,-71.0531638
971393,42.3672196,-71.0546863
9344096,42.3639617,-71.0542931
7984226,42.3652995,-71.0574088
12784064,42.3654129,-71.0546621
8458210,42.3627663,-71.0519334
2183058,42.3655162,-71.0545389
4279959,42.3669506,-71.0561511
2657905,42.3624247,-71.0560145
4558443,42.3654945,-71.055955
4034018,42.3644449,-71.0568958
947751,42.3630586,-71.0541051
2658094,42.3624247,-71.0560145
11229070,42.3600825,-71.0588801
10997047,42.3669506,-71.0561511
3967611,42.3627663,-71.0519334
7080514,42.3652995,-71.0574088
12585455,42.3644449,-71.0568958
4573388,42.3640516,-71.0528854
9259184,42.3644449,-71.0568958
14239909,42.3644449,-71.0568958
8390793,42.3654231,-71.0549768
4573238,42.3640516,-71.0528854
9706199,42.3643384,-71.0522296
12683680,42.364044,-71.056469
8227206,42.3644449,-71.0568958
4573458,42.3640516,-71.0528854
369940,42.3655162,-71.0545389
1426754,42.3624247,-71.0560145
3032367,42.3643384,-71.0522296
6801288,42.3639617,-71.0542931
12306135,42.3627663,-71.0519334
10175033,42.3677388,-71.0565008
12599820,42.3662227,-71.0556036
5768195,42.3652995,-71.0574088
13140867,42.3654822,-71.0538146
11223924,42.3643384,-71.0522296
2376518,42.3638492,-71.0568285
14483758,42.3638492,-71.0568285
13074722,42.3652995,-71.0574088
4653267,42.3641667,-71.0546786
7454907,42.3654945,-71.055955
13258244,42.3165747,-71.090156
7273513,42.3269516,-71.0932111
12494334,42.2780636,-71.160213
8014642,42.2780636,-71.160213
13653233,42.3334924,-71.0913674
8238404,42.3301127,-71.0915948
7293671,42.3265233,-71.0773746
2473997,42.323798,-71.0787983
14300751,42.3265233,-71.0773746
14300921,42.3265233,-71.0773746
2260547,42.323798,-71.0787983
5506,42.329133,-71.0946362
2636365,42.3356705,-71.0828226
1884045,42.323798,-71.0787983
5717690,42.340922,-71.0773107
10190260,42.3340029,-71.0784363
6765855,42.3269516,-71.0932111
1342370,42.3363979,-71.0781182
349347,42.340922,-71.0773107
8469464,42.3269661,-71.0822311
801722,42.329133,-71.0946362
2260501,42.323798,-71.0787983
801680,42.329133,-71.0946362
1175376,42.3363979,-71.0781182
6093430,42.3415954,-71.0804424
14756269,42.3315572,-71.0801159
12351909,42.2780636,-71.160213
1374466,42.3252931,-71.0887682
1374434,42.3252931,-71.0887682
14742564,42.3258845,-71.078188
12368082,42.3171436,-71.0949361
276450,42.340922,-71.0773107
3602379,42.329133,-71.0946362
14907062,42.3469184,-71.0875376
8402408,42.3369044,-71.0773971
6780313,42.3367834,-71.0837392
8238311,42.3301127,-71.0915948
13513696,42.3369044,-71.0773971
4568116,42.3281574,-71.0926176
11300899,42.3363979,-71.0781182
6780300,42.3367834,-71.0837392
14668441,42.326097,-71.0953117
14813006,42.3245342,-71.0950894
8172380,42.3301127,-71.0915948
13054720,42.3356914,-71.0838132
11907764,42.3221428,-71.0691366
8319253,42.3160045,-71.0729626
60029,42.3252931,-71.0887682
1403408,42.3252931,-71.0887682
9614024,42.3369044,-71.0773971
14414473,42.3264179,-71.0931031
12627225,42.3198747,-71.0764501
8153848,42.3301127,-71.0915948
4205641,42.3363979,-71.0781182
9415712,42.3315572,-71.0801159
9694218,42.326097,-71.0953117
12857811,42.3198747,-71.0764501
6080461,42.329133,-71.0946362
13298137,42.3171997,-71.0801647
14428517,42.3243574,-71.080882
13379155,42.329242,-71.095479
10249798,42.3121822,-71.0661518
7825327,42.3334924,-71.0913674
12756776,42.2780636,-71.160213
1550047,42.3363979,-71.0781182
5269216,42.3363979,-71.0781182
9166393,42.2780636,-71.160213
